r,l,t,m,y,RateOfActivity
KENYA,TS48,BESS_TECH,1,2031,0.2029
KENYA,TS04,BESS_TECH,2,2031,0.6268
KENYA,TS08,BESS_TECH,2,2031,2.1065
KENYA,TS09,BESS_TECH,2,2031,1.9758
KENYA,TS11,BESS_TECH,2,2031,2.7221
KENYA,TS14,BESS_TECH,2,2031,2.2478
KENYA,TS15,BESS_TECH,2,2031,0.5586
KENYA,TS16,BESS_TECH,2,2031,2.3635
KENYA,TS17,BESS_TECH,2,2031,0.4774
KENYA,TS20,BESS_TECH,2,2031,2.7221
KENYA,TS22,BESS_TECH,2,2031,2.0623
KENYA,TS24,BESS_TECH,2,2031,2.7221
KENYA,TS26,BESS_TECH,2,2031,1.0504
KENYA,TS27,BESS_TECH,2,2031,2.1317
KENYA,TS33,BESS_TECH,2,2031,2.7221
KENYA,TS34,BESS_TECH,2,2031,2.7221
KENYA,TS35,BESS_TECH,2,2031,2.5572
KENYA,TS38,BESS_TECH,2,2031,0.9717
KENYA,TS40,BESS_TECH,2,2031,0.6429
KENYA,TS44,BESS_TECH,2,2031,1.6782
KENYA,TS45,BESS_TECH,2,2031,0.8862
KENYA,TS46,BESS_TECH,2,2031,2.7221
KENYA,TS03,BESS_TECH,1,2032,0.0013
KENYA,TS05,BESS_TECH,1,2032,0.0823
KENYA,TS07,BESS_TECH,1,2032,1.9038
KENYA,TS10,BESS_TECH,1,2032,0.582
KENYA,TS12,BESS_TECH,1,2032,2.7221
KENYA,TS13,BESS_TECH,1,2032,2.0354
KENYA,TS18,BESS_TECH,1,2032,2.7221
KENYA,TS19,BESS_TECH,1,2032,2.7221
KENYA,TS21,BESS_TECH,1,2032,0.926
KENYA,TS23,BESS_TECH,1,2032,2.7064
KENYA,TS28,BESS_TECH,1,2032,0.3749
KENYA,TS29,BESS_TECH,1,2032,2.7221
KENYA,TS30,BESS_TECH,1,2032,2.7221
KENYA,TS31,BESS_TECH,1,2032,2.7221
KENYA,TS32,BESS_TECH,1,2032,2.6305
KENYA,TS36,BESS_TECH,1,2032,2.7221
KENYA,TS39,BESS_TECH,1,2032,0.1232
KENYA,TS41,BESS_TECH,1,2032,2.7221
KENYA,TS43,BESS_TECH,1,2032,2.1457
KENYA,TS47,BESS_TECH,1,2032,0.8966
KENYA,TS48,BESS_TECH,1,2032,2.7221
KENYA,TS04,BESS_TECH,2,2032,0.0431
KENYA,TS08,BESS_TECH,2,2032,2.1625
KENYA,TS09,BESS_TECH,2,2032,1.6566
KENYA,TS11,BESS_TECH,2,2032,2.7221
KENYA,TS14,BESS_TECH,2,2032,2.7221
KENYA,TS15,BESS_TECH,2,2032,0.4615
KENYA,TS16,BESS_TECH,2,2032,1.5211
KENYA,TS17,BESS_TECH,2,2032,1.6113
KENYA,TS20,BESS_TECH,2,2032,2.7221
KENYA,TS22,BESS_TECH,2,2032,2.7221
KENYA,TS24,BESS_TECH,2,2032,2.7221
KENYA,TS26,BESS_TECH,2,2032,1.0434
KENYA,TS27,BESS_TECH,2,2032,2.0137
KENYA,TS33,BESS_TECH,2,2032,2.7221
KENYA,TS34,BESS_TECH,2,2032,2.7221
KENYA,TS35,BESS_TECH,2,2032,2.4683
KENYA,TS38,BESS_TECH,2,2032,1.2032
KENYA,TS40,BESS_TECH,2,2032,0.6539
KENYA,TS44,BESS_TECH,2,2032,2.2848
KENYA,TS45,BESS_TECH,2,2032,0.8262
KENYA,TS46,BESS_TECH,2,2032,2.7221
KENYA,TS04,BESS_TECH,1,2033,1.7218
KENYA,TS05,BESS_TECH,1,2033,2.4426
KENYA,TS07,BESS_TECH,1,2033,1.8641
KENYA,TS10,BESS_TECH,1,2033,0.3605
KENYA,TS12,BESS_TECH,1,2033,2.7221
KENYA,TS13,BESS_TECH,1,2033,2.7221
KENYA,TS18,BESS_TECH,1,2033,2.7221
KENYA,TS19,BESS_TECH,1,2033,2.7221
KENYA,TS21,BESS_TECH,1,2033,1.2268
KENYA,TS23,BESS_TECH,1,2033,1.8171
KENYA,TS28,BESS_TECH,1,2033,0.182
KENYA,TS29,BESS_TECH,1,2033,2.7221
KENYA,TS30,BESS_TECH,1,2033,2.7221
KENYA,TS31,BESS_TECH,1,2033,2.7221
KENYA,TS32,BESS_TECH,1,2033,2.1603
KENYA,TS36,BESS_TECH,1,2033,2.7221
KENYA,TS37,BESS_TECH,1,2033,1.3096
