r,s,ls,ld,lh,y,NetChargeWithinYear
KENYA,BESS001,1,1,1,2025,-0.0532
KENYA,BESS001,1,1,1,2028,-0.0886
KENYA,BESS001,1,1,1,2029,-0.0607
KENYA,BESS001,1,1,1,2030,-0.1084
KENYA,BESS001,1,1,1,2031,0.0062
KENYA,BESS001,1,1,1,2039,-0.0247
KENYA,BESS001,1,1,1,2042,-0.0795
KENYA,BESS001,1,1,1,2047,-0.1178
KENYA,BESS001,1,1,1,2048,-0.1443
KENYA,BESS001,1,1,2,2024,-0.0001
KENYA,BESS001,1,1,2,2027,-0.0196
KENYA,BESS001,1,1,2,2029,-0.0599
KENYA,BESS001,1,1,2,2032,-0.0599
KENYA,BESS001,1,1,2,2033,-0.0599
KENYA,BESS001,1,1,2,2034,-0.0554
KENYA,BESS001,1,1,2,2038,-0.0107
KENYA,BESS001,1,1,2,2039,-0.024
KENYA,BESS001,1,1,2,2040,-0.0406
KENYA,BESS001,1,1,2,2041,-0.0201
KENYA,BESS001,1,1,2,2042,-0.011
KENYA,BESS001,1,1,2,2043,-0.0446
KENYA,BESS001,1,1,2,2044,-0.0446
KENYA,BESS001,1,1,2,2045,-0.1376
KENYA,BESS001,1,1,2,2047,-0.1729
KENYA,BESS001,1,1,2,2048,-0.1729
KENYA,BESS001,1,1,2,2049,-0.2164
KENYA,BESS001,1,1,3,2024,-0.009
KENYA,BESS001,1,1,3,2031,0.0175
KENYA,BESS001,1,1,3,2032,-0.0616
KENYA,BESS001,1,1,3,2033,-0.0535
KENYA,BESS001,1,1,3,2038,-0.0303
KENYA,BESS001,1,1,3,2040,-0.0418
KENYA,BESS001,1,1,3,2041,-0.0642
KENYA,BESS001,1,1,3,2043,-0.0459
KENYA,BESS001,1,1,3,2044,-0.0013
KENYA,BESS001,1,1,3,2046,-0.235
KENYA,BESS001,1,1,3,2049,-0.1779
KENYA,BESS001,1,1,3,2050,-0.5134
KENYA,BESS001,1,1,4,2024,0.006
KENYA,BESS001,1,1,4,2025,0.022
KENYA,BESS001,1,1,4,2026,0.0182
KENYA,BESS001,1,1,4,2027,0.0416
KENYA,BESS001,1,1,4,2028,0.0475
KENYA,BESS001,1,1,4,2029,0.0791
KENYA,BESS001,1,1,4,2030,0.0671
KENYA,BESS001,1,1,4,2031,-0.0306
