r,t,e,y,AnnualTechnologyEmission
KENYA,PWRNGS004,CO2,2038,0.1799
KENYA,PWRNGS004,CO2,2039,0.1343
KENYA,PWRNGS004,CO2,2040,0.1085
KENYA,PWRNGS004,CO2,2041,0.123
KENYA,PWRNGS004,CO2,2042,0.1651
KENYA,PWRNGS004,CO2,2043,0.1537
KENYA,PWRNGS004,CO2,2044,0.145
KENYA,PWRNGS004,CO2,2045,0.1826
KENYA,PWRNGS004,CO2,2046,0.1629
KENYA,PWRNGS004,CO2,2047,0.1569
KENYA,PWRNGS004,CO2,2048,0.1023
KENYA,PWRNGS004,CO2,2049,0.1092
KENYA,PWRNGS004,CO2,2050,0.1046
KENYA,PWRNGS005,CO2,2038,0.0016
KENYA,PWRNGS005,CO2,2048,0.0055
KENYA,PWRNGS005,CO2,2049,0.0143
KENYA,PWRNGS005,CO2,2050,0.0055
KENYA,PWRNGS006,CO2,2042,0.0033
KENYA,PWRNGS006,CO2,2045,0.0039
KENYA,PWRNGS006,CO2,2048,0.0055
KENYA,PWRNGS006,CO2,2049,0.0055
KENYA,PWRNGS006,CO2,2050,0.014
KENYA,PWRNGS009,CO2,2034,0.0011
KENYA,PWRNGS009,CO2,2036,0.0004
KENYA,PWRNGS009,CO2,2043,0.0005
KENYA,PWRNGS009,CO2,2045,0.0185
KENYA,PWRNGS009,CO2,2046,0.0069
KENYA,PWRNGS009,CO2,2047,0.0044
KENYA,PWRNGS009,CO2,2048,0.0097
KENYA,PWRNGS009,CO2,2050,0.0003
KENYA,PWRNGS010,CO2,2037,0.0011
KENYA,PWRNGS010,CO2,2044,0.0054
KENYA,PWRNGS010,CO2,2048,0.0108
KENYA,PWRNGS010,CO2,2049,0.0099
KENYA,PWRNGS010,CO2,2050,0.0013
KENYA,PWRNGS011,CO2,2034,0.0018
KENYA,PWRNGS011,CO2,2035,0.0013
KENYA,PWRNGS011,CO2,2041,0.0027
KENYA,PWRNGS011,CO2,2042,0.0051
KENYA,PWRNGS011,CO2,2043,0.0055
KENYA,PWRNGS011,CO2,2048,0.0016
KENYA,PWRNGS011,CO2,2049,0.0097
KENYA,PWRNGS011,CO2,2050,0.0055
