r,s,ls,ld,y,StorageLevelDayTypeStart
KENYA,BESS001,1,2,2044,0.4979
KENYA,BESS001,1,2,2045,1.2403
KENYA,BESS001,1,2,2046,1.2455
KENYA,BESS001,1,2,2047,1.6377
KENYA,BESS001,1,2,2048,1.6225
KENYA,BESS001,1,2,2049,2.1317
KENYA,BESS001,1,2,2050,3.2325
KENYA,BESS001,2,1,2020,0.0921
KENYA,BESS001,2,1,2021,0.0921
KENYA,BESS001,2,1,2022,0.1628
KENYA,BESS001,2,1,2023,0.1628
KENYA,BESS001,2,1,2024,0.3435
KENYA,BESS001,2,1,2025,0.5734
KENYA,BESS001,2,1,2026,0.5802
KENYA,BESS001,2,1,2027,0.6089
KENYA,BESS001,2,1,2028,0.6189
KENYA,BESS001,2,1,2029,0.8404
KENYA,BESS001,2,1,2030,0.6713
KENYA,BESS001,2,1,2031,0.6674
KENYA,BESS001,2,1,2032,0.7087
KENYA,BESS001,2,1,2033,0.7551
KENYA,BESS001,2,1,2034,0.5069
KENYA,BESS001,2,1,2035,0.2594
KENYA,BESS001,2,1,2036,0.2678
KENYA,BESS001,2,1,2037,0.3263
KENYA,BESS001,2,1,2038,0.3334
KENYA,BESS001,2,1,2039,0.2918
KENYA,BESS001,2,1,2040,0.619
KENYA,BESS001,2,1,2041,0.749
KENYA,BESS001,2,1,2042,0.6912
KENYA,BESS001,2,1,2043,0.611
KENYA,BESS001,2,1,2044,0.611
KENYA,BESS001,2,1,2045,1.5713
KENYA,BESS001,2,1,2046,1.5492
KENYA,BESS001,2,1,2047,2.0168
KENYA,BESS001,2,1,2048,2.0496
KENYA,BESS001,2,1,2049,2.659
KENYA,BESS001,2,1,2050,3.9788
KENYA,BESS001,2,2,2020,0.0921
KENYA,BESS001,2,2,2021,0.0921
KENYA,BESS001,2,2,2022,0.1628
KENYA,BESS001,2,2,2023,0.1628
KENYA,BESS001,2,2,2024,0.3435
KENYA,BESS001,2,2,2025,0.5734
KENYA,BESS001,2,2,2026,0.5802
KENYA,BESS001,2,2,2027,0.6089
KENYA,BESS001,2,2,2028,0.6189
KENYA,BESS001,2,2,2029,0.8404
KENYA,BESS001,2,2,2030,0.6713
KENYA,BESS001,2,2,2031,0.6674
KENYA,BESS001,2,2,2032,0.7087
KENYA,BESS001,2,2,2033,0.7551
KENYA,BESS001,2,2,2034,0.5069
KENYA,BESS001,2,2,2035,0.2594
KENYA,BESS001,2,2,2036,0.2678
KENYA,BESS001,2,2,2037,0.3263
KENYA,BESS001,2,2,2038,0.3334
KENYA,BESS001,2,2,2039,0.2918
KENYA,BESS001,2,2,2040,0.619
KENYA,BESS001,2,2,2041,0.749
KENYA,BESS001,2,2,2042,0.6912
KENYA,BESS001,2,2,2043,0.611
KENYA,BESS001,2,2,2044,0.611
KENYA,BESS001,2,2,2045,1.5713
KENYA,BESS001,2,2,2046,1.5492
KENYA,BESS001,2,2,2047,2.0168
KENYA,BESS001,2,2,2048,2.0496
KENYA,BESS001,2,2,2049,2.659
KENYA,BESS001,2,2,2050,3.9788
KENYA,BESS001,3,1,2020,0.0921
KENYA,BESS001,3,1,2021,0.0921
KENYA,BESS001,3,1,2022,0.1628
KENYA,BESS001,3,1,2023,0.1628
KENYA,BESS001,3,1,2024,0.3517
KENYA,BESS001,3,1,2025,0.6906
KENYA,BESS001,3,1,2026,0.671
KENYA,BESS001,3,1,2027,0.7262
KENYA,BESS001,3,1,2028,0.7336
KENYA,BESS001,3,1,2029,0.9688
KENYA,BESS001,3,1,2030,0.7728
KENYA,BESS001,3,1,2031,0.8539
KENYA,BESS001,3,1,2032,0.8291
KENYA,BESS001,3,1,2033,0.8917
KENYA,BESS001,3,1,2034,0.6008
KENYA,BESS001,3,1,2035,0.2594
KENYA,BESS001,3,1,2036,0.2779
KENYA,BESS001,3,1,2037,0.4
KENYA,BESS001,3,1,2038,0.3782
KENYA,BESS001,3,1,2039,0.3355
KENYA,BESS001,3,1,2040,0.7456
KENYA,BESS001,3,1,2041,0.9082
KENYA,BESS001,3,1,2042,0.8262
KENYA,BESS001,3,1,2043,0.6923
KENYA,BESS001,3,1,2044,0.6944
KENYA,BESS001,3,1,2045,1.9203
KENYA,BESS001,3,1,2046,1.8771
KENYA,BESS001,3,1,2047,2.4451
KENYA,BESS001,3,1,2048,2.5686
KENYA,BESS001,3,1,2049,3.3448
KENYA,BESS001,3,1,2050,5.0153
KENYA,BESS001,3,2,2020,0.0921
KENYA,BESS001,3,2,2021,0.0921
KENYA,BESS001,3,2,2022,0.1628
KENYA,BESS001,3,2,2023,0.1628
KENYA,BESS001,3,2,2024,0.3517
KENYA,BESS001,3,2,2025,0.6906
KENYA,BESS001,3,2,2026,0.671
KENYA,BESS001,3,2,2027,0.7262
KENYA,BESS001,3,2,2028,0.7336
KENYA,BESS001,3,2,2029,0.9688
KENYA,BESS001,3,2,2030,0.7728
KENYA,BESS001,3,2,2031,0.8539
KENYA,BESS001,3,2,2032,0.8291
KENYA,BESS001,3,2,2033,0.8917
KENYA,BESS001,3,2,2034,0.6008
KENYA,BESS001,3,2,2035,0.2594
KENYA,BESS001,3,2,2036,0.2779
KENYA,BESS001,3,2,2037,0.4
KENYA,BESS001,3,2,2038,0.3782
KENYA,BESS001,3,2,2039,0.3355
KENYA,BESS001,3,2,2040,0.7456
KENYA,BESS001,3,2,2041,0.9082
KENYA,BESS001,3,2,2042,0.8262
KENYA,BESS001,3,2,2043,0.6923
KENYA,BESS001,3,2,2044,0.6944
KENYA,BESS001,3,2,2045,1.9203
KENYA,BESS001,3,2,2046,1.8771
KENYA,BESS001,3,2,2047,2.4451
KENYA,BESS001,3,2,2048,2.5686
KENYA,BESS001,3,2,2049,3.3448
KENYA,BESS001,3,2,2050,5.0153
KENYA,BESS001,4,1,2020,0.0921
KENYA,BESS001,4,1,2021,0.0921
KENYA,BESS001,4,1,2022,0.1628
KENYA,BESS001,4,1,2023,0.1628
KENYA,BESS001,4,1,2024,0.3763
KENYA,BESS001,4,1,2025,0.9347
KENYA,BESS001,4,1,2026,0.9522
KENYA,BESS001,4,1,2027,0.995
KENYA,BESS001,4,1,2028,1.015
KENYA,BESS001,4,1,2029,1.3082
KENYA,BESS001,4,1,2030,1.0594
KENYA,BESS001,4,1,2031,1.1239
KENYA,BESS001,4,1,2032,1.1113
KENYA,BESS001,4,1,2033,1.1884
KENYA,BESS001,4,1,2034,0.8497
KENYA,BESS001,4,1,2035,0.2594
KENYA,BESS001,4,1,2036,0.2949
KENYA,BESS001,4,1,2037,0.5495
KENYA,BESS001,4,1,2038,0.504
KENYA,BESS001,4,1,2039,0.4613
KENYA,BESS001,4,1,2040,0.9549
KENYA,BESS001,4,1,2041,1.1998
KENYA,BESS001,4,1,2042,1.0712
KENYA,BESS001,4,1,2043,0.9291
KENYA,BESS001,4,1,2044,0.9315
KENYA,BESS001,4,1,2045,2.4767
KENYA,BESS001,4,1,2046,2.4876
KENYA,BESS001,4,1,2047,3.2707
KENYA,BESS001,4,1,2048,3.2406
KENYA,BESS001,4,1,2049,4.258
KENYA,BESS001,4,1,2050,6.4601
KENYA,BESS001,4,2,2020,0.0921
KENYA,BESS001,4,2,2021,0.0921
KENYA,BESS001,4,2,2022,0.1628
KENYA,BESS001,4,2,2023,0.1628
KENYA,BESS001,4,2,2024,0.3763
KENYA,BESS001,4,2,2025,0.9347
KENYA,BESS001,4,2,2026,0.9522
KENYA,BESS001,4,2,2027,0.995
KENYA,BESS001,4,2,2028,1.015
KENYA,BESS001,4,2,2029,1.3082
KENYA,BESS001,4,2,2030,1.0594
KENYA,BESS001,4,2,2031,1.1239
KENYA,BESS001,4,2,2032,1.1113
KENYA,BESS001,4,2,2033,1.1884
KENYA,BESS001,4,2,2034,0.8497
KENYA,BESS001,4,2,2035,0.2594
KENYA,BESS001,4,2,2036,0.2949
KENYA,BESS001,4,2,2037,0.5495
KENYA,BESS001,4,2,2038,0.504
KENYA,BESS001,4,2,2039,0.4613
KENYA,BESS001,4,2,2040,0.9549
KENYA,BESS001,4,2,2041,1.1998
KENYA,BESS001,4,2,2042,1.0712
KENYA,BESS001,4,2,2043,0.9291
KENYA,BESS001,4,2,2044,0.9315
KENYA,BESS001,4,2,2045,2.4767
KENYA,BESS001,4,2,2046,2.4876
KENYA,BESS001,4,2,2047,3.2707
KENYA,BESS001,4,2,2048,3.2406
KENYA,BESS001,4,2,2049,4.258
KENYA,BESS001,4,2,2050,6.4601
KENYA,PHS001,1,1,2034,0.0004
KENYA,PHS001,1,1,2035,0.0009
KENYA,PHS001,1,1,2036,0.0015
KENYA,PHS001,1,1,2037,0.0015
KENYA,PHS001,1,1,2038,0.0015
KENYA,PHS001,1,1,2039,0.0015
KENYA,PHS001,1,1,2040,0.0015
KENYA,PHS001,1,1,2041,0.0015
KENYA,PHS001,1,1,2042,0.0015
KENYA,PHS001,1,1,2043,0.0015
KENYA,PHS001,1,1,2044,0.0015
KENYA,PHS001,1,1,2045,0.0015
KENYA,PHS001,1,1,2046,0.0015
KENYA,PHS001,1,1,2047,0.0015
KENYA,PHS001,1,1,2048,0.0015
KENYA,PHS001,1,1,2049,0.0015
KENYA,PHS001,1,1,2050,0.0015
KENYA,PHS001,1,2,2034,0.0004
KENYA,PHS001,1,2,2035,0.0009
KENYA,PHS001,1,2,2036,0.0015
KENYA,PHS001,1,2,2037,0.0015
KENYA,PHS001,1,2,2038,0.0015
KENYA,PHS001,1,2,2039,0.0015
KENYA,PHS001,1,2,2040,0.0015
KENYA,PHS001,1,2,2041,0.0015
KENYA,PHS001,1,2,2042,0.0015
KENYA,PHS001,1,2,2043,0.0015
KENYA,PHS001,1,2,2044,0.0015
KENYA,PHS001,1,2,2045,0.0015
KENYA,PHS001,1,2,2046,0.0015
KENYA,PHS001,1,2,2047,0.0015
KENYA,PHS001,1,2,2048,0.0015
KENYA,PHS001,1,2,2049,0.0015
KENYA,PHS001,1,2,2050,0.0015
KENYA,PHS001,2,1,2034,0.0004
KENYA,PHS001,2,1,2035,0.0009
KENYA,PHS001,2,1,2036,0.0015
KENYA,PHS001,2,1,2037,0.0015
KENYA,PHS001,2,1,2038,0.0015
KENYA,PHS001,2,1,2039,0.0015
KENYA,PHS001,2,1,2040,0.0015
KENYA,PHS001,2,1,2041,0.0015
KENYA,PHS001,2,1,2042,0.0015
KENYA,PHS001,2,1,2043,0.0015
KENYA,PHS001,2,1,2044,0.0015
KENYA,PHS001,2,1,2045,0.0015
KENYA,PHS001,2,1,2046,0.0015
KENYA,PHS001,2,1,2047,0.0015
KENYA,PHS001,2,1,2048,0.0015
KENYA,PHS001,2,1,2049,0.0015
KENYA,PHS001,2,1,2050,0.0015
KENYA,PHS001,2,2,2034,0.0004
KENYA,PHS001,2,2,2035,0.0009
KENYA,PHS001,2,2,2036,0.0015
KENYA,PHS001,2,2,2037,0.0015
KENYA,PHS001,2,2,2038,0.0015
KENYA,PHS001,2,2,2039,0.0015
KENYA,PHS001,2,2,2040,0.0015
KENYA,PHS001,2,2,2041,0.0015
KENYA,PHS001,2,2,2042,0.0015
KENYA,PHS001,2,2,2043,0.0015
KENYA,PHS001,2,2,2044,0.0015
KENYA,PHS001,2,2,2045,0.0015
KENYA,PHS001,2,2,2046,0.0015
KENYA,PHS001,2,2,2047,0.0015
KENYA,PHS001,2,2,2048,0.0015
KENYA,PHS001,2,2,2049,0.0015
KENYA,PHS001,2,2,2050,0.0015
KENYA,PHS001,3,1,2034,0.0004
KENYA,PHS001,3,1,2035,0.0009
KENYA,PHS001,3,1,2036,0.0015
KENYA,PHS001,3,1,2037,0.0015
KENYA,PHS001,3,1,2038,0.0015
KENYA,PHS001,3,1,2039,0.0015
KENYA,PHS001,3,1,2040,0.0015
KENYA,PHS001,3,1,2041,0.0015
KENYA,PHS001,3,1,2042,0.0015
KENYA,PHS001,3,1,2043,0.0015
KENYA,PHS001,3,1,2044,0.0015
KENYA,PHS001,3,1,2045,0.0015
KENYA,PHS001,3,1,2046,0.0015
KENYA,PHS001,3,1,2047,0.0015
KENYA,PHS001,3,1,2048,0.0015
KENYA,PHS001,3,1,2049,0.0015
KENYA,PHS001,3,1,2050,0.0015
KENYA,PHS001,3,2,2034,0.0004
KENYA,PHS001,3,2,2035,0.0009
KENYA,PHS001,3,2,2036,0.0015
KENYA,PHS001,3,2,2037,0.0015
KENYA,PHS001,3,2,2038,0.0015
KENYA,PHS001,3,2,2039,0.0015
KENYA,PHS001,3,2,2040,0.0015
KENYA,PHS001,3,2,2041,0.0015
KENYA,PHS001,3,2,2042,0.0015
KENYA,PHS001,3,2,2043,0.0015
KENYA,PHS001,3,2,2044,0.0015
KENYA,PHS001,3,2,2045,0.0015
KENYA,PHS001,3,2,2046,0.0015
KENYA,PHS001,3,2,2047,0.0015
KENYA,PHS001,3,2,2048,0.0015
KENYA,PHS001,3,2,2049,0.0015
KENYA,PHS001,3,2,2050,0.0015
KENYA,PHS001,4,1,2034,0.0004
KENYA,PHS001,4,1,2035,0.0009
KENYA,PHS001,4,1,2036,0.0015
KENYA,PHS001,4,1,2037,0.0015
KENYA,PHS001,4,1,2038,0.0015
KENYA,PHS001,4,1,2039,0.0015
KENYA,PHS001,4,1,2040,0.0015
KENYA,PHS001,4,1,2041,0.0015
KENYA,PHS001,4,1,2042,0.0015
KENYA,PHS001,4,1,2043,0.0015
KENYA,PHS001,4,1,2044,0.0015
KENYA,PHS001,4,1,2045,0.0015
KENYA,PHS001,4,1,2046,0.0015
KENYA,PHS001,4,1,2047,0.0015
KENYA,PHS001,4,1,2048,0.0015
KENYA,PHS001,4,1,2049,0.0015
KENYA,PHS001,4,1,2050,0.0015
KENYA,PHS001,4,2,2034,0.0004
KENYA,PHS001,4,2,2035,0.0009
KENYA,PHS001,4,2,2036,0.0015
KENYA,PHS001,4,2,2037,0.0015
KENYA,PHS001,4,2,2038,0.0015
KENYA,PHS001,4,2,2039,0.0015
KENYA,PHS001,4,2,2040,0.0015
KENYA,PHS001,4,2,2041,0.0015
KENYA,PHS001,4,2,2042,0.0015
KENYA,PHS001,4,2,2043,0.0015
KENYA,PHS001,4,2,2044,0.0015
KENYA,PHS001,4,2,2045,0.0015
KENYA,PHS001,4,2,2046,0.0015
KENYA,PHS001,4,2,2047,0.0015
KENYA,PHS001,4,2,2048,0.0015
KENYA,PHS001,4,2,2049,0.0015
KENYA,PHS001,4,2,2050,0.0015
KENYA,PHS002,1,1,2035,0.0001
KENYA,PHS002,1,1,2036,0.0001
KENYA,PHS002,1,1,2037,0.0002
KENYA,PHS002,1,1,2038,0.0004
KENYA,PHS002,1,1,2039,0.0004
KENYA,PHS002,1,1,2040,0.0006
KENYA,PHS002,1,1,2041,0.0006
KENYA,PHS002,1,1,2042,0.0006
KENYA,PHS002,1,1,2043,0.0006
KENYA,PHS002,1,1,2044,0.0006
KENYA,PHS002,1,1,2045,0.0006
KENYA,PHS002,1,1,2046,0.0006
KENYA,PHS002,1,1,2047,0.0006
KENYA,PHS002,1,1,2048,0.0006
KENYA,PHS002,1,1,2049,0.0006
KENYA,PHS002,1,1,2050,0.0006
KENYA,PHS002,1,2,2035,0.0001
KENYA,PHS002,1,2,2036,0.0001
KENYA,PHS002,1,2,2037,0.0002
KENYA,PHS002,1,2,2038,0.0004
KENYA,PHS002,1,2,2039,0.0004
KENYA,PHS002,1,2,2040,0.0006
KENYA,PHS002,1,2,2041,0.0006
KENYA,PHS002,1,2,2042,0.0006
KENYA,PHS002,1,2,2043,0.0006
KENYA,PHS002,1,2,2044,0.0006
KENYA,PHS002,1,2,2045,0.0006
KENYA,PHS002,1,2,2046,0.0006
KENYA,PHS002,1,2,2047,0.0006
KENYA,PHS002,1,2,2048,0.0006
KENYA,PHS002,1,2,2049,0.0006
KENYA,PHS002,1,2,2050,0.0006
KENYA,PHS002,2,1,2035,0.0001
KENYA,PHS002,2,1,2036,0.0001
KENYA,PHS002,2,1,2037,0.0002
KENYA,PHS002,2,1,2038,0.0004
KENYA,PHS002,2,1,2039,0.0004
KENYA,PHS002,2,1,2040,0.0006
KENYA,PHS002,2,1,2041,0.0006
KENYA,PHS002,2,1,2042,0.0006
KENYA,PHS002,2,1,2043,0.0006
KENYA,PHS002,2,1,2044,0.0006
KENYA,PHS002,2,1,2045,0.0006
KENYA,PHS002,2,1,2046,0.0006
KENYA,PHS002,2,1,2047,0.0006
KENYA,PHS002,2,1,2048,0.0006
KENYA,PHS002,2,1,2049,0.0006
KENYA,PHS002,2,1,2050,0.0006
KENYA,PHS002,2,2,2035,0.0001
KENYA,PHS002,2,2,2036,0.0001
KENYA,PHS002,2,2,2037,0.0002
KENYA,PHS002,2,2,2038,0.0004
KENYA,PHS002,2,2,2039,0.0004
KENYA,PHS002,2,2,2040,0.0006
KENYA,PHS002,2,2,2041,0.0006
KENYA,PHS002,2,2,2042,0.0006
KENYA,PHS002,2,2,2043,0.0006
KENYA,PHS002,2,2,2044,0.0006
KENYA,PHS002,2,2,2045,0.0006
KENYA,PHS002,2,2,2046,0.0006
KENYA,PHS002,2,2,2047,0.0006
KENYA,PHS002,2,2,2048,0.0006
KENYA,PHS002,2,2,2049,0.0006
KENYA,PHS002,2,2,2050,0.0006
KENYA,PHS002,3,1,2035,0.0001
KENYA,PHS002,3,1,2036,0.0001
KENYA,PHS002,3,1,2037,0.0002
KENYA,PHS002,3,1,2038,0.0004
KENYA,PHS002,3,1,2039,0.0004
KENYA,PHS002,3,1,2040,0.0006
KENYA,PHS002,3,1,2041,0.0006
KENYA,PHS002,3,1,2042,0.0006
KENYA,PHS002,3,1,2043,0.0006
KENYA,PHS002,3,1,2044,0.0006
KENYA,PHS002,3,1,2045,0.0006
KENYA,PHS002,3,1,2046,0.0006
KENYA,PHS002,3,1,2047,0.0006
KENYA,PHS002,3,1,2048,0.0006
KENYA,PHS002,3,1,2049,0.0006
KENYA,PHS002,3,1,2050,0.0006
KENYA,PHS002,3,2,2035,0.0001
KENYA,PHS002,3,2,2036,0.0001
KENYA,PHS002,3,2,2037,0.0002
KENYA,PHS002,3,2,2038,0.0004
KENYA,PHS002,3,2,2039,0.0004
KENYA,PHS002,3,2,2040,0.0006
KENYA,PHS002,3,2,2041,0.0006
KENYA,PHS002,3,2,2042,0.0006
KENYA,PHS002,3,2,2043,0.0006
KENYA,PHS002,3,2,2044,0.0006
KENYA,PHS002,3,2,2045,0.0006
KENYA,PHS002,3,2,2046,0.0006
KENYA,PHS002,3,2,2047,0.0006
KENYA,PHS002,3,2,2048,0.0006
KENYA,PHS002,3,2,2049,0.0006
KENYA,PHS002,3,2,2050,0.0006
KENYA,PHS002,4,1,2035,0.0001
KENYA,PHS002,4,1,2036,0.0001
KENYA,PHS002,4,1,2037,0.0002
KENYA,PHS002,4,1,2038,0.0004
KENYA,PHS002,4,1,2039,0.0004
KENYA,PHS002,4,1,2040,0.0006
KENYA,PHS002,4,1,2041,0.0006
KENYA,PHS002,4,1,2042,0.0006
KENYA,PHS002,4,1,2043,0.0006
KENYA,PHS002,4,1,2044,0.0006
KENYA,PHS002,4,1,2045,0.0006
KENYA,PHS002,4,1,2046,0.0006
KENYA,PHS002,4,1,2047,0.0006
KENYA,PHS002,4,1,2048,0.0006
KENYA,PHS002,4,1,2049,0.0006
KENYA,PHS002,4,1,2050,0.0006
KENYA,PHS002,4,2,2035,0.0001
KENYA,PHS002,4,2,2036,0.0001
KENYA,PHS002,4,2,2037,0.0002
KENYA,PHS002,4,2,2038,0.0004
KENYA,PHS002,4,2,2039,0.0004
KENYA,PHS002,4,2,2040,0.0006
KENYA,PHS002,4,2,2041,0.0006
KENYA,PHS002,4,2,2042,0.0006
KENYA,PHS002,4,2,2043,0.0006
KENYA,PHS002,4,2,2044,0.0006
KENYA,PHS002,4,2,2045,0.0006
KENYA,PHS002,4,2,2046,0.0006
KENYA,PHS002,4,2,2047,0.0006
KENYA,PHS002,4,2,2048,0.0006
KENYA,PHS002,4,2,2049,0.0006
KENYA,PHS002,4,2,2050,0.0006
