y,Capital costs,Fixed costs,Variable costs,Fuel costs
2019,0.875624095470817,2.054186151079136,0.2415445143884892,0.9483109265082389
2020,0.957007555442828,2.01749668581529,0.25984865223155107,1.0633795365166239
2021,1.4679591559716152,2.030521196743842,0.2539613066920393,1.1607468022219365
2022,1.9537630341036782,2.10338792221085,0.12359263050153532,0.4351948825196823
2023,2.256844237952983,2.093219259848786,0.12535216872264227,0.43790809115425566
2024,2.4134879161301663,1.9886245066897683,0.15221676773510448,0.6563285491755609
2025,2.8139700755340256,2.0638027514407886,0.12715281650864474,0.4187599925636735
2026,3.627020775024554,2.1166042660426605,0.08467014670146705,0.07152043055975583
2027,4.307991546891483,2.027669166524629,0.09300920402249874,0.13916822907789334
2028,4.909079055155301,2.0865309905698397,0.09188522608205048,0.13188071253442013
2029,5.901368695108431,2.169937732553725,0.0904958614929,0.09669177617241634
2030,6.446635841918134,2.1445309810671263,0.09432874354561105,0.1612224612599542
2031,7.009415416404347,2.186718888359103,0.09457870717253593,0.17503439820175737
2032,7.385758121687519,2.1577518530454403,0.09840025781501772,0.2198005543618257
2033,7.64079687226644,2.1130945243193637,0.1065102477821964,0.3089875558950488
2034,8.235084137156312,2.164354707792208,0.10484230055658626,0.2657040816397055
2035,8.594112960165905,2.123982743460101,0.11901187074082213,0.3407146735729085
2036,9.086045085069994,2.182231266958881,0.11090743059903985,0.2567327280434362
2037,9.36214178670651,2.200429937875949,0.11000739572034313,0.24497907011466288
2038,9.804535048066624,2.166106293706294,0.12600652680652677,0.3438888578012773
2039,10.216723526821106,2.2244524292390437,0.12036636980865881,0.28261819944614214
2040,10.648944787563812,2.320125046892584,0.114844316618732,0.24064209497994726
2041,11.223575263604825,2.2731357168197404,0.1167357798888407,0.2498023572012061
2042,11.512408120175747,2.475718604217205,0.11717074080985257,0.2799472289654395
2043,11.742833645273308,2.4537356971323634,0.12248340161039696,0.3213167997225022
2044,11.959804160777852,2.4603696276986833,0.11798041574761041,0.3008494084635634
2045,12.219354659945484,2.406813624719314,0.12123564945127929,0.3511673360953857
2046,12.486791669270188,2.4293780491454906,0.11325581395348837,0.3042599742599743
2047,12.760897660546892,2.4307433217189316,0.10650916404634427,0.2805704512575413
2048,13.043383241412414,2.4553973190348524,0.09778096514745309,0.2386441689080136
2049,12.938296818605176,2.439508500380614,0.0961928444557219,0.23521228114847667
2050,13.118860121948627,2.420032423863964,0.09313286578922085,0.22211205448165577
