y,Capital costs,Fixed costs,Variable costs,Fuel costs
2019,0.875624095470817,2.054186151079136,0.2415433902877698,0.9483109265082389
2020,0.957007555442828,2.01749668581529,0.25984865223155107,1.0633731774433601
2021,1.5229949854250246,2.0325161222116503,0.2505359974627339,1.138630699261384
2022,2.0679770514838283,2.1075281473899694,0.12131218014329584,0.41569890228739
2023,2.435815318450364,2.0999064769674662,0.12189234901999803,0.40891831031441983
2024,2.6610875839764794,1.997416746871992,0.13676804619826755,0.5392012878876221
2025,3.1360620921414335,2.0754777839747165,0.12337144450641387,0.38862184081228945
2026,4.461714219619643,2.0679791417336295,0.08561719952128571,0.07973756197640622
2027,4.989940955960821,1.9136897850305978,0.10802918562686334,0.29322689471206653
2028,5.633403838413054,1.9134076685130568,0.11282641536580104,0.3498916625001476
2029,6.734468512020308,1.9725118764845604,0.11275732383214569,0.32698054650182945
2030,7.212966019001928,1.9051350203289037,0.12654044541537715,0.5133792098919111
2031,8.011225025960938,1.9389421469178463,0.13703934901348788,0.5309364396740347
2032,8.454443930362258,1.8903559556078355,0.18544622308597145,0.8684316677801246
2033,8.978101137624025,1.831745480159662,0.22534256867809346,1.222467616805784
2034,9.502657310656835,1.84302438814202,0.25998621165115476,1.3554138099262474
2035,9.806274545198134,1.7829445960374897,0.32146557519674146,1.8385614663686867
2036,10.74642748324607,1.7854883535302228,0.4373637617008925,1.2104235977145172
2037,11.0703174606254,1.7911339692246344,0.4333224766525974,1.3429593439576681
2038,11.451583798790653,1.7470922201600392,0.48096023366902974,1.8050511211799227
2039,12.105006727042097,1.7742019852777156,0.548671369618559,1.2972381441029504
2040,12.631446032529634,1.9307613941018762,0.4916616877313927,1.0655305272559263
2041,12.813591358992829,1.842283895727056,0.4919509056020966,1.255956839992135
2042,13.234299304685194,1.9569686034702565,0.59394714665399,1.2368630005004204
2043,13.332232595203523,1.9605584861927023,0.5676443671821921,1.3042020301397375
2044,13.394213195761235,1.9822033741707783,0.5385169170500952,1.310678738659955
2045,13.47358838518928,1.9757830522376583,0.5168001230327574,1.371775743751068
2046,13.555402452848437,2.01710215240684,0.48384667657005603,1.3038028746180272
2047,13.722512504293293,2.067378906135812,0.4496636849951766,1.2096860665344842
2048,13.935819817983694,2.1508376701496372,0.41155828005244727,1.0610948079872868
2049,13.988376268867178,2.231587593294078,0.3459800722599357,0.9056639300416991
2050,14.209705654957096,2.313173566142461,0.26132967160037,0.7364961366784787
