r,s,y,CapitalInvestmentStorage
KENYA,PHS001,2037,7.8207
KENYA,PHS001,2038,20.2529
KENYA,PHS001,2040,20.8669
KENYA,PHS002,2038,30.0105
KENYA,PHS002,2040,42.1845
