r,s,ls,ld,lh,y,RateOfNetStorageActivity
KENYA,BESS001,3,2,5,2046,-0.8035
KENYA,BESS001,3,2,5,2047,-1.4537
KENYA,BESS001,3,2,5,2048,-1.9902
KENYA,BESS001,3,2,5,2049,-2.996
KENYA,BESS001,3,2,5,2050,-6.719
KENYA,BESS001,3,2,6,2024,0.2048
KENYA,BESS001,3,2,6,2025,2.7221
KENYA,BESS001,3,2,6,2026,2.7221
KENYA,BESS001,3,2,6,2027,2.7221
KENYA,BESS001,3,2,6,2028,2.7221
KENYA,BESS001,3,2,6,2029,2.7221
KENYA,BESS001,3,2,6,2030,2.7221
KENYA,BESS001,3,2,6,2031,2.7221
KENYA,BESS001,3,2,6,2032,2.7221
KENYA,BESS001,3,2,6,2033,2.7221
KENYA,BESS001,3,2,6,2034,2.5174
KENYA,BESS001,3,2,6,2044,1.3421
KENYA,BESS001,3,2,6,2045,2.808
KENYA,BESS001,3,2,6,2046,4.8234
KENYA,BESS001,3,2,6,2047,7.2966
KENYA,BESS001,3,2,6,2048,9.4502
