r,s,ls,ld,lh,y,NetChargeWithinDay
KENYA,BESS001,1,1,5,2045,0.0006
KENYA,BESS001,1,1,5,2046,0.0011
KENYA,BESS001,1,1,5,2047,0.0011
KENYA,BESS001,1,1,5,2048,0.0009
KENYA,BESS001,1,1,5,2049,0.0006
KENYA,BESS001,1,1,5,2050,0.0007
KENYA,BESS001,1,1,6,2025,-0.0001
KENYA,BESS001,1,1,6,2026,-0.0001
KENYA,BESS001,1,1,6,2027,-0.0009
KENYA,BESS001,1,1,6,2028,-0.0009
KENYA,BESS001,1,1,6,2030,-0.0003
KENYA,BESS001,1,1,6,2031,0.0001
KENYA,BESS001,1,1,6,2034,-0.0
KENYA,BESS001,1,1,6,2044,-0.0005
KENYA,BESS001,1,1,6,2046,-0.0016
KENYA,BESS001,1,1,6,2047,-0.0
KENYA,BESS001,1,1,6,2048,-0.002
KENYA,BESS001,1,1,6,2049,-0.0
KENYA,BESS001,1,1,6,2050,-0.0053
KENYA,BESS001,1,2,1,2025,0.0007
KENYA,BESS001,1,2,1,2026,0.0002
KENYA,BESS001,1,2,1,2027,0.0002
KENYA,BESS001,1,2,1,2029,0.0019
KENYA,BESS001,1,2,1,2030,0.0005
KENYA,BESS001,1,2,1,2031,0.0019
KENYA,BESS001,1,2,1,2032,0.0013
KENYA,BESS001,1,2,1,2033,0.0012
KENYA,BESS001,1,2,1,2034,0.0017
KENYA,BESS001,1,2,1,2049,0.0011
KENYA,BESS001,1,2,1,2050,0.0019
KENYA,BESS001,1,2,2,2025,-0.0001
KENYA,BESS001,1,2,2,2029,-0.0004
KENYA,BESS001,1,2,2,2031,-0.0007
KENYA,BESS001,1,2,2,2032,-0.0007
KENYA,BESS001,1,2,2,2033,-0.0008
KENYA,BESS001,1,2,2,2034,-0.0005
KENYA,BESS001,1,2,2,2044,-0.0005
KENYA,BESS001,1,2,2,2045,-0.0006
KENYA,BESS001,1,2,2,2046,-0.0009
KENYA,BESS001,1,2,2,2047,-0.0016
KENYA,BESS001,1,2,2,2048,-0.001
KENYA,BESS001,1,2,2,2049,-0.0011
KENYA,BESS001,1,2,2,2050,-0.0012
KENYA,BESS001,1,2,3,2025,-0.0002
KENYA,BESS001,1,2,3,2026,0.0005
KENYA,BESS001,1,2,3,2029,-0.0008
KENYA,BESS001,1,2,3,2031,-0.0013
KENYA,BESS001,1,2,3,2032,-0.0011
KENYA,BESS001,1,2,3,2033,-0.0009
KENYA,BESS001,1,2,3,2034,-0.0003
KENYA,BESS001,1,2,3,2046,-0.0002
KENYA,BESS001,1,2,3,2047,-0.0001
KENYA,BESS001,1,2,4,2024,0.0001
KENYA,BESS001,1,2,4,2025,0.0001
KENYA,BESS001,1,2,4,2026,-0.0012
KENYA,BESS001,1,2,4,2027,-0.0001
KENYA,BESS001,1,2,4,2028,-0.0005
KENYA,BESS001,1,2,4,2029,-0.0002
KENYA,BESS001,1,2,4,2030,-0.0004
KENYA,BESS001,1,2,4,2031,0.0003
KENYA,BESS001,1,2,4,2032,0.0003
KENYA,BESS001,1,2,4,2033,0.0002
KENYA,BESS001,1,2,4,2034,-0.0012
KENYA,BESS001,1,2,4,2044,0.0006
KENYA,BESS001,1,2,4,2045,0.0013
KENYA,BESS001,1,2,4,2046,0.0022
KENYA,BESS001,1,2,4,2047,0.0034
KENYA,BESS001,1,2,4,2048,0.0032
KENYA,BESS001,1,2,4,2049,0.0027
KENYA,BESS001,1,2,4,2050,0.0031
KENYA,BESS001,1,2,5,2024,-0.0
KENYA,BESS001,1,2,5,2025,-0.0006
KENYA,BESS001,1,2,5,2026,-0.0003
KENYA,BESS001,1,2,5,2027,-0.0006
KENYA,BESS001,1,2,5,2028,-0.0001
KENYA,BESS001,1,2,5,2029,-0.0005
KENYA,BESS001,1,2,5,2030,-0.0
KENYA,BESS001,1,2,5,2031,-0.0006
KENYA,BESS001,1,2,5,2032,-0.0006
KENYA,BESS001,1,2,5,2033,-0.0006
KENYA,BESS001,1,2,5,2034,-0.0006
KENYA,BESS001,1,2,5,2044,-0.0003
KENYA,BESS001,1,2,5,2045,-0.0006
KENYA,BESS001,1,2,5,2046,-0.0011
KENYA,BESS001,1,2,5,2047,-0.0017
KENYA,BESS001,1,2,5,2048,-0.0022
KENYA,BESS001,1,2,5,2049,-0.0027
KENYA,BESS001,1,2,5,2050,-0.0036
KENYA,BESS001,1,2,6,2024,-0.0
KENYA,BESS001,1,2,6,2026,0.0009
KENYA,BESS001,1,2,6,2027,0.0005
KENYA,BESS001,1,2,6,2028,0.0006
KENYA,BESS001,1,2,6,2029,0.0001
KENYA,BESS001,1,2,6,2031,0.0005
KENYA,BESS001,1,2,6,2032,0.0009
KENYA,BESS001,1,2,6,2033,0.0009
KENYA,BESS001,1,2,6,2034,0.0008
KENYA,BESS001,1,2,6,2044,0.0001
KENYA,BESS001,1,2,6,2046,-0.0
KENYA,BESS001,1,2,6,2048,-0.0
KENYA,BESS001,1,2,6,2049,-0.0
KENYA,BESS001,1,2,6,2050,-0.0002
KENYA,BESS001,2,1,1,2025,0.0004
KENYA,BESS001,2,1,1,2026,0.0011
KENYA,BESS001,2,1,1,2028,0.0015
KENYA,BESS001,2,1,1,2029,0.0006
KENYA,BESS001,2,1,1,2030,0.0013
KENYA,BESS001,2,1,1,2031,0.0019
KENYA,BESS001,2,1,1,2032,0.0014
KENYA,BESS001,2,1,1,2033,0.0019
KENYA,BESS001,2,1,1,2034,0.0017
KENYA,BESS001,2,1,1,2044,0.0009
KENYA,BESS001,2,1,1,2045,0.0019
KENYA,BESS001,2,1,1,2046,0.0033
KENYA,BESS001,2,1,1,2047,0.0039
KENYA,BESS001,2,1,1,2048,0.0064
KENYA,BESS001,2,1,1,2049,0.0079
KENYA,BESS001,2,1,1,2050,0.0093
KENYA,BESS001,2,1,2,2025,-0.0
KENYA,BESS001,2,1,2,2029,-0.0006
KENYA,BESS001,2,1,2,2031,-0.0008
KENYA,BESS001,2,1,2,2032,-0.0009
KENYA,BESS001,2,1,2,2033,-0.0009
KENYA,BESS001,2,1,2,2034,-0.0007
KENYA,BESS001,2,1,2,2044,-0.0005
KENYA,BESS001,2,1,2,2045,-0.001
KENYA,BESS001,2,1,2,2046,-0.0016
KENYA,BESS001,2,1,2,2047,-0.0025
KENYA,BESS001,2,1,2,2048,-0.0032
KENYA,BESS001,2,1,2,2049,-0.0027
KENYA,BESS001,2,1,2,2050,-0.0017
KENYA,BESS001,2,1,3,2027,0.0012
KENYA,BESS001,2,1,3,2029,-0.0002
KENYA,BESS001,2,1,3,2031,-0.0004
KENYA,BESS001,2,1,3,2032,-0.0003
KENYA,BESS001,2,1,3,2033,-0.0002
KENYA,BESS001,2,1,3,2034,0.0002
KENYA,BESS001,2,1,3,2044,0.0
KENYA,BESS001,2,1,3,2045,0.0
KENYA,BESS001,2,1,3,2046,0.0
KENYA,BESS001,2,1,3,2047,0.0012
KENYA,BESS001,2,1,3,2048,0.0013
KENYA,BESS001,2,1,3,2049,0.0019
KENYA,BESS001,2,1,3,2050,0.0021
KENYA,BESS001,2,1,4,2024,-0.0001
KENYA,BESS001,2,1,4,2025,-0.0012
KENYA,BESS001,2,1,4,2026,-0.0013
KENYA,BESS001,2,1,4,2027,-0.001
KENYA,BESS001,2,1,4,2028,-0.0012
KENYA,BESS001,2,1,4,2029,-0.0008
KENYA,BESS001,2,1,4,2030,-0.0011
KENYA,BESS001,2,1,4,2031,-0.0011
KENYA,BESS001,2,1,4,2032,-0.0007
KENYA,BESS001,2,1,4,2033,-0.001
KENYA,BESS001,2,1,4,2034,-0.0008
KENYA,BESS001,2,1,4,2044,-0.0006
KENYA,BESS001,2,1,4,2045,-0.0013
KENYA,BESS001,2,1,4,2046,-0.0022
KENYA,BESS001,2,1,4,2047,-0.0034
KENYA,BESS001,2,1,4,2048,-0.0043
KENYA,BESS001,2,1,4,2049,-0.0053
KENYA,BESS001,2,1,4,2050,-0.0061
KENYA,BESS001,2,1,5,2024,0.0
KENYA,BESS001,2,1,5,2025,-0.0001
KENYA,BESS001,2,1,5,2026,0.0002
KENYA,BESS001,2,1,5,2027,-0.0002
KENYA,BESS001,2,1,5,2028,-0.0002
KENYA,BESS001,2,1,5,2029,0.0001
KENYA,BESS001,2,1,5,2030,-0.0002
KENYA,BESS001,2,1,5,2031,-0.0001
KENYA,BESS001,2,1,5,2032,-0.0004
KENYA,BESS001,2,1,5,2033,-0.0006
KENYA,BESS001,2,1,5,2034,-0.0004
KENYA,BESS001,2,1,5,2044,-0.0003
KENYA,BESS001,2,1,5,2045,-0.0006
KENYA,BESS001,2,1,5,2046,-0.0011
KENYA,BESS001,2,1,5,2047,-0.0017
KENYA,BESS001,2,1,5,2048,-0.0022
KENYA,BESS001,2,1,5,2049,-0.0027
KENYA,BESS001,2,1,5,2050,-0.0036
KENYA,BESS001,2,1,6,2024,0.0
KENYA,BESS001,2,1,6,2025,0.0009
KENYA,BESS001,2,1,6,2029,0.0009
KENYA,BESS001,2,1,6,2031,0.0005
KENYA,BESS001,2,1,6,2032,0.0009
KENYA,BESS001,2,1,6,2033,0.0009
KENYA,BESS001,2,1,6,2044,0.0005
KENYA,BESS001,2,1,6,2045,0.001
KENYA,BESS001,2,1,6,2046,0.0016
KENYA,BESS001,2,1,6,2047,0.0025
KENYA,BESS001,2,1,6,2048,0.002
KENYA,BESS001,2,1,6,2049,0.0009
KENYA,BESS001,2,2,1,2024,0.0001
KENYA,BESS001,2,2,1,2025,0.0015
KENYA,BESS001,2,2,1,2026,0.0007
KENYA,BESS001,2,2,1,2027,0.0009
KENYA,BESS001,2,2,1,2028,0.0019
KENYA,BESS001,2,2,1,2029,0.0019
KENYA,BESS001,2,2,1,2030,0.0019
KENYA,BESS001,2,2,1,2031,0.0019
KENYA,BESS001,2,2,1,2032,0.0019
KENYA,BESS001,2,2,1,2033,0.0019
KENYA,BESS001,2,2,1,2034,0.0
KENYA,BESS001,2,2,1,2044,0.0009
KENYA,BESS001,2,2,1,2045,0.0019
KENYA,BESS001,2,2,1,2046,0.0033
KENYA,BESS001,2,2,1,2047,0.005
KENYA,BESS001,2,2,1,2048,0.0064
KENYA,BESS001,2,2,1,2049,0.0079
KENYA,BESS001,2,2,1,2050,0.0106
KENYA,BESS001,2,2,2,2024,-0.0001
KENYA,BESS001,2,2,2,2025,-0.0009
KENYA,BESS001,2,2,2,2026,-0.0009
KENYA,BESS001,2,2,2,2027,-0.0009
KENYA,BESS001,2,2,2,2028,-0.0009
KENYA,BESS001,2,2,2,2029,-0.0009
KENYA,BESS001,2,2,2,2030,-0.0009
KENYA,BESS001,2,2,2,2031,-0.0009
KENYA,BESS001,2,2,2,2032,-0.0009
KENYA,BESS001,2,2,2,2033,-0.0009
KENYA,BESS001,2,2,2,2034,-0.0009
KENYA,BESS001,2,2,2,2044,-0.0005
KENYA,BESS001,2,2,2,2045,-0.001
KENYA,BESS001,2,2,2,2046,-0.0016
KENYA,BESS001,2,2,2,2047,-0.0025
KENYA,BESS001,2,2,2,2048,-0.0032
KENYA,BESS001,2,2,2,2049,-0.0039
KENYA,BESS001,2,2,2,2050,-0.0053
KENYA,BESS001,2,2,3,2024,0.0
KENYA,BESS001,2,2,3,2025,0.0019
KENYA,BESS001,2,2,3,2026,0.0007
KENYA,BESS001,2,2,3,2027,0.0011
KENYA,BESS001,2,2,3,2028,0.0004
KENYA,BESS001,2,2,3,2029,0.0019
KENYA,BESS001,2,2,3,2030,0.0004
KENYA,BESS001,2,2,3,2031,0.0003
KENYA,BESS001,2,2,3,2032,0.0006
KENYA,BESS001,2,2,3,2033,0.0008
KENYA,BESS001,2,2,3,2044,0.0009
KENYA,BESS001,2,2,3,2045,0.0019
KENYA,BESS001,2,2,3,2046,0.0033
KENYA,BESS001,2,2,3,2047,0.005
KENYA,BESS001,2,2,3,2048,0.0064
KENYA,BESS001,2,2,3,2049,0.0064
KENYA,BESS001,2,2,3,2050,0.0065
KENYA,BESS001,2,2,4,2024,-0.0001
KENYA,BESS001,2,2,4,2025,-0.0013
KENYA,BESS001,2,2,4,2026,-0.0002
KENYA,BESS001,2,2,4,2027,-0.0008
KENYA,BESS001,2,2,4,2028,-0.001
KENYA,BESS001,2,2,4,2029,-0.0012
KENYA,BESS001,2,2,4,2030,-0.0011
KENYA,BESS001,2,2,4,2031,-0.0009
KENYA,BESS001,2,2,4,2032,-0.0013
KENYA,BESS001,2,2,4,2033,-0.0013
KENYA,BESS001,2,2,4,2034,0.0011
KENYA,BESS001,2,2,4,2044,-0.0006
KENYA,BESS001,2,2,4,2045,-0.0013
KENYA,BESS001,2,2,4,2046,-0.0022
KENYA,BESS001,2,2,4,2047,-0.0033
KENYA,BESS001,2,2,4,2048,-0.0043
KENYA,BESS001,2,2,4,2049,-0.0037
KENYA,BESS001,2,2,4,2050,-0.0052
KENYA,BESS001,2,2,5,2024,0.0
KENYA,BESS001,2,2,5,2025,-0.0003
KENYA,BESS001,2,2,5,2026,0.0006
KENYA,BESS001,2,2,5,2027,0.0006
KENYA,BESS001,2,2,5,2028,0.0006
KENYA,BESS001,2,2,5,2029,-0.0006
KENYA,BESS001,2,2,5,2030,0.0006
KENYA,BESS001,2,2,5,2031,0.0006
KENYA,BESS001,2,2,5,2032,0.0006
KENYA,BESS001,2,2,5,2033,0.0004
KENYA,BESS001,2,2,5,2034,0.0006
KENYA,BESS001,2,2,5,2044,-0.0003
KENYA,BESS001,2,2,5,2045,-0.0006
KENYA,BESS001,2,2,5,2046,-0.0011
KENYA,BESS001,2,2,5,2047,-0.0017
KENYA,BESS001,2,2,5,2048,-0.0021
KENYA,BESS001,2,2,5,2049,-0.0027
KENYA,BESS001,2,2,5,2050,-0.0013
KENYA,BESS001,2,2,6,2024,-0.0001
KENYA,BESS001,2,2,6,2025,-0.0009
KENYA,BESS001,2,2,6,2026,-0.0009
KENYA,BESS001,2,2,6,2027,-0.0009
KENYA,BESS001,2,2,6,2028,-0.0009
KENYA,BESS001,2,2,6,2029,-0.0009
KENYA,BESS001,2,2,6,2030,-0.0009
KENYA,BESS001,2,2,6,2031,-0.0009
KENYA,BESS001,2,2,6,2032,-0.0009
KENYA,BESS001,2,2,6,2033,-0.0009
KENYA,BESS001,2,2,6,2034,-0.0009
KENYA,BESS001,2,2,6,2044,-0.0004
KENYA,BESS001,2,2,6,2045,-0.001
KENYA,BESS001,2,2,6,2046,-0.0016
KENYA,BESS001,2,2,6,2047,-0.0025
KENYA,BESS001,2,2,6,2048,-0.0032
KENYA,BESS001,2,2,6,2049,-0.0039
KENYA,BESS001,2,2,6,2050,-0.0053
KENYA,BESS001,3,1,1,2026,-0.0006
KENYA,BESS001,3,1,1,2027,-0.0001
KENYA,BESS001,3,1,1,2030,-0.0009
KENYA,BESS001,3,1,1,2034,-0.001
KENYA,BESS001,3,1,1,2044,-0.0009
KENYA,BESS001,3,1,1,2045,-0.0008
KENYA,BESS001,3,1,1,2046,-0.0015
KENYA,BESS001,3,1,1,2047,-0.0034
KENYA,BESS001,3,1,1,2048,-0.0046
KENYA,BESS001,3,1,1,2049,-0.0063
KENYA,BESS001,3,1,1,2050,-0.0071
KENYA,BESS001,3,1,2,2024,0.0001
KENYA,BESS001,3,1,2,2025,0.0001
KENYA,BESS001,3,1,2,2026,0.0009
KENYA,BESS001,3,1,2,2027,0.0009
KENYA,BESS001,3,1,2,2028,0.0009
KENYA,BESS001,3,1,2,2029,-0.0002
KENYA,BESS001,3,1,2,2030,0.0009
KENYA,BESS001,3,1,2,2031,-0.0004
KENYA,BESS001,3,1,2,2032,-0.0004
KENYA,BESS001,3,1,2,2033,-0.0003
KENYA,BESS001,3,1,2,2034,0.0009
KENYA,BESS001,3,1,2,2044,0.0005
KENYA,BESS001,3,1,2,2045,0.001
KENYA,BESS001,3,1,2,2046,0.0016
KENYA,BESS001,3,1,2,2047,0.0025
KENYA,BESS001,3,1,2,2048,0.0032
KENYA,BESS001,3,1,2,2049,0.0039
KENYA,BESS001,3,1,2,2050,0.0053
KENYA,BESS001,3,1,3,2024,-0.0001
KENYA,BESS001,3,1,3,2025,-0.0009
KENYA,BESS001,3,1,3,2026,-0.0019
KENYA,BESS001,3,1,3,2027,-0.0019
KENYA,BESS001,3,1,3,2028,-0.0017
KENYA,BESS001,3,1,3,2029,-0.001
KENYA,BESS001,3,1,3,2030,-0.0011
KENYA,BESS001,3,1,3,2031,-0.0014
KENYA,BESS001,3,1,3,2032,-0.0014
KENYA,BESS001,3,1,3,2033,-0.0013
KENYA,BESS001,3,1,3,2034,-0.0017
KENYA,BESS001,3,1,3,2044,-0.0001
KENYA,BESS001,3,1,3,2045,-0.0019
KENYA,BESS001,3,1,3,2046,-0.0033
KENYA,BESS001,3,1,3,2047,-0.0043
KENYA,BESS001,3,1,3,2048,-0.0064
KENYA,BESS001,3,1,3,2049,-0.0079
KENYA,BESS001,3,1,3,2050,-0.0106
KENYA,BESS001,3,1,4,2024,-0.0001
KENYA,BESS001,3,1,4,2025,-0.0008
KENYA,BESS001,3,1,4,2026,-0.0
KENYA,BESS001,3,1,4,2027,-0.0006
KENYA,BESS001,3,1,4,2028,-0.0007
KENYA,BESS001,3,1,4,2029,-0.0003
KENYA,BESS001,3,1,4,2030,-0.0005
KENYA,BESS001,3,1,4,2031,0.0003
KENYA,BESS001,3,1,4,2032,0.0002
KENYA,BESS001,3,1,4,2033,0.0001
KENYA,BESS001,3,1,4,2034,0.0004
KENYA,BESS001,3,1,4,2044,-0.0002
KENYA,BESS001,3,1,4,2045,0.0001
KENYA,BESS001,3,1,4,2046,0.0003
KENYA,BESS001,3,1,4,2047,0.0011
KENYA,BESS001,3,1,4,2048,0.0024
KENYA,BESS001,3,1,4,2049,0.0036
KENYA,BESS001,3,1,4,2050,0.0036
KENYA,BESS001,3,1,5,2024,0.0
KENYA,BESS001,3,1,5,2025,0.0006
KENYA,BESS001,3,1,5,2026,0.0006
KENYA,BESS001,3,1,5,2027,0.0006
KENYA,BESS001,3,1,5,2028,0.0006
KENYA,BESS001,3,1,5,2029,0.0006
KENYA,BESS001,3,1,5,2030,0.0006
KENYA,BESS001,3,1,5,2031,0.0006
KENYA,BESS001,3,1,5,2032,0.0006
KENYA,BESS001,3,1,5,2033,0.0006
KENYA,BESS001,3,1,5,2034,0.0006
KENYA,BESS001,3,1,5,2044,0.0003
KENYA,BESS001,3,1,5,2045,0.0006
KENYA,BESS001,3,1,5,2046,0.0011
KENYA,BESS001,3,1,5,2047,0.0017
KENYA,BESS001,3,1,5,2048,0.0022
KENYA,BESS001,3,1,5,2049,0.0027
KENYA,BESS001,3,1,5,2050,0.0036
KENYA,BESS001,3,1,6,2024,0.0001
KENYA,BESS001,3,1,6,2025,0.0009
KENYA,BESS001,3,1,6,2026,0.0009
KENYA,BESS001,3,1,6,2027,0.0009
KENYA,BESS001,3,1,6,2028,0.0009
KENYA,BESS001,3,1,6,2029,0.0009
KENYA,BESS001,3,1,6,2030,0.0009
KENYA,BESS001,3,1,6,2031,0.0009
KENYA,BESS001,3,1,6,2032,0.0009
KENYA,BESS001,3,1,6,2033,0.0009
KENYA,BESS001,3,1,6,2034,0.0009
KENYA,BESS001,3,1,6,2044,0.0005
KENYA,BESS001,3,1,6,2045,0.001
KENYA,BESS001,3,1,6,2046,0.0016
KENYA,BESS001,3,1,6,2047,0.0025
KENYA,BESS001,3,1,6,2048,0.0032
KENYA,BESS001,3,1,6,2049,0.0039
KENYA,BESS001,3,1,6,2050,0.0053
KENYA,BESS001,3,2,1,2024,0.0001
KENYA,BESS001,3,2,1,2025,0.0019
KENYA,BESS001,3,2,1,2026,-0.0003
KENYA,BESS001,3,2,1,2029,0.0019
KENYA,BESS001,3,2,1,2031,0.0019
KENYA,BESS001,3,2,1,2032,0.0019
KENYA,BESS001,3,2,1,2033,0.0019
KENYA,BESS001,3,2,1,2034,0.0017
KENYA,BESS001,3,2,1,2044,0.0009
KENYA,BESS001,3,2,1,2045,0.0019
KENYA,BESS001,3,2,1,2046,0.0033
KENYA,BESS001,3,2,1,2047,0.005
KENYA,BESS001,3,2,1,2048,0.0064
KENYA,BESS001,3,2,1,2049,0.0079
KENYA,BESS001,3,2,1,2050,0.0106
KENYA,BESS001,3,2,2,2024,0.0001
KENYA,BESS001,3,2,2,2025,-0.0005
KENYA,BESS001,3,2,2,2026,0.0009
KENYA,BESS001,3,2,2,2027,0.0008
KENYA,BESS001,3,2,2,2028,0.0009
KENYA,BESS001,3,2,2,2029,0.0
KENYA,BESS001,3,2,2,2030,0.0009
KENYA,BESS001,3,2,2,2031,0.0009
KENYA,BESS001,3,2,2,2032,0.0009
KENYA,BESS001,3,2,2,2033,0.0007
KENYA,BESS001,3,2,2,2034,0.0008
KENYA,BESS001,3,2,2,2044,0.0002
KENYA,BESS001,3,2,2,2045,0.0005
KENYA,BESS001,3,2,2,2046,0.0008
KENYA,BESS001,3,2,2,2047,0.0012
KENYA,BESS001,3,2,2,2048,0.0016
KENYA,BESS001,3,2,2,2049,0.0021
KENYA,BESS001,3,2,2,2050,0.0017
KENYA,BESS001,3,2,3,2024,-0.0001
KENYA,BESS001,3,2,3,2025,-0.0019
KENYA,BESS001,3,2,3,2027,-0.0001
KENYA,BESS001,3,2,3,2028,-0.0007
KENYA,BESS001,3,2,3,2029,-0.0019
KENYA,BESS001,3,2,3,2030,-0.0008
KENYA,BESS001,3,2,3,2031,-0.0019
KENYA,BESS001,3,2,3,2032,-0.0019
KENYA,BESS001,3,2,3,2033,-0.0019
KENYA,BESS001,3,2,3,2034,-0.0017
KENYA,BESS001,3,2,3,2044,-0.0009
KENYA,BESS001,3,2,3,2045,-0.0019
KENYA,BESS001,3,2,3,2046,-0.0033
KENYA,BESS001,3,2,3,2047,-0.005
KENYA,BESS001,3,2,3,2048,-0.0064
KENYA,BESS001,3,2,3,2049,-0.0079
KENYA,BESS001,3,2,3,2050,-0.0106
KENYA,BESS001,3,2,4,2024,-0.0001
KENYA,BESS001,3,2,4,2025,-0.0003
KENYA,BESS001,3,2,4,2026,-0.0013
KENYA,BESS001,3,2,4,2027,-0.0013
KENYA,BESS001,3,2,4,2028,-0.0013
KENYA,BESS001,3,2,4,2029,-0.0013
KENYA,BESS001,3,2,4,2030,-0.0013
KENYA,BESS001,3,2,4,2031,-0.0013
KENYA,BESS001,3,2,4,2032,-0.0013
KENYA,BESS001,3,2,4,2033,-0.0013
KENYA,BESS001,3,2,4,2034,-0.0012
KENYA,BESS001,3,2,4,2044,-0.0006
KENYA,BESS001,3,2,4,2045,-0.0013
KENYA,BESS001,3,2,4,2046,-0.0022
KENYA,BESS001,3,2,4,2047,-0.0034
KENYA,BESS001,3,2,4,2048,-0.0043
KENYA,BESS001,3,2,4,2049,-0.0053
KENYA,BESS001,3,2,4,2050,-0.0055
KENYA,BESS001,3,2,5,2024,-0.0
KENYA,BESS001,3,2,5,2025,-0.0001
KENYA,BESS001,3,2,5,2026,-0.0003
KENYA,BESS001,3,2,5,2027,-0.0004
KENYA,BESS001,3,2,5,2028,0.0001
KENYA,BESS001,3,2,5,2029,0.0003
KENYA,BESS001,3,2,5,2030,0.0002
KENYA,BESS001,3,2,5,2031,-0.0006
KENYA,BESS001,3,2,5,2032,-0.0006
KENYA,BESS001,3,2,5,2033,-0.0004
KENYA,BESS001,3,2,5,2034,-0.0005
KENYA,BESS001,3,2,5,2044,-0.0001
KENYA,BESS001,3,2,5,2045,-0.0001
KENYA,BESS001,3,2,5,2046,-0.0002
KENYA,BESS001,3,2,5,2047,-0.0003
KENYA,BESS001,3,2,5,2048,-0.0005
KENYA,BESS001,3,2,5,2049,-0.0007
KENYA,BESS001,3,2,5,2050,-0.0015
KENYA,BESS001,3,2,6,2024,0.0001
KENYA,BESS001,3,2,6,2025,0.0009
KENYA,BESS001,3,2,6,2026,0.0009
KENYA,BESS001,3,2,6,2027,0.0009
KENYA,BESS001,3,2,6,2028,0.0009
KENYA,BESS001,3,2,6,2029,0.0009
KENYA,BESS001,3,2,6,2030,0.0009
KENYA,BESS001,3,2,6,2031,0.0009
KENYA,BESS001,3,2,6,2032,0.0009
KENYA,BESS001,3,2,6,2033,0.0009
KENYA,BESS001,3,2,6,2034,0.0009
KENYA,BESS001,3,2,6,2044,0.0005
KENYA,BESS001,3,2,6,2045,0.001
KENYA,BESS001,3,2,6,2046,0.0016
KENYA,BESS001,3,2,6,2047,0.0025
KENYA,BESS001,3,2,6,2048,0.0032
KENYA,BESS001,3,2,6,2049,0.0039
KENYA,BESS001,3,2,6,2050,0.0053
KENYA,BESS001,4,1,1,2024,0.0
KENYA,BESS001,4,1,1,2025,-0.0002
KENYA,BESS001,4,1,1,2027,0.0002
