r,s,y,CapitalInvestmentStorage
KENYA,PHS001,2034,9.2363
KENYA,PHS001,2035,34.6978
KENYA,PHS001,2036,18.9774
KENYA,PHS001,2037,2.6987
KENYA,PHS001,2038,3.887
KENYA,PHS001,2040,1.7458
KENYA,PHS002,2038,8.1928
