r,l,f,y,Demand
KENYA,TS07,INDELC,2046,1.3121
KENYA,TS07,INDELC,2047,1.3867
KENYA,TS07,INDELC,2048,1.4656
KENYA,TS07,INDELC,2049,1.5489
KENYA,TS07,INDELC,2050,1.637
KENYA,TS07,RESELC,2019,0.2179
KENYA,TS07,RESELC,2020,0.2217
KENYA,TS07,RESELC,2021,0.2318
KENYA,TS07,RESELC,2022,0.2395
KENYA,TS07,RESELC,2023,0.2468
KENYA,TS07,RESELC,2024,0.2553
KENYA,TS07,RESELC,2025,0.2645
KENYA,TS07,RESELC,2026,0.2742
KENYA,TS07,RESELC,2027,0.29
KENYA,TS07,RESELC,2028,0.3068
KENYA,TS07,RESELC,2029,0.326
KENYA,TS07,RESELC,2030,0.3466
KENYA,TS07,RESELC,2031,0.3659
KENYA,TS07,RESELC,2032,0.3873
KENYA,TS07,RESELC,2033,0.4091
KENYA,TS07,RESELC,2034,0.4323
KENYA,TS07,RESELC,2035,0.4567
KENYA,TS07,RESELC,2036,0.4816
KENYA,TS07,RESELC,2037,0.5095
KENYA,TS07,RESELC,2038,0.5386
KENYA,TS07,RESELC,2039,0.5695
KENYA,TS07,RESELC,2040,0.6022
KENYA,TS07,RESELC,2041,0.6368
KENYA,TS07,RESELC,2042,0.6726
KENYA,TS07,RESELC,2043,0.7109
KENYA,TS07,RESELC,2044,0.7513
KENYA,TS07,RESELC,2045,0.794
KENYA,TS07,RESELC,2046,0.8392
KENYA,TS07,RESELC,2047,0.8869
KENYA,TS07,RESELC,2048,0.9373
KENYA,TS07,RESELC,2049,0.9906
KENYA,TS07,RESELC,2050,1.0469
KENYA,TS08,COMELC,2019,0.0607
KENYA,TS08,COMELC,2020,0.0618
KENYA,TS08,COMELC,2021,0.0646
KENYA,TS08,COMELC,2022,0.0667
KENYA,TS08,COMELC,2023,0.0688
KENYA,TS08,COMELC,2024,0.0711
KENYA,TS08,COMELC,2025,0.0737
KENYA,TS08,COMELC,2026,0.0764
KENYA,TS08,COMELC,2027,0.0808
KENYA,TS08,COMELC,2028,0.0855
KENYA,TS08,COMELC,2029,0.0908
KENYA,TS08,COMELC,2030,0.0966
KENYA,TS08,COMELC,2031,0.102
KENYA,TS08,COMELC,2032,0.1079
KENYA,TS08,COMELC,2033,0.114
KENYA,TS08,COMELC,2034,0.1205
KENYA,TS08,COMELC,2035,0.1273
KENYA,TS08,COMELC,2036,0.1342
KENYA,TS08,COMELC,2037,0.142
KENYA,TS08,COMELC,2038,0.1501
KENYA,TS08,COMELC,2039,0.1587
KENYA,TS08,COMELC,2040,0.1678
KENYA,TS08,COMELC,2041,0.1774
KENYA,TS08,COMELC,2042,0.1874
KENYA,TS08,COMELC,2043,0.1981
KENYA,TS08,COMELC,2044,0.2093
KENYA,TS08,COMELC,2045,0.2212
KENYA,TS08,COMELC,2046,0.2338
KENYA,TS08,COMELC,2047,0.2471
KENYA,TS08,COMELC,2048,0.2612
KENYA,TS08,COMELC,2049,0.276
KENYA,TS08,COMELC,2050,0.2917
KENYA,TS08,INDELC,2019,0.2092
KENYA,TS08,INDELC,2020,0.2128
KENYA,TS08,INDELC,2021,0.2225
KENYA,TS08,INDELC,2022,0.2299
KENYA,TS08,INDELC,2023,0.2369
KENYA,TS08,INDELC,2024,0.2451
KENYA,TS08,INDELC,2025,0.2539
KENYA,TS08,INDELC,2026,0.2632
KENYA,TS08,INDELC,2027,0.2784
KENYA,TS08,INDELC,2028,0.2945
KENYA,TS08,INDELC,2029,0.3129
KENYA,TS08,INDELC,2030,0.3327
KENYA,TS08,INDELC,2031,0.3512
KENYA,TS08,INDELC,2032,0.3718
KENYA,TS08,INDELC,2033,0.3927
KENYA,TS08,INDELC,2034,0.415
KENYA,TS08,INDELC,2035,0.4384
KENYA,TS08,INDELC,2036,0.4623
KENYA,TS08,INDELC,2037,0.4891
KENYA,TS08,INDELC,2038,0.517
KENYA,TS08,INDELC,2039,0.5467
KENYA,TS08,INDELC,2040,0.5781
KENYA,TS08,INDELC,2041,0.6112
KENYA,TS08,INDELC,2042,0.6457
KENYA,TS08,INDELC,2043,0.6824
KENYA,TS08,INDELC,2044,0.7212
KENYA,TS08,INDELC,2045,0.7622
KENYA,TS08,INDELC,2046,0.8055
KENYA,TS08,INDELC,2047,0.8514
KENYA,TS08,INDELC,2048,0.8998
KENYA,TS08,INDELC,2049,0.9509
KENYA,TS08,INDELC,2050,1.005
KENYA,TS08,RESELC,2019,0.1338
KENYA,TS08,RESELC,2020,0.1361
KENYA,TS08,RESELC,2021,0.1423
KENYA,TS08,RESELC,2022,0.147
KENYA,TS08,RESELC,2023,0.1515
KENYA,TS08,RESELC,2024,0.1567
KENYA,TS08,RESELC,2025,0.1624
KENYA,TS08,RESELC,2026,0.1683
KENYA,TS08,RESELC,2027,0.1781
KENYA,TS08,RESELC,2028,0.1884
KENYA,TS08,RESELC,2029,0.2001
KENYA,TS08,RESELC,2030,0.2128
KENYA,TS08,RESELC,2031,0.2246
KENYA,TS08,RESELC,2032,0.2378
KENYA,TS08,RESELC,2033,0.2511
KENYA,TS08,RESELC,2034,0.2654
KENYA,TS08,RESELC,2035,0.2804
KENYA,TS08,RESELC,2036,0.2956
KENYA,TS08,RESELC,2037,0.3128
KENYA,TS08,RESELC,2038,0.3307
KENYA,TS08,RESELC,2039,0.3496
KENYA,TS08,RESELC,2040,0.3697
KENYA,TS08,RESELC,2041,0.3909
KENYA,TS08,RESELC,2042,0.413
KENYA,TS08,RESELC,2043,0.4364
KENYA,TS08,RESELC,2044,0.4612
KENYA,TS08,RESELC,2045,0.4875
KENYA,TS08,RESELC,2046,0.5152
KENYA,TS08,RESELC,2047,0.5445
KENYA,TS08,RESELC,2048,0.5754
KENYA,TS08,RESELC,2049,0.6082
KENYA,TS08,RESELC,2050,0.6427
KENYA,TS09,COMELC,2019,0.1208
KENYA,TS09,COMELC,2020,0.1229
KENYA,TS09,COMELC,2021,0.1285
KENYA,TS09,COMELC,2022,0.1328
KENYA,TS09,COMELC,2023,0.1368
KENYA,TS09,COMELC,2024,0.1415
KENYA,TS09,COMELC,2025,0.1466
KENYA,TS09,COMELC,2026,0.152
KENYA,TS09,COMELC,2027,0.1608
KENYA,TS09,COMELC,2028,0.1701
KENYA,TS09,COMELC,2029,0.1807
KENYA,TS09,COMELC,2030,0.1921
KENYA,TS09,COMELC,2031,0.2029
KENYA,TS09,COMELC,2032,0.2147
KENYA,TS09,COMELC,2033,0.2268
KENYA,TS09,COMELC,2034,0.2397
KENYA,TS09,COMELC,2035,0.2532
KENYA,TS09,COMELC,2036,0.267
KENYA,TS09,COMELC,2037,0.2825
KENYA,TS09,COMELC,2038,0.2986
KENYA,TS09,COMELC,2039,0.3157
KENYA,TS09,COMELC,2040,0.3339
KENYA,TS09,COMELC,2041,0.353
KENYA,TS09,COMELC,2042,0.3729
KENYA,TS09,COMELC,2043,0.3941
KENYA,TS09,COMELC,2044,0.4165
KENYA,TS09,COMELC,2045,0.4402
KENYA,TS09,COMELC,2046,0.4652
KENYA,TS09,COMELC,2047,0.4917
KENYA,TS09,COMELC,2048,0.5197
KENYA,TS09,COMELC,2049,0.5492
KENYA,TS09,COMELC,2050,0.5804
KENYA,TS09,INDELC,2019,0.4162
KENYA,TS09,INDELC,2020,0.4234
KENYA,TS09,INDELC,2021,0.4427
KENYA,TS09,INDELC,2022,0.4575
KENYA,TS09,INDELC,2023,0.4714
KENYA,TS09,INDELC,2024,0.4876
KENYA,TS09,INDELC,2025,0.5052
KENYA,TS09,INDELC,2026,0.5237
KENYA,TS09,INDELC,2027,0.5539
KENYA,TS09,INDELC,2028,0.586
KENYA,TS09,INDELC,2029,0.6226
KENYA,TS09,INDELC,2030,0.6619
KENYA,TS09,INDELC,2031,0.6989
KENYA,TS09,INDELC,2032,0.7398
KENYA,TS09,INDELC,2033,0.7813
KENYA,TS09,INDELC,2034,0.8257
KENYA,TS09,INDELC,2035,0.8723
KENYA,TS09,INDELC,2036,0.9198
KENYA,TS09,INDELC,2037,0.9731
KENYA,TS09,INDELC,2038,1.0287
KENYA,TS09,INDELC,2039,1.0877
KENYA,TS09,INDELC,2040,1.1502
KENYA,TS09,INDELC,2041,1.2162
KENYA,TS09,INDELC,2042,1.2847
KENYA,TS09,INDELC,2043,1.3578
KENYA,TS09,INDELC,2044,1.435
KENYA,TS09,INDELC,2045,1.5166
KENYA,TS09,INDELC,2046,1.6028
KENYA,TS09,INDELC,2047,1.6939
KENYA,TS09,INDELC,2048,1.7902
KENYA,TS09,INDELC,2049,1.892
KENYA,TS09,INDELC,2050,1.9996
KENYA,TS09,RESELC,2019,0.2662
KENYA,TS09,RESELC,2020,0.2708
KENYA,TS09,RESELC,2021,0.2831
KENYA,TS09,RESELC,2022,0.2926
KENYA,TS09,RESELC,2023,0.3015
KENYA,TS09,RESELC,2024,0.3118
KENYA,TS09,RESELC,2025,0.3231
KENYA,TS09,RESELC,2026,0.3349
KENYA,TS09,RESELC,2027,0.3543
KENYA,TS09,RESELC,2028,0.3748
KENYA,TS09,RESELC,2029,0.3982
KENYA,TS09,RESELC,2030,0.4233
KENYA,TS09,RESELC,2031,0.447
KENYA,TS09,RESELC,2032,0.4731
KENYA,TS09,RESELC,2033,0.4997
KENYA,TS09,RESELC,2034,0.5281
KENYA,TS09,RESELC,2035,0.5579
KENYA,TS09,RESELC,2036,0.5882
KENYA,TS09,RESELC,2037,0.6223
KENYA,TS09,RESELC,2038,0.6579
KENYA,TS09,RESELC,2039,0.6956
KENYA,TS09,RESELC,2040,0.7356
KENYA,TS09,RESELC,2041,0.7778
KENYA,TS09,RESELC,2042,0.8217
KENYA,TS09,RESELC,2043,0.8684
KENYA,TS09,RESELC,2044,0.9177
KENYA,TS09,RESELC,2045,0.9699
KENYA,TS09,RESELC,2046,1.0251
KENYA,TS09,RESELC,2047,1.0834
KENYA,TS09,RESELC,2048,1.145
KENYA,TS09,RESELC,2049,1.2101
KENYA,TS09,RESELC,2050,1.2789
KENYA,TS10,COMELC,2019,0.0914
KENYA,TS10,COMELC,2020,0.093
KENYA,TS10,COMELC,2021,0.0972
KENYA,TS10,COMELC,2022,0.1005
KENYA,TS10,COMELC,2023,0.1035
KENYA,TS10,COMELC,2024,0.1071
KENYA,TS10,COMELC,2025,0.1109
KENYA,TS10,COMELC,2026,0.115
KENYA,TS10,COMELC,2027,0.1216
KENYA,TS10,COMELC,2028,0.1287
KENYA,TS10,COMELC,2029,0.1367
KENYA,TS10,COMELC,2030,0.1454
KENYA,TS10,COMELC,2031,0.1535
KENYA,TS10,COMELC,2032,0.1624
KENYA,TS10,COMELC,2033,0.1716
KENYA,TS10,COMELC,2034,0.1813
KENYA,TS10,COMELC,2035,0.1915
KENYA,TS10,COMELC,2036,0.202
KENYA,TS10,COMELC,2037,0.2137
KENYA,TS10,COMELC,2038,0.2259
KENYA,TS10,COMELC,2039,0.2388
KENYA,TS10,COMELC,2040,0.2526
KENYA,TS10,COMELC,2041,0.2671
KENYA,TS10,COMELC,2042,0.2821
KENYA,TS10,COMELC,2043,0.2981
KENYA,TS10,COMELC,2044,0.3151
KENYA,TS10,COMELC,2045,0.333
KENYA,TS10,COMELC,2046,0.3519
KENYA,TS10,COMELC,2047,0.372
KENYA,TS10,COMELC,2048,0.3931
KENYA,TS10,COMELC,2049,0.4155
KENYA,TS10,COMELC,2050,0.4391
KENYA,TS10,INDELC,2019,0.3148
KENYA,TS10,INDELC,2020,0.3203
KENYA,TS10,INDELC,2021,0.3349
KENYA,TS10,INDELC,2022,0.3461
KENYA,TS10,INDELC,2023,0.3566
KENYA,TS10,INDELC,2024,0.3689
KENYA,TS10,INDELC,2025,0.3822
KENYA,TS10,INDELC,2026,0.3962
KENYA,TS10,INDELC,2027,0.419
KENYA,TS10,INDELC,2028,0.4433
KENYA,TS10,INDELC,2029,0.471
KENYA,TS10,INDELC,2030,0.5007
KENYA,TS10,INDELC,2031,0.5287
KENYA,TS10,INDELC,2032,0.5596
KENYA,TS10,INDELC,2033,0.5911
KENYA,TS10,INDELC,2034,0.6246
KENYA,TS10,INDELC,2035,0.6599
KENYA,TS10,INDELC,2036,0.6958
KENYA,TS10,INDELC,2037,0.7361
KENYA,TS10,INDELC,2038,0.7782
KENYA,TS10,INDELC,2039,0.8228
KENYA,TS10,INDELC,2040,0.8701
KENYA,TS10,INDELC,2041,0.92
KENYA,TS10,INDELC,2042,0.9719
KENYA,TS10,INDELC,2043,1.0271
KENYA,TS10,INDELC,2044,1.0855
KENYA,TS10,INDELC,2045,1.1472
KENYA,TS10,INDELC,2046,1.2125
KENYA,TS10,INDELC,2047,1.2814
KENYA,TS10,INDELC,2048,1.3543
KENYA,TS10,INDELC,2049,1.4313
KENYA,TS10,INDELC,2050,1.5127
KENYA,TS10,RESELC,2019,0.2013
KENYA,TS10,RESELC,2020,0.2049
KENYA,TS10,RESELC,2021,0.2142
KENYA,TS10,RESELC,2022,0.2213
KENYA,TS10,RESELC,2023,0.2281
KENYA,TS10,RESELC,2024,0.2359
KENYA,TS10,RESELC,2025,0.2444
KENYA,TS10,RESELC,2026,0.2534
KENYA,TS10,RESELC,2027,0.268
KENYA,TS10,RESELC,2028,0.2835
KENYA,TS10,RESELC,2029,0.3012
KENYA,TS10,RESELC,2030,0.3203
KENYA,TS10,RESELC,2031,0.3381
KENYA,TS10,RESELC,2032,0.3579
KENYA,TS10,RESELC,2033,0.378
KENYA,TS10,RESELC,2034,0.3995
KENYA,TS10,RESELC,2035,0.422
KENYA,TS10,RESELC,2036,0.445
KENYA,TS10,RESELC,2037,0.4708
KENYA,TS10,RESELC,2038,0.4977
KENYA,TS10,RESELC,2039,0.5262
KENYA,TS10,RESELC,2040,0.5565
KENYA,TS10,RESELC,2041,0.5884
KENYA,TS10,RESELC,2042,0.6216
KENYA,TS10,RESELC,2043,0.6569
KENYA,TS10,RESELC,2044,0.6943
KENYA,TS10,RESELC,2045,0.7337
KENYA,TS10,RESELC,2046,0.7754
KENYA,TS10,RESELC,2047,0.8195
KENYA,TS10,RESELC,2048,0.8661
KENYA,TS10,RESELC,2049,0.9154
KENYA,TS10,RESELC,2050,0.9674
KENYA,TS11,COMELC,2019,0.0426
KENYA,TS11,COMELC,2020,0.0433
KENYA,TS11,COMELC,2021,0.0453
KENYA,TS11,COMELC,2022,0.0468
KENYA,TS11,COMELC,2023,0.0482
KENYA,TS11,COMELC,2024,0.0499
KENYA,TS11,COMELC,2025,0.0517
KENYA,TS11,COMELC,2026,0.0536
KENYA,TS11,COMELC,2027,0.0567
KENYA,TS11,COMELC,2028,0.0599
KENYA,TS11,COMELC,2029,0.0637
KENYA,TS11,COMELC,2030,0.0677
KENYA,TS11,COMELC,2031,0.0715
KENYA,TS11,COMELC,2032,0.0757
KENYA,TS11,COMELC,2033,0.0799
KENYA,TS11,COMELC,2034,0.0844
KENYA,TS11,COMELC,2035,0.0892
KENYA,TS11,COMELC,2036,0.0941
KENYA,TS11,COMELC,2037,0.0995
KENYA,TS11,COMELC,2038,0.1052
KENYA,TS11,COMELC,2039,0.1112
KENYA,TS11,COMELC,2040,0.1176
KENYA,TS11,COMELC,2041,0.1244
KENYA,TS11,COMELC,2042,0.1314
KENYA,TS11,COMELC,2043,0.1389
KENYA,TS11,COMELC,2044,0.1468
KENYA,TS11,COMELC,2045,0.1551
KENYA,TS11,COMELC,2046,0.1639
KENYA,TS11,COMELC,2047,0.1732
KENYA,TS11,COMELC,2048,0.1831
KENYA,TS11,COMELC,2049,0.1935
KENYA,TS11,COMELC,2050,0.2045
KENYA,TS11,INDELC,2019,0.1466
KENYA,TS11,INDELC,2020,0.1492
KENYA,TS11,INDELC,2021,0.156
KENYA,TS11,INDELC,2022,0.1612
KENYA,TS11,INDELC,2023,0.1661
KENYA,TS11,INDELC,2024,0.1718
KENYA,TS11,INDELC,2025,0.178
KENYA,TS11,INDELC,2026,0.1845
KENYA,TS11,INDELC,2027,0.1952
KENYA,TS11,INDELC,2028,0.2065
KENYA,TS11,INDELC,2029,0.2194
KENYA,TS11,INDELC,2030,0.2332
KENYA,TS11,INDELC,2031,0.2462
KENYA,TS11,INDELC,2032,0.2606
KENYA,TS11,INDELC,2033,0.2753
KENYA,TS11,INDELC,2034,0.2909
KENYA,TS11,INDELC,2035,0.3073
KENYA,TS11,INDELC,2036,0.3241
KENYA,TS11,INDELC,2037,0.3428
KENYA,TS11,INDELC,2038,0.3624
KENYA,TS11,INDELC,2039,0.3832
KENYA,TS11,INDELC,2040,0.4053
KENYA,TS11,INDELC,2041,0.4285
KENYA,TS11,INDELC,2042,0.4527
KENYA,TS11,INDELC,2043,0.4784
KENYA,TS11,INDELC,2044,0.5056
KENYA,TS11,INDELC,2045,0.5343
KENYA,TS11,INDELC,2046,0.5647
KENYA,TS11,INDELC,2047,0.5968
KENYA,TS11,INDELC,2048,0.6308
KENYA,TS11,INDELC,2049,0.6666
KENYA,TS11,INDELC,2050,0.7045
KENYA,TS11,RESELC,2019,0.0938
KENYA,TS11,RESELC,2020,0.0954
KENYA,TS11,RESELC,2021,0.0997
KENYA,TS11,RESELC,2022,0.1031
KENYA,TS11,RESELC,2023,0.1062
KENYA,TS11,RESELC,2024,0.1099
KENYA,TS11,RESELC,2025,0.1138
KENYA,TS11,RESELC,2026,0.118
KENYA,TS11,RESELC,2027,0.1248
KENYA,TS11,RESELC,2028,0.132
KENYA,TS11,RESELC,2029,0.1403
KENYA,TS11,RESELC,2030,0.1492
KENYA,TS11,RESELC,2031,0.1575
KENYA,TS11,RESELC,2032,0.1667
KENYA,TS11,RESELC,2033,0.1761
KENYA,TS11,RESELC,2034,0.1861
KENYA,TS11,RESELC,2035,0.1966
KENYA,TS11,RESELC,2036,0.2073
KENYA,TS11,RESELC,2037,0.2193
KENYA,TS11,RESELC,2038,0.2318
KENYA,TS11,RESELC,2039,0.2451
KENYA,TS11,RESELC,2040,0.2592
KENYA,TS11,RESELC,2041,0.274
KENYA,TS11,RESELC,2042,0.2895
KENYA,TS11,RESELC,2043,0.306
KENYA,TS11,RESELC,2044,0.3234
KENYA,TS11,RESELC,2045,0.3417
KENYA,TS11,RESELC,2046,0.3612
KENYA,TS11,RESELC,2047,0.3817
KENYA,TS11,RESELC,2048,0.4034
KENYA,TS11,RESELC,2049,0.4263
KENYA,TS11,RESELC,2050,0.4506
KENYA,TS12,COMELC,2019,0.0476
KENYA,TS12,COMELC,2020,0.0484
KENYA,TS12,COMELC,2021,0.0506
KENYA,TS12,COMELC,2022,0.0523
KENYA,TS12,COMELC,2023,0.0539
KENYA,TS12,COMELC,2024,0.0557
KENYA,TS12,COMELC,2025,0.0577
KENYA,TS12,COMELC,2026,0.0599
KENYA,TS12,COMELC,2027,0.0633
KENYA,TS12,COMELC,2028,0.067
KENYA,TS12,COMELC,2029,0.0712
KENYA,TS12,COMELC,2030,0.0757
KENYA,TS12,COMELC,2031,0.0799
KENYA,TS12,COMELC,2032,0.0846
KENYA,TS12,COMELC,2033,0.0893
KENYA,TS12,COMELC,2034,0.0944
KENYA,TS12,COMELC,2035,0.0997
KENYA,TS12,COMELC,2036,0.1051
KENYA,TS12,COMELC,2037,0.1112
KENYA,TS12,COMELC,2038,0.1176
KENYA,TS12,COMELC,2039,0.1243
KENYA,TS12,COMELC,2040,0.1315
KENYA,TS12,COMELC,2041,0.139
KENYA,TS12,COMELC,2042,0.1468
KENYA,TS12,COMELC,2043,0.1552
KENYA,TS12,COMELC,2044,0.164
KENYA,TS12,COMELC,2045,0.1733
KENYA,TS12,COMELC,2046,0.1832
KENYA,TS12,COMELC,2047,0.1936
KENYA,TS12,COMELC,2048,0.2046
KENYA,TS12,COMELC,2049,0.2163
KENYA,TS12,COMELC,2050,0.2286
KENYA,TS12,INDELC,2019,0.1639
KENYA,TS12,INDELC,2020,0.1667
KENYA,TS12,INDELC,2021,0.1743
KENYA,TS12,INDELC,2022,0.1801
KENYA,TS12,INDELC,2023,0.1856
KENYA,TS12,INDELC,2024,0.192
KENYA,TS12,INDELC,2025,0.1989
KENYA,TS12,INDELC,2026,0.2062
KENYA,TS12,INDELC,2027,0.2181
KENYA,TS12,INDELC,2028,0.2308
KENYA,TS12,INDELC,2029,0.2452
KENYA,TS12,INDELC,2030,0.2607
KENYA,TS12,INDELC,2031,0.2752
KENYA,TS12,INDELC,2032,0.2913
KENYA,TS12,INDELC,2033,0.3077
KENYA,TS12,INDELC,2034,0.3251
KENYA,TS12,INDELC,2035,0.3435
KENYA,TS12,INDELC,2036,0.3622
KENYA,TS12,INDELC,2037,0.3832
KENYA,TS12,INDELC,2038,0.4051
KENYA,TS12,INDELC,2039,0.4283
KENYA,TS12,INDELC,2040,0.4529
KENYA,TS12,INDELC,2041,0.4789
KENYA,TS12,INDELC,2042,0.5059
KENYA,TS12,INDELC,2043,0.5347
KENYA,TS12,INDELC,2044,0.5651
KENYA,TS12,INDELC,2045,0.5972
KENYA,TS12,INDELC,2046,0.6312
KENYA,TS12,INDELC,2047,0.667
KENYA,TS12,INDELC,2048,0.705
KENYA,TS12,INDELC,2049,0.745
KENYA,TS12,INDELC,2050,0.7874
KENYA,TS12,RESELC,2019,0.1048
KENYA,TS12,RESELC,2020,0.1066
KENYA,TS12,RESELC,2021,0.1115
KENYA,TS12,RESELC,2022,0.1152
KENYA,TS12,RESELC,2023,0.1187
KENYA,TS12,RESELC,2024,0.1228
KENYA,TS12,RESELC,2025,0.1272
KENYA,TS12,RESELC,2026,0.1319
KENYA,TS12,RESELC,2027,0.1395
KENYA,TS12,RESELC,2028,0.1476
KENYA,TS12,RESELC,2029,0.1568
KENYA,TS12,RESELC,2030,0.1667
KENYA,TS12,RESELC,2031,0.176
KENYA,TS12,RESELC,2032,0.1863
KENYA,TS12,RESELC,2033,0.1968
KENYA,TS12,RESELC,2034,0.2079
KENYA,TS12,RESELC,2035,0.2197
KENYA,TS12,RESELC,2036,0.2316
KENYA,TS12,RESELC,2037,0.2451
KENYA,TS12,RESELC,2038,0.2591
KENYA,TS12,RESELC,2039,0.2739
KENYA,TS12,RESELC,2040,0.2897
KENYA,TS12,RESELC,2041,0.3063
KENYA,TS12,RESELC,2042,0.3236
KENYA,TS12,RESELC,2043,0.3419
KENYA,TS12,RESELC,2044,0.3614
KENYA,TS12,RESELC,2045,0.3819
KENYA,TS12,RESELC,2046,0.4037
KENYA,TS12,RESELC,2047,0.4266
KENYA,TS12,RESELC,2048,0.4509
KENYA,TS12,RESELC,2049,0.4765
KENYA,TS12,RESELC,2050,0.5036
KENYA,TS13,COMELC,2019,0.1515
KENYA,TS13,COMELC,2020,0.1541
KENYA,TS13,COMELC,2021,0.1611
KENYA,TS13,COMELC,2022,0.1665
KENYA,TS13,COMELC,2023,0.1716
KENYA,TS13,COMELC,2024,0.1775
KENYA,TS13,COMELC,2025,0.1839
KENYA,TS13,COMELC,2026,0.1906
KENYA,TS13,COMELC,2027,0.2016
KENYA,TS13,COMELC,2028,0.2133
KENYA,TS13,COMELC,2029,0.2266
KENYA,TS13,COMELC,2030,0.2409
KENYA,TS13,COMELC,2031,0.2544
KENYA,TS13,COMELC,2032,0.2693
KENYA,TS13,COMELC,2033,0.2844
KENYA,TS13,COMELC,2034,0.3005
KENYA,TS13,COMELC,2035,0.3175
KENYA,TS13,COMELC,2036,0.3348
KENYA,TS13,COMELC,2037,0.3542
KENYA,TS13,COMELC,2038,0.3744
KENYA,TS13,COMELC,2039,0.3959
KENYA,TS13,COMELC,2040,0.4186
KENYA,TS13,COMELC,2041,0.4426
KENYA,TS13,COMELC,2042,0.4676
KENYA,TS13,COMELC,2043,0.4942
KENYA,TS13,COMELC,2044,0.5223
KENYA,TS13,COMELC,2045,0.552
KENYA,TS13,COMELC,2046,0.5834
KENYA,TS13,COMELC,2047,0.6165
KENYA,TS13,COMELC,2048,0.6516
KENYA,TS13,COMELC,2049,0.6886
KENYA,TS13,COMELC,2050,0.7278
KENYA,TS13,INDELC,2019,0.5218
KENYA,TS13,INDELC,2020,0.531
KENYA,TS13,INDELC,2021,0.5551
KENYA,TS13,INDELC,2022,0.5736
KENYA,TS13,INDELC,2023,0.5911
KENYA,TS13,INDELC,2024,0.6114
KENYA,TS13,INDELC,2025,0.6335
KENYA,TS13,INDELC,2026,0.6567
KENYA,TS13,INDELC,2027,0.6946
KENYA,TS13,INDELC,2028,0.7348
KENYA,TS13,INDELC,2029,0.7807
KENYA,TS13,INDELC,2030,0.83
KENYA,TS13,INDELC,2031,0.8763
KENYA,TS13,INDELC,2032,0.9276
KENYA,TS13,INDELC,2033,0.9797
KENYA,TS13,INDELC,2034,1.0353
KENYA,TS13,INDELC,2035,1.0938
KENYA,TS13,INDELC,2036,1.1533
KENYA,TS13,INDELC,2037,1.2201
KENYA,TS13,INDELC,2038,1.2899
KENYA,TS13,INDELC,2039,1.3638
KENYA,TS13,INDELC,2040,1.4422
KENYA,TS13,INDELC,2041,1.525
KENYA,TS13,INDELC,2042,1.6109
KENYA,TS13,INDELC,2043,1.7025
KENYA,TS13,INDELC,2044,1.7993
KENYA,TS13,INDELC,2045,1.9016
KENYA,TS13,INDELC,2046,2.0097
KENYA,TS13,INDELC,2047,2.124
KENYA,TS13,INDELC,2048,2.2448
KENYA,TS13,INDELC,2049,2.3724
KENYA,TS13,INDELC,2050,2.5073
KENYA,TS13,RESELC,2019,0.3337
KENYA,TS13,RESELC,2020,0.3396
KENYA,TS13,RESELC,2021,0.355
KENYA,TS13,RESELC,2022,0.3669
KENYA,TS13,RESELC,2023,0.3781
KENYA,TS13,RESELC,2024,0.391
KENYA,TS13,RESELC,2025,0.4051
KENYA,TS13,RESELC,2026,0.42
KENYA,TS13,RESELC,2027,0.4442
KENYA,TS13,RESELC,2028,0.4699
KENYA,TS13,RESELC,2029,0.4993
KENYA,TS13,RESELC,2030,0.5308
KENYA,TS13,RESELC,2031,0.5604
KENYA,TS13,RESELC,2032,0.5932
KENYA,TS13,RESELC,2033,0.6266
KENYA,TS13,RESELC,2034,0.6621
KENYA,TS13,RESELC,2035,0.6995
KENYA,TS13,RESELC,2036,0.7376
KENYA,TS13,RESELC,2037,0.7803
KENYA,TS13,RESELC,2038,0.8249
KENYA,TS13,RESELC,2039,0.8722
KENYA,TS13,RESELC,2040,0.9224
KENYA,TS13,RESELC,2041,0.9753
KENYA,TS13,RESELC,2042,1.0303
KENYA,TS13,RESELC,2043,1.0888
KENYA,TS13,RESELC,2044,1.1507
KENYA,TS13,RESELC,2045,1.2162
KENYA,TS13,RESELC,2046,1.2853
KENYA,TS13,RESELC,2047,1.3584
KENYA,TS13,RESELC,2048,1.4356
KENYA,TS13,RESELC,2049,1.5173
KENYA,TS13,RESELC,2050,1.6035
KENYA,TS14,COMELC,2019,0.0989
KENYA,TS14,COMELC,2020,0.1006
KENYA,TS14,COMELC,2021,0.1052
KENYA,TS14,COMELC,2022,0.1087
KENYA,TS14,COMELC,2023,0.112
KENYA,TS14,COMELC,2024,0.1159
KENYA,TS14,COMELC,2025,0.1201
KENYA,TS14,COMELC,2026,0.1245
KENYA,TS14,COMELC,2027,0.1316
KENYA,TS14,COMELC,2028,0.1393
KENYA,TS14,COMELC,2029,0.148
KENYA,TS14,COMELC,2030,0.1573
KENYA,TS14,COMELC,2031,0.1661
KENYA,TS14,COMELC,2032,0.1758
KENYA,TS14,COMELC,2033,0.1857
KENYA,TS14,COMELC,2034,0.1962
KENYA,TS14,COMELC,2035,0.2073
KENYA,TS14,COMELC,2036,0.2186
KENYA,TS14,COMELC,2037,0.2312
KENYA,TS14,COMELC,2038,0.2444
KENYA,TS14,COMELC,2039,0.2585
KENYA,TS14,COMELC,2040,0.2733
KENYA,TS14,COMELC,2041,0.289
KENYA,TS14,COMELC,2042,0.3053
KENYA,TS14,COMELC,2043,0.3227
