r,s,ls,ld,y,StorageLevelDayTypeStart
KENYA,BESS001,1,1,2020,0.0245
KENYA,BESS001,1,1,2021,0.0245
KENYA,BESS001,1,1,2022,0.1449
KENYA,BESS001,1,1,2023,0.1449
KENYA,BESS001,1,1,2024,0.314
KENYA,BESS001,1,1,2025,0.4955
KENYA,BESS001,1,1,2026,0.4955
KENYA,BESS001,1,1,2027,0.4955
KENYA,BESS001,1,1,2028,0.5591
KENYA,BESS001,1,1,2029,0.587
KENYA,BESS001,1,1,2030,0.5625
KENYA,BESS001,1,1,2031,0.5625
KENYA,BESS001,1,1,2032,0.5617
KENYA,BESS001,1,1,2033,0.6019
KENYA,BESS001,1,1,2034,0.4327
KENYA,BESS001,1,1,2035,0.2513
KENYA,BESS001,1,1,2036,0.2513
KENYA,BESS001,1,1,2037,0.2977
KENYA,BESS001,1,1,2038,0.2341
KENYA,BESS001,1,1,2039,0.3289
KENYA,BESS001,1,1,2040,0.4921
KENYA,BESS001,1,1,2041,0.6076
KENYA,BESS001,1,1,2042,0.4881
KENYA,BESS001,1,1,2043,0.4479
KENYA,BESS001,1,1,2044,0.4479
KENYA,BESS001,1,1,2045,1.2634
KENYA,BESS001,1,1,2046,1.4511
KENYA,BESS001,1,1,2047,1.8186
KENYA,BESS001,1,1,2048,2.0058
KENYA,BESS001,1,1,2049,1.8832
KENYA,BESS001,1,1,2050,2.3764
KENYA,BESS001,1,2,2020,0.0245
KENYA,BESS001,1,2,2021,0.0245
KENYA,BESS001,1,2,2022,0.1449
KENYA,BESS001,1,2,2023,0.1449
KENYA,BESS001,1,2,2024,0.314
KENYA,BESS001,1,2,2025,0.4955
KENYA,BESS001,1,2,2026,0.4955
KENYA,BESS001,1,2,2027,0.4955
KENYA,BESS001,1,2,2028,0.5591
KENYA,BESS001,1,2,2029,0.587
KENYA,BESS001,1,2,2030,0.5625
KENYA,BESS001,1,2,2031,0.5625
KENYA,BESS001,1,2,2032,0.5617
KENYA,BESS001,1,2,2033,0.6019
KENYA,BESS001,1,2,2034,0.4327
KENYA,BESS001,1,2,2035,0.2513
KENYA,BESS001,1,2,2036,0.2513
KENYA,BESS001,1,2,2037,0.2977
KENYA,BESS001,1,2,2038,0.2341
KENYA,BESS001,1,2,2039,0.3289
KENYA,BESS001,1,2,2040,0.4921
KENYA,BESS001,1,2,2041,0.6076
KENYA,BESS001,1,2,2042,0.4881
KENYA,BESS001,1,2,2043,0.4479
KENYA,BESS001,1,2,2044,0.4479
KENYA,BESS001,1,2,2045,1.2634
KENYA,BESS001,1,2,2046,1.4511
KENYA,BESS001,1,2,2047,1.8186
KENYA,BESS001,1,2,2048,2.0058
KENYA,BESS001,1,2,2049,1.8832
KENYA,BESS001,1,2,2050,2.3764
KENYA,BESS001,2,1,2020,0.0245
KENYA,BESS001,2,1,2021,0.0245
KENYA,BESS001,2,1,2022,0.1449
KENYA,BESS001,2,1,2023,0.1449
KENYA,BESS001,2,1,2024,0.3254
KENYA,BESS001,2,1,2025,0.5711
KENYA,BESS001,2,1,2026,0.5779
KENYA,BESS001,2,1,2027,0.6037
KENYA,BESS001,2,1,2028,0.6675
KENYA,BESS001,2,1,2029,0.731
KENYA,BESS001,2,1,2030,0.6714
KENYA,BESS001,2,1,2031,0.6674
KENYA,BESS001,2,1,2032,0.716
KENYA,BESS001,2,1,2033,0.7703
KENYA,BESS001,2,1,2034,0.5215
KENYA,BESS001,2,1,2035,0.2513
KENYA,BESS001,2,1,2036,0.2513
KENYA,BESS001,2,1,2037,0.3522
KENYA,BESS001,2,1,2038,0.2839
KENYA,BESS001,2,1,2039,0.3947
KENYA,BESS001,2,1,2040,0.6364
KENYA,BESS001,2,1,2041,0.7567
KENYA,BESS001,2,1,2042,0.6321
KENYA,BESS001,2,1,2043,0.5564
KENYA,BESS001,2,1,2044,0.5619
KENYA,BESS001,2,1,2045,1.5786
KENYA,BESS001,2,1,2046,1.7908
KENYA,BESS001,2,1,2047,2.2445
KENYA,BESS001,2,1,2048,2.4329
KENYA,BESS001,2,1,2049,2.3337
KENYA,BESS001,2,1,2050,2.8728
KENYA,BESS001,2,2,2020,0.0245
KENYA,BESS001,2,2,2021,0.0245
KENYA,BESS001,2,2,2022,0.1449
KENYA,BESS001,2,2,2023,0.1449
KENYA,BESS001,2,2,2024,0.3254
KENYA,BESS001,2,2,2025,0.5711
KENYA,BESS001,2,2,2026,0.5779
KENYA,BESS001,2,2,2027,0.6037
KENYA,BESS001,2,2,2028,0.6675
KENYA,BESS001,2,2,2029,0.731
KENYA,BESS001,2,2,2030,0.6714
KENYA,BESS001,2,2,2031,0.6674
KENYA,BESS001,2,2,2032,0.716
KENYA,BESS001,2,2,2033,0.7703
KENYA,BESS001,2,2,2034,0.5215
KENYA,BESS001,2,2,2035,0.2513
KENYA,BESS001,2,2,2036,0.2513
KENYA,BESS001,2,2,2037,0.3522
KENYA,BESS001,2,2,2038,0.2839
KENYA,BESS001,2,2,2039,0.3947
KENYA,BESS001,2,2,2040,0.6364
KENYA,BESS001,2,2,2041,0.7567
KENYA,BESS001,2,2,2042,0.6321
KENYA,BESS001,2,2,2043,0.5564
KENYA,BESS001,2,2,2044,0.5619
KENYA,BESS001,2,2,2045,1.5786
KENYA,BESS001,2,2,2046,1.7908
KENYA,BESS001,2,2,2047,2.2445
KENYA,BESS001,2,2,2048,2.4329
KENYA,BESS001,2,2,2049,2.3337
KENYA,BESS001,2,2,2050,2.8728
KENYA,BESS001,3,1,2020,0.0245
KENYA,BESS001,3,1,2021,0.0245
KENYA,BESS001,3,1,2022,0.1449
KENYA,BESS001,3,1,2023,0.1449
KENYA,BESS001,3,1,2024,0.3336
KENYA,BESS001,3,1,2025,0.6882
KENYA,BESS001,3,1,2026,0.6687
KENYA,BESS001,3,1,2027,0.7226
KENYA,BESS001,3,1,2028,0.784
KENYA,BESS001,3,1,2029,0.8413
KENYA,BESS001,3,1,2030,0.7726
KENYA,BESS001,3,1,2031,0.8539
KENYA,BESS001,3,1,2032,0.8405
KENYA,BESS001,3,1,2033,0.9
KENYA,BESS001,3,1,2034,0.6154
KENYA,BESS001,3,1,2035,0.2513
KENYA,BESS001,3,1,2036,0.2513
KENYA,BESS001,3,1,2037,0.4319
KENYA,BESS001,3,1,2038,0.3315
KENYA,BESS001,3,1,2039,0.4419
KENYA,BESS001,3,1,2040,0.766
KENYA,BESS001,3,1,2041,0.9172
KENYA,BESS001,3,1,2042,0.768
KENYA,BESS001,3,1,2043,0.6361
KENYA,BESS001,3,1,2044,0.6399
KENYA,BESS001,3,1,2045,1.9377
KENYA,BESS001,3,1,2046,2.1903
KENYA,BESS001,3,1,2047,2.7411
KENYA,BESS001,3,1,2048,2.9618
KENYA,BESS001,3,1,2049,2.9486
KENYA,BESS001,3,1,2050,3.6894
KENYA,BESS001,3,2,2020,0.0245
KENYA,BESS001,3,2,2021,0.0245
KENYA,BESS001,3,2,2022,0.1449
KENYA,BESS001,3,2,2023,0.1449
KENYA,BESS001,3,2,2024,0.3336
KENYA,BESS001,3,2,2025,0.6882
KENYA,BESS001,3,2,2026,0.6687
KENYA,BESS001,3,2,2027,0.7226
KENYA,BESS001,3,2,2028,0.784
KENYA,BESS001,3,2,2029,0.8413
KENYA,BESS001,3,2,2030,0.7726
KENYA,BESS001,3,2,2031,0.8539
KENYA,BESS001,3,2,2032,0.8405
KENYA,BESS001,3,2,2033,0.9
KENYA,BESS001,3,2,2034,0.6154
KENYA,BESS001,3,2,2035,0.2513
KENYA,BESS001,3,2,2036,0.2513
KENYA,BESS001,3,2,2037,0.4319
KENYA,BESS001,3,2,2038,0.3315
KENYA,BESS001,3,2,2039,0.4419
KENYA,BESS001,3,2,2040,0.766
KENYA,BESS001,3,2,2041,0.9172
KENYA,BESS001,3,2,2042,0.768
KENYA,BESS001,3,2,2043,0.6361
KENYA,BESS001,3,2,2044,0.6399
KENYA,BESS001,3,2,2045,1.9377
KENYA,BESS001,3,2,2046,2.1903
KENYA,BESS001,3,2,2047,2.7411
KENYA,BESS001,3,2,2048,2.9618
KENYA,BESS001,3,2,2049,2.9486
KENYA,BESS001,3,2,2050,3.6894
KENYA,BESS001,4,1,2020,0.0245
KENYA,BESS001,4,1,2021,0.0245
KENYA,BESS001,4,1,2022,0.1449
KENYA,BESS001,4,1,2023,0.1449
KENYA,BESS001,4,1,2024,0.3582
KENYA,BESS001,4,1,2025,0.9323
KENYA,BESS001,4,1,2026,0.9499
KENYA,BESS001,4,1,2027,0.9904
KENYA,BESS001,4,1,2028,1.0652
KENYA,BESS001,4,1,2029,1.173
KENYA,BESS001,4,1,2030,1.0593
KENYA,BESS001,4,1,2031,1.1239
KENYA,BESS001,4,1,2032,1.1228
KENYA,BESS001,4,1,2033,1.2031
KENYA,BESS001,4,1,2034,0.8643
KENYA,BESS001,4,1,2035,0.2513
KENYA,BESS001,4,1,2036,0.2513
KENYA,BESS001,4,1,2037,0.5945
KENYA,BESS001,4,1,2038,0.4676
KENYA,BESS001,4,1,2039,0.592
KENYA,BESS001,4,1,2040,0.9827
KENYA,BESS001,4,1,2041,1.2139
KENYA,BESS001,4,1,2042,0.9745
KENYA,BESS001,4,1,2043,0.8778
KENYA,BESS001,4,1,2044,0.8901
KENYA,BESS001,4,1,2045,2.523
KENYA,BESS001,4,1,2046,2.8976
KENYA,BESS001,4,1,2047,3.6313
KENYA,BESS001,4,1,2048,4.0057
KENYA,BESS001,4,1,2049,3.7625
KENYA,BESS001,4,1,2050,4.7476
KENYA,BESS001,4,2,2020,0.0245
KENYA,BESS001,4,2,2021,0.0245
KENYA,BESS001,4,2,2022,0.1449
KENYA,BESS001,4,2,2023,0.1449
KENYA,BESS001,4,2,2024,0.3582
KENYA,BESS001,4,2,2025,0.9323
KENYA,BESS001,4,2,2026,0.9499
KENYA,BESS001,4,2,2027,0.9904
KENYA,BESS001,4,2,2028,1.0652
KENYA,BESS001,4,2,2029,1.173
KENYA,BESS001,4,2,2030,1.0593
KENYA,BESS001,4,2,2031,1.1239
KENYA,BESS001,4,2,2032,1.1228
KENYA,BESS001,4,2,2033,1.2031
KENYA,BESS001,4,2,2034,0.8643
KENYA,BESS001,4,2,2035,0.2513
KENYA,BESS001,4,2,2036,0.2513
KENYA,BESS001,4,2,2037,0.5945
KENYA,BESS001,4,2,2038,0.4676
KENYA,BESS001,4,2,2039,0.592
KENYA,BESS001,4,2,2040,0.9827
KENYA,BESS001,4,2,2041,1.2139
KENYA,BESS001,4,2,2042,0.9745
KENYA,BESS001,4,2,2043,0.8778
KENYA,BESS001,4,2,2044,0.8901
KENYA,BESS001,4,2,2045,2.523
KENYA,BESS001,4,2,2046,2.8976
KENYA,BESS001,4,2,2047,3.6313
KENYA,BESS001,4,2,2048,4.0057
KENYA,BESS001,4,2,2049,3.7625
KENYA,BESS001,4,2,2050,4.7476
KENYA,PHS001,1,1,2034,0.0002
KENYA,PHS001,1,1,2035,0.001
KENYA,PHS001,1,1,2036,0.0014
KENYA,PHS001,1,1,2037,0.0015
KENYA,PHS001,1,1,2038,0.0015
KENYA,PHS001,1,1,2039,0.0015
KENYA,PHS001,1,1,2040,0.0016
KENYA,PHS001,1,1,2041,0.0016
KENYA,PHS001,1,1,2042,0.0016
KENYA,PHS001,1,1,2043,0.0016
KENYA,PHS001,1,1,2044,0.0016
KENYA,PHS001,1,1,2045,0.0016
KENYA,PHS001,1,1,2046,0.0016
KENYA,PHS001,1,1,2047,0.0016
KENYA,PHS001,1,1,2048,0.0016
KENYA,PHS001,1,1,2049,0.0016
KENYA,PHS001,1,1,2050,0.0016
KENYA,PHS001,1,2,2034,0.0002
KENYA,PHS001,1,2,2035,0.001
KENYA,PHS001,1,2,2036,0.0014
KENYA,PHS001,1,2,2037,0.0015
KENYA,PHS001,1,2,2038,0.0015
KENYA,PHS001,1,2,2039,0.0015
KENYA,PHS001,1,2,2040,0.0016
KENYA,PHS001,1,2,2041,0.0016
