y,Capital costs,Fixed costs,Variable costs,Fuel costs
2019,0.875624095470817,2.054186151079136,0.2415445143884892,0.9483109265082389
2020,0.957007555442828,2.01749668581529,0.25984865223155107,1.0633795365166239
2021,1.4679591559716152,2.030521196743842,0.2539613066920393,1.1607468022219365
2022,1.9537630341036782,2.10338792221085,0.12359263050153532,0.4351948825196823
2023,2.256844237952983,2.093219259848786,0.12535216872264227,0.43790809115425566
2024,2.4134879161301663,1.9886245066897683,0.15221676773510448,0.6563285491755609
2025,2.8139700755340256,2.0638027514407886,0.1271537460494516,0.4187599925636736
2026,3.6274762732636083,2.114537845378454,0.08467014670146704,0.07152043055975583
2027,4.29647472974955,2.0247097928918434,0.09330946901900623,0.14231457256040797
2028,4.895816904310041,2.083478961792681,0.09218281476704822,0.13503256492137278
2029,5.885965817491394,2.1669048523046546,0.09074796871440506,0.09946061602421398
2030,6.440821414964642,2.142327165806082,0.09430507745266783,0.16092160113294252
2031,6.998423016625093,2.1843464341666095,0.09457870717253593,0.17503439820175737
2032,7.35520494772446,2.1538796159051365,0.09876071405555198,0.22433460076045625
2033,7.6047128524932965,2.109514806656877,0.1069664708761625,0.31440690159708856
2034,8.186149307451814,2.163320960445424,0.10650214592274679,0.27902528709671964
2035,8.533271852386132,2.1220666153677032,0.1202044630097834,0.3506081125601367
2036,9.016735437094454,2.180638830897703,0.11266701461377869,0.27181816285096094
2037,9.282797786809763,2.1990324012427873,0.1113562164028209,0.25619401293211086
2038,9.702954428780417,2.164631166651124,0.1273468245826727,0.3536517765474867
2039,10.095326023093241,2.2228106534967806,0.12187362201252312,0.29271478965682146
2040,10.505892996783357,2.3196539503856575,0.11642359808213465,0.2527869918631394
2041,11.051162205180528,2.2718855723354756,0.11834982847679505,0.26319056818884895
2042,11.294569566235062,2.4733802448857696,0.11920076153501567,0.2960757055446076
2043,11.481100443406785,2.4514472429262777,0.12458052209544668,0.33586732135869485
2044,11.64741883306451,2.4587654609881664,0.12019622919034564,0.31146802502386634
2045,11.83363503589816,2.4033202581298236,0.12310926230545362,0.3612878021004682
2046,11.962248248017099,2.410129924559933,0.11722308705544249,0.33465008680072755
2047,12.147151218091173,2.412573241910806,0.1099563665212217,0.3087554825200165
2048,12.291702701609275,2.4518250073740377,0.10098704850776284,0.26568433754488685
2049,12.0983064965108,2.49843975230941,0.09213810780631407,0.24008060095577777
2050,12.189842584592114,2.5495630554888304,0.08117223156377613,0.1710978020865556
