r,s,ls,ld,lh,y,NetChargeWithinYear
KENYA,BESS001,1,1,1,2027,-0.0157
KENYA,BESS001,1,1,1,2029,-0.0579
KENYA,BESS001,1,1,1,2030,-0.1087
KENYA,BESS001,1,1,1,2031,0.0038
KENYA,BESS001,1,1,1,2032,-0.0616
KENYA,BESS001,1,1,1,2033,-0.0537
KENYA,BESS001,1,1,1,2041,-0.0394
KENYA,BESS001,1,1,1,2045,-0.0362
KENYA,BESS001,1,1,1,2047,-0.1205
KENYA,BESS001,1,1,1,2048,-0.0769
KENYA,BESS001,1,1,1,2050,-0.0318
KENYA,BESS001,1,1,2,2029,-0.0599
KENYA,BESS001,1,1,2,2031,0.0034
KENYA,BESS001,1,1,2,2032,-0.0599
KENYA,BESS001,1,1,2,2033,-0.0599
KENYA,BESS001,1,1,2,2034,-0.0289
KENYA,BESS001,1,1,2,2037,-0.0028
KENYA,BESS001,1,1,2,2038,-0.0078
KENYA,BESS001,1,1,2,2039,-0.0136
KENYA,BESS001,1,1,2,2040,-0.0416
KENYA,BESS001,1,1,2,2041,-0.045
KENYA,BESS001,1,1,2,2042,-0.045
KENYA,BESS001,1,1,2,2043,-0.0013
KENYA,BESS001,1,1,2,2044,-0.045
KENYA,BESS001,1,1,2,2045,-0.1481
KENYA,BESS001,1,1,2,2047,-0.2073
KENYA,BESS001,1,1,2,2048,-0.2073
KENYA,BESS001,1,1,2,2049,-0.0101
KENYA,BESS001,1,1,3,2024,-0.009
KENYA,BESS001,1,1,3,2025,-0.0532
KENYA,BESS001,1,1,3,2028,-0.0842
KENYA,BESS001,1,1,3,2031,0.0124
KENYA,BESS001,1,1,3,2033,-0.0077
KENYA,BESS001,1,1,3,2034,-0.0414
KENYA,BESS001,1,1,3,2038,-0.0287
KENYA,BESS001,1,1,3,2039,-0.0391
KENYA,BESS001,1,1,3,2040,-0.0429
KENYA,BESS001,1,1,3,2042,-0.0463
KENYA,BESS001,1,1,3,2043,-0.0899
KENYA,BESS001,1,1,3,2044,-0.0013
KENYA,BESS001,1,1,3,2046,-0.2729
KENYA,BESS001,1,1,3,2048,-0.0661
KENYA,BESS001,1,1,4,2024,0.006
KENYA,BESS001,1,1,4,2025,0.022
KENYA,BESS001,1,1,4,2026,0.0182
KENYA,BESS001,1,1,4,2027,0.039
KENYA,BESS001,1,1,4,2028,0.0447
KENYA,BESS001,1,1,4,2029,0.0763
KENYA,BESS001,1,1,4,2030,0.0674
KENYA,BESS001,1,1,4,2031,-0.0306
KENYA,BESS001,1,1,4,2032,0.08
KENYA,BESS001,1,1,4,2033,0.0798
KENYA,BESS001,1,1,4,2034,0.0325
KENYA,BESS001,1,1,4,2037,-0.0137
KENYA,BESS001,1,1,4,2038,0.0187
KENYA,BESS001,1,1,4,2039,0.0347
KENYA,BESS001,1,1,4,2040,0.0556
KENYA,BESS001,1,1,4,2041,0.0533
KENYA,BESS001,1,1,4,2042,0.0601
KENYA,BESS001,1,1,4,2043,0.0601
KENYA,BESS001,1,1,4,2044,0.0601
KENYA,BESS001,1,1,4,2045,0.198
KENYA,BESS001,1,1,4,2046,0.2267
KENYA,BESS001,1,1,4,2047,0.2771
KENYA,BESS001,1,1,4,2048,0.2771
KENYA,BESS001,1,1,4,2049,0.2771
KENYA,BESS001,1,1,4,2050,0.358
KENYA,BESS001,1,1,5,2024,0.003
KENYA,BESS001,1,1,5,2025,0.0305
KENYA,BESS001,1,1,5,2026,0.0233
KENYA,BESS001,1,1,5,2027,0.0356
KENYA,BESS001,1,1,5,2028,0.0385
KENYA,BESS001,1,1,5,2029,0.04
KENYA,BESS001,1,1,5,2030,0.04
KENYA,BESS001,1,1,5,2031,0.0061
KENYA,BESS001,1,1,5,2032,0.04
KENYA,BESS001,1,1,5,2033,0.04
KENYA,BESS001,1,1,5,2034,0.037
KENYA,BESS001,1,1,5,2037,0.0165
KENYA,BESS001,1,1,5,2038,0.0174
KENYA,BESS001,1,1,5,2039,0.0174
KENYA,BESS001,1,1,5,2040,0.0278
KENYA,BESS001,1,1,5,2041,0.03
KENYA,BESS001,1,1,5,2042,0.03
KENYA,BESS001,1,1,5,2043,0.03
KENYA,BESS001,1,1,5,2044,0.03
KENYA,BESS001,1,1,5,2045,0.0385
KENYA,BESS001,1,1,5,2046,0.0429
KENYA,BESS001,1,1,5,2047,0.0467
KENYA,BESS001,1,1,5,2048,0.069
KENYA,BESS001,1,1,5,2049,-0.0968
KENYA,BESS001,1,1,5,2050,-0.0619
KENYA,BESS001,1,1,6,2024,-0.0001
KENYA,BESS001,1,1,6,2026,-0.0421
KENYA,BESS001,1,1,6,2027,-0.0599
KENYA,BESS001,1,1,6,2031,0.0053
KENYA,BESS001,1,1,6,2044,-0.045
KENYA,BESS001,1,1,6,2045,-0.055
KENYA,BESS001,1,1,6,2049,-0.1724
KENYA,BESS001,1,1,6,2050,-0.2679
KENYA,BESS001,1,2,1,2025,0.0188
KENYA,BESS001,1,2,1,2026,0.0345
KENYA,BESS001,1,2,1,2028,0.0012
KENYA,BESS001,1,2,1,2029,0.0038
KENYA,BESS001,1,2,1,2031,0.0451
KENYA,BESS001,1,2,1,2032,0.0343
KENYA,BESS001,1,2,1,2033,0.0379
KENYA,BESS001,1,2,1,2034,0.0157
KENYA,BESS001,1,2,1,2037,0.0138
KENYA,BESS001,1,2,1,2040,0.022
KENYA,BESS001,1,2,1,2041,0.036
KENYA,BESS001,1,2,1,2042,0.036
KENYA,BESS001,1,2,1,2043,0.0166
KENYA,BESS001,1,2,1,2049,0.066
KENYA,BESS001,1,2,1,2050,0.0156
KENYA,BESS001,1,2,2,2024,-0.0012
KENYA,BESS001,1,2,2,2025,-0.0023
KENYA,BESS001,1,2,2,2028,0.024
KENYA,BESS001,1,2,2,2031,-0.0193
KENYA,BESS001,1,2,2,2037,-0.0104
KENYA,BESS001,1,2,2,2039,-0.007
KENYA,BESS001,1,2,2,2040,-0.0167
KENYA,BESS001,1,2,2,2041,-0.018
KENYA,BESS001,1,2,2,2042,-0.0026
KENYA,BESS001,1,2,2,2043,-0.006
KENYA,BESS001,1,2,2,2044,-0.0033
KENYA,BESS001,1,2,2,2045,-0.0293
KENYA,BESS001,1,2,2,2046,-0.0265
KENYA,BESS001,1,2,2,2047,-0.0173
KENYA,BESS001,1,2,2,2048,-0.0385
KENYA,BESS001,1,2,2,2049,-0.0688
KENYA,BESS001,1,2,2,2050,-0.0661
KENYA,BESS001,1,2,3,2025,-0.0046
KENYA,BESS001,1,2,3,2026,0.0029
KENYA,BESS001,1,2,3,2027,0.0096
KENYA,BESS001,1,2,3,2031,-0.0386
KENYA,BESS001,1,2,3,2033,0.0107
KENYA,BESS001,1,2,3,2034,0.0035
KENYA,BESS001,1,2,3,2037,-0.0208
KENYA,BESS001,1,2,3,2038,-0.007
KENYA,BESS001,1,2,3,2040,-0.0333
KENYA,BESS001,1,2,3,2041,-0.036
KENYA,BESS001,1,2,3,2042,-0.036
KENYA,BESS001,1,2,3,2044,-0.0088
KENYA,BESS001,1,2,3,2045,-0.0108
KENYA,BESS001,1,2,3,2046,-0.0006
KENYA,BESS001,1,2,3,2047,-0.039
KENYA,BESS001,1,2,3,2049,0.0246
KENYA,BESS001,1,2,3,2050,0.0534
KENYA,BESS001,1,2,4,2024,0.0024
KENYA,BESS001,1,2,4,2025,0.0037
KENYA,BESS001,1,2,4,2026,-0.0313
KENYA,BESS001,1,2,4,2027,-0.0171
KENYA,BESS001,1,2,4,2028,-0.02
KENYA,BESS001,1,2,4,2029,-0.012
