r,s,ls,ld,lh,y,RateOfNetStorageActivity
KENYA,BESS001,1,1,1,2028,0.4115
KENYA,BESS001,1,1,1,2029,0.5452
KENYA,BESS001,1,1,1,2033,-1.2168
KENYA,BESS001,1,1,1,2034,3.7854
KENYA,BESS001,1,1,1,2035,3.7761
KENYA,BESS001,1,1,1,2036,3.7761
KENYA,BESS001,1,1,1,2037,2.3065
KENYA,BESS001,1,1,1,2039,0.6694
KENYA,BESS001,1,1,1,2043,-4.9887
KENYA,BESS001,1,1,1,2044,-5.9034
KENYA,BESS001,1,1,1,2045,-7.1816
KENYA,BESS001,1,1,1,2046,-23.1979
KENYA,BESS001,1,1,1,2047,-54.8593
KENYA,BESS001,1,1,1,2048,-70.8762
KENYA,BESS001,1,1,1,2049,-70.8762
KENYA,BESS001,1,1,1,2050,-72.2983
KENYA,BESS001,1,1,2,2031,-2.783
KENYA,BESS001,1,1,2,2032,-3.2677
KENYA,BESS001,1,1,2,2038,-0.0777
KENYA,BESS001,1,1,2,2041,1.1104
KENYA,BESS001,1,1,2,2045,5.0437
KENYA,BESS001,1,1,2,2046,26.9678
KENYA,BESS001,1,1,2,2047,35.813
KENYA,BESS001,1,1,2,2048,43.6703
KENYA,BESS001,1,1,2,2049,46.8305
KENYA,BESS001,1,1,2,2050,72.2983
KENYA,BESS001,1,1,3,2037,5.1378
KENYA,BESS001,1,1,3,2038,-4.5206
KENYA,BESS001,1,1,3,2041,1.4875
KENYA,BESS001,1,1,3,2042,4.1739
KENYA,BESS001,1,1,3,2043,-1.8809
KENYA,BESS001,1,1,3,2045,6.7534
KENYA,BESS001,1,1,3,2046,23.2224
KENYA,BESS001,1,1,3,2047,54.8593
KENYA,BESS001,1,1,3,2048,70.8762
KENYA,BESS001,1,1,3,2049,70.8762
KENYA,BESS001,1,1,3,2050,72.2983
KENYA,BESS001,1,1,4,2028,-0.8965
KENYA,BESS001,1,1,4,2029,-1.1092
KENYA,BESS001,1,1,4,2030,0.9887
KENYA,BESS001,1,1,4,2031,0.7238
KENYA,BESS001,1,1,4,2032,0.9658
KENYA,BESS001,1,1,4,2033,1.7079
KENYA,BESS001,1,1,4,2034,-7.298
KENYA,BESS001,1,1,4,2035,-7.3364
KENYA,BESS001,1,1,4,2036,-7.3364
KENYA,BESS001,1,1,4,2037,-7.3364
KENYA,BESS001,1,1,4,2038,4.4797
KENYA,BESS001,1,1,4,2039,-0.8656
KENYA,BESS001,1,1,4,2041,-3.9687
KENYA,BESS001,1,1,4,2042,-4.1739
KENYA,BESS001,1,1,4,2043,8.7264
KENYA,BESS001,1,1,4,2044,7.3057
KENYA,BESS001,1,1,4,2045,2.9754
KENYA,BESS001,1,1,4,2046,4.183
KENYA,BESS001,1,1,4,2047,10.4222
KENYA,BESS001,1,1,4,2048,20.1087
KENYA,BESS001,1,1,4,2049,20.6743
KENYA,BESS001,1,1,4,2050,2.3497
KENYA,BESS001,1,1,5,2028,0.5764
KENYA,BESS001,1,1,5,2029,0.6066
KENYA,BESS001,1,1,5,2030,2.6895
KENYA,BESS001,1,1,5,2031,2.6663
KENYA,BESS001,1,1,5,2032,2.899
KENYA,BESS001,1,1,5,2033,3.5015
KENYA,BESS001,1,1,5,2034,-5.3219
KENYA,BESS001,1,1,5,2035,-7.3364
KENYA,BESS001,1,1,5,2036,-7.3364
KENYA,BESS001,1,1,5,2037,-7.3364
KENYA,BESS001,1,1,5,2038,4.5206
KENYA,BESS001,1,1,5,2039,-0.2478
KENYA,BESS001,1,1,5,2041,-3.9687
KENYA,BESS001,1,1,5,2042,-4.1739
KENYA,BESS001,1,1,5,2043,7.0004
KENYA,BESS001,1,1,5,2044,2.8419
KENYA,BESS001,1,1,5,2045,-5.1727
KENYA,BESS001,1,1,5,2046,3.1138
KENYA,BESS001,1,1,5,2047,7.311
KENYA,BESS001,1,1,5,2049,-8.5939
KENYA,BESS001,1,1,5,2050,-4.6995
KENYA,BESS001,1,1,6,2030,-3.157
KENYA,BESS001,1,1,6,2033,-2.2456
KENYA,BESS001,1,1,6,2034,5.9029
KENYA,BESS001,1,1,6,2035,7.3364
KENYA,BESS001,1,1,6,2036,7.3364
KENYA,BESS001,1,1,6,2041,3.9687
KENYA,BESS001,1,1,6,2042,0.1228
KENYA,BESS001,1,1,6,2043,-2.8028
KENYA,BESS001,1,1,6,2045,-4.7138
KENYA,BESS001,1,1,6,2046,-34.7826
KENYA,BESS001,1,1,6,2047,-54.8593
KENYA,BESS001,1,1,6,2048,-70.8762
KENYA,BESS001,1,1,6,2049,-68.9881
KENYA,BESS001,1,1,6,2050,-72.2983
KENYA,BESS001,1,2,1,2028,2.8158
KENYA,BESS001,1,2,1,2030,1.9084
KENYA,BESS001,1,2,1,2031,4.4884
KENYA,BESS001,1,2,1,2032,1.5383
KENYA,BESS001,1,2,1,2033,3.1143
KENYA,BESS001,1,2,1,2035,4.7609
KENYA,BESS001,1,2,1,2036,0.5866
KENYA,BESS001,1,2,1,2038,2.5605
KENYA,BESS001,1,2,1,2041,-1.3424
KENYA,BESS001,1,2,1,2042,-1.4117
KENYA,BESS001,1,2,1,2043,-9.7341
KENYA,BESS001,1,2,1,2044,-16.1006
KENYA,BESS001,1,2,1,2045,-23.1071
KENYA,BESS001,1,2,1,2046,-31.3188
KENYA,BESS001,1,2,1,2047,-44.4722
KENYA,BESS001,1,2,1,2048,-60.9792
KENYA,BESS001,1,2,1,2049,-64.9318
KENYA,BESS001,1,2,1,2050,-68.7665
KENYA,BESS001,1,2,2,2030,-1.2193
KENYA,BESS001,1,2,2,2031,-1.914
KENYA,BESS001,1,2,2,2034,-0.1795
KENYA,BESS001,1,2,2,2035,-3.7478
KENYA,BESS001,1,2,2,2037,-2.4529
KENYA,BESS001,1,2,2,2043,0.9991
KENYA,BESS001,1,2,2,2044,18.9193
KENYA,BESS001,1,2,2,2045,28.199
KENYA,BESS001,1,2,2,2046,34.7826
KENYA,BESS001,1,2,2,2047,54.8593
KENYA,BESS001,1,2,2,2048,70.8762
KENYA,BESS001,1,2,2,2049,70.8762
KENYA,BESS001,1,2,2,2050,72.2983
KENYA,BESS001,1,2,3,2028,0.0414
KENYA,BESS001,1,2,3,2029,1.808
KENYA,BESS001,1,2,3,2030,-0.474
KENYA,BESS001,1,2,3,2031,-0.9878
KENYA,BESS001,1,2,3,2035,-0.8721
KENYA,BESS001,1,2,3,2037,1.4205
KENYA,BESS001,1,2,3,2038,1.2564
KENYA,BESS001,1,2,3,2043,13.1672
KENYA,BESS001,1,2,3,2044,18.9193
KENYA,BESS001,1,2,3,2045,28.199
KENYA,BESS001,1,2,3,2046,34.7826
KENYA,BESS001,1,2,3,2047,54.8593
KENYA,BESS001,1,2,3,2048,70.8762
KENYA,BESS001,1,2,3,2049,70.8762
KENYA,BESS001,1,2,3,2050,72.2983
KENYA,BESS001,1,2,4,2028,-2.8158
KENYA,BESS001,1,2,4,2029,-3.9692
KENYA,BESS001,1,2,4,2030,-1.6191
KENYA,BESS001,1,2,4,2031,-2.6142
KENYA,BESS001,1,2,4,2032,-3.2292
KENYA,BESS001,1,2,4,2033,-0.9785
KENYA,BESS001,1,2,4,2034,-0.2984
KENYA,BESS001,1,2,4,2035,-1.0434
KENYA,BESS001,1,2,4,2036,-0.1716
KENYA,BESS001,1,2,4,2038,-4.5206
KENYA,BESS001,1,2,4,2039,-0.6828
KENYA,BESS001,1,2,4,2041,3.9687
KENYA,BESS001,1,2,4,2042,4.1739
KENYA,BESS001,1,2,4,2043,0.4333
KENYA,BESS001,1,2,4,2044,-3.5866
KENYA,BESS001,1,2,4,2045,-10.8231
KENYA,BESS001,1,2,4,2046,-12.7965
KENYA,BESS001,1,2,4,2047,-12.9059
KENYA,BESS001,1,2,4,2048,-10.6248
KENYA,BESS001,1,2,4,2049,-8.3531
KENYA,BESS001,1,2,4,2050,-4.4725
KENYA,BESS001,1,2,5,2028,-2.8158
KENYA,BESS001,1,2,5,2029,-3.5637
KENYA,BESS001,1,2,5,2030,-1.8901
KENYA,BESS001,1,2,5,2031,-2.2918
KENYA,BESS001,1,2,5,2032,-2.5108
KENYA,BESS001,1,2,5,2033,-7.3364
KENYA,BESS001,1,2,5,2034,-7.3364
KENYA,BESS001,1,2,5,2035,-7.3364
KENYA,BESS001,1,2,5,2036,-7.3364
KENYA,BESS001,1,2,5,2037,-7.3364
KENYA,BESS001,1,2,5,2038,-2.2435
KENYA,BESS001,1,2,5,2039,-3.1715
KENYA,BESS001,1,2,5,2041,-3.9687
KENYA,BESS001,1,2,5,2042,-4.1739
KENYA,BESS001,1,2,5,2043,-7.2782
KENYA,BESS001,1,2,5,2044,-12.687
KENYA,BESS001,1,2,5,2045,-9.5275
KENYA,BESS001,1,2,5,2046,-7.9909
KENYA,BESS001,1,2,5,2047,-31.64
KENYA,BESS001,1,2,5,2048,-34.1882
KENYA,BESS001,1,2,5,2049,-14.2388
KENYA,BESS001,1,2,5,2050,-11.969
KENYA,BESS001,1,2,6,2029,4.1649
KENYA,BESS001,1,2,6,2030,1.8195
KENYA,BESS001,1,2,6,2032,2.9909
KENYA,BESS001,1,2,6,2033,0.0581
KENYA,BESS001,1,2,6,2034,5.5461
KENYA,BESS001,1,2,6,2035,2.3446
KENYA,BESS001,1,2,6,2036,4.0217
KENYA,BESS001,1,2,6,2037,4.5747
KENYA,BESS001,1,2,6,2039,3.0692
KENYA,BESS001,1,2,6,2043,-3.5281
KENYA,BESS001,1,2,6,2044,-11.122
KENYA,BESS001,1,2,6,2045,-17.2946
KENYA,BESS001,1,2,6,2046,-18.9917
KENYA,BESS001,1,2,6,2047,-36.7689
KENYA,BESS001,1,2,6,2048,-53.1681
KENYA,BESS001,1,2,6,2049,-61.8314
KENYA,BESS001,1,2,6,2050,-65.2142
KENYA,BESS001,2,1,1,2028,1.4364
KENYA,BESS001,2,1,1,2029,2.4317
KENYA,BESS001,2,1,1,2030,0.5776
KENYA,BESS001,2,1,1,2032,1.0063
KENYA,BESS001,2,1,1,2033,0.5846
KENYA,BESS001,2,1,1,2034,7.3364
KENYA,BESS001,2,1,1,2035,2.8958
KENYA,BESS001,2,1,1,2037,7.3364
KENYA,BESS001,2,1,1,2039,1.4113
KENYA,BESS001,2,1,1,2042,1.4965
KENYA,BESS001,2,1,1,2043,1.6592
KENYA,BESS001,2,1,1,2046,-28.9196
KENYA,BESS001,2,1,1,2047,-46.905
KENYA,BESS001,2,1,1,2048,-60.1278
KENYA,BESS001,2,1,1,2049,-54.0864
KENYA,BESS001,2,1,1,2050,-62.0056
KENYA,BESS001,2,1,2,2035,0.8821
KENYA,BESS001,2,1,2,2036,5.0798
