r,t,e,m,y,AnnualTechnologyEmissionByMode
KENYA,PWRNGS002,CO2,1,2041,1.8924
KENYA,PWRNGS002,CO2,1,2042,1.5976
KENYA,PWRNGS002,CO2,1,2043,1.8188
KENYA,PWRNGS002,CO2,1,2044,1.7586
KENYA,PWRNGS002,CO2,1,2045,1.5456
KENYA,PWRNGS002,CO2,1,2046,0.973
KENYA,PWRNGS002,CO2,1,2047,0.8722
KENYA,PWRNGS002,CO2,1,2048,0.7355
KENYA,PWRNGS002,CO2,1,2049,0.8451
KENYA,PWRNGS002,CO2,1,2050,0.9381
KENYA,PWRNGS003,CO2,1,2041,1.8365
KENYA,PWRNGS003,CO2,1,2042,1.5802
KENYA,PWRNGS003,CO2,1,2043,1.7831
KENYA,PWRNGS003,CO2,1,2044,1.5669
KENYA,PWRNGS003,CO2,1,2045,1.8091
KENYA,PWRNGS003,CO2,1,2046,1.093
KENYA,PWRNGS003,CO2,1,2047,0.8538
KENYA,PWRNGS003,CO2,1,2048,0.7774
KENYA,PWRNGS003,CO2,1,2049,0.8406
KENYA,PWRNGS003,CO2,1,2050,0.9361
KENYA,PWRNGS004,CO2,1,2030,0.0398
KENYA,PWRNGS004,CO2,1,2031,0.0633
KENYA,PWRNGS004,CO2,1,2032,0.0571
KENYA,PWRNGS004,CO2,1,2033,0.2503
KENYA,PWRNGS004,CO2,1,2034,0.2739
KENYA,PWRNGS004,CO2,1,2035,0.2964
KENYA,PWRNGS004,CO2,1,2036,0.2854
KENYA,PWRNGS004,CO2,1,2037,0.2951
KENYA,PWRNGS004,CO2,1,2038,1.0306
KENYA,PWRNGS004,CO2,1,2039,0.4182
KENYA,PWRNGS004,CO2,1,2040,0.3025
KENYA,PWRNGS004,CO2,1,2041,0.3023
KENYA,PWRNGS004,CO2,1,2042,0.2904
KENYA,PWRNGS004,CO2,1,2043,0.2888
KENYA,PWRNGS004,CO2,1,2044,0.3215
KENYA,PWRNGS004,CO2,1,2045,0.3798
KENYA,PWRNGS004,CO2,1,2046,0.3774
KENYA,PWRNGS004,CO2,1,2047,0.3525
KENYA,PWRNGS004,CO2,1,2048,0.3364
KENYA,PWRNGS004,CO2,1,2049,0.343
KENYA,PWRNGS004,CO2,1,2050,0.3773
KENYA,PWRNGS005,CO2,1,2033,0.0094
KENYA,PWRNGS005,CO2,1,2034,0.0625
KENYA,PWRNGS005,CO2,1,2035,0.0739
KENYA,PWRNGS005,CO2,1,2036,0.0828
KENYA,PWRNGS005,CO2,1,2037,0.1018
KENYA,PWRNGS005,CO2,1,2038,0.1464
KENYA,PWRNGS005,CO2,1,2039,0.0735
KENYA,PWRNGS005,CO2,1,2040,0.0553
KENYA,PWRNGS005,CO2,1,2041,0.0804
KENYA,PWRNGS005,CO2,1,2042,0.0729
KENYA,PWRNGS005,CO2,1,2043,0.1109
KENYA,PWRNGS005,CO2,1,2044,0.1155
KENYA,PWRNGS005,CO2,1,2045,0.1155
KENYA,PWRNGS005,CO2,1,2046,0.1314
KENYA,PWRNGS005,CO2,1,2047,0.1155
KENYA,PWRNGS005,CO2,1,2048,0.121
KENYA,PWRNGS005,CO2,1,2049,0.1109
KENYA,PWRNGS005,CO2,1,2050,0.1046
KENYA,PWRNGS006,CO2,1,2034,0.0416
KENYA,PWRNGS006,CO2,1,2035,0.0579
KENYA,PWRNGS006,CO2,1,2036,0.0743
KENYA,PWRNGS006,CO2,1,2037,0.0884
KENYA,PWRNGS006,CO2,1,2038,0.148
KENYA,PWRNGS006,CO2,1,2039,0.0804
KENYA,PWRNGS006,CO2,1,2040,0.0802
KENYA,PWRNGS006,CO2,1,2041,0.0854
KENYA,PWRNGS006,CO2,1,2042,0.1001
KENYA,PWRNGS006,CO2,1,2043,0.1072
KENYA,PWRNGS006,CO2,1,2044,0.1155
KENYA,PWRNGS006,CO2,1,2045,0.1335
KENYA,PWRNGS006,CO2,1,2046,0.121
KENYA,PWRNGS006,CO2,1,2047,0.1155
KENYA,PWRNGS006,CO2,1,2048,0.1155
KENYA,PWRNGS006,CO2,1,2049,0.1155
KENYA,PWRNGS006,CO2,1,2050,0.1019
KENYA,PWRNGS009,CO2,1,2033,0.0311
KENYA,PWRNGS009,CO2,1,2034,0.0807
KENYA,PWRNGS009,CO2,1,2035,0.071
KENYA,PWRNGS009,CO2,1,2036,0.1155
KENYA,PWRNGS009,CO2,1,2037,0.1163
KENYA,PWRNGS009,CO2,1,2038,0.2366
KENYA,PWRNGS009,CO2,1,2039,0.1542
KENYA,PWRNGS009,CO2,1,2040,0.0935
KENYA,PWRNGS009,CO2,1,2041,0.1736
KENYA,PWRNGS009,CO2,1,2042,0.1526
KENYA,PWRNGS009,CO2,1,2043,0.1884
KENYA,PWRNGS009,CO2,1,2044,0.2003
KENYA,PWRNGS009,CO2,1,2045,0.2118
KENYA,PWRNGS009,CO2,1,2046,0.2021
KENYA,PWRNGS009,CO2,1,2047,0.2094
KENYA,PWRNGS009,CO2,1,2048,0.2118
KENYA,PWRNGS009,CO2,1,2049,0.2159
KENYA,PWRNGS009,CO2,1,2050,0.2143
KENYA,PWRNGS010,CO2,1,2035,0.1606
KENYA,PWRNGS010,CO2,1,2036,0.101
KENYA,PWRNGS010,CO2,1,2037,0.1482
KENYA,PWRNGS010,CO2,1,2038,0.2201
KENYA,PWRNGS010,CO2,1,2039,0.1643
KENYA,PWRNGS010,CO2,1,2040,0.1359
KENYA,PWRNGS010,CO2,1,2041,0.1591
KENYA,PWRNGS010,CO2,1,2042,0.1687
KENYA,PWRNGS010,CO2,1,2043,0.1941
KENYA,PWRNGS010,CO2,1,2044,0.2021
KENYA,PWRNGS010,CO2,1,2045,0.2058
KENYA,PWRNGS010,CO2,1,2046,0.2021
KENYA,PWRNGS010,CO2,1,2047,0.2021
KENYA,PWRNGS010,CO2,1,2048,0.2021
KENYA,PWRNGS010,CO2,1,2049,0.2167
KENYA,PWRNGS010,CO2,1,2050,0.1929
KENYA,PWRNGS011,CO2,1,2034,0.1053
KENYA,PWRNGS011,CO2,1,2035,0.1186
KENYA,PWRNGS011,CO2,1,2036,0.1208
KENYA,PWRNGS011,CO2,1,2037,0.1386
KENYA,PWRNGS011,CO2,1,2038,0.1915
KENYA,PWRNGS011,CO2,1,2039,0.1498
KENYA,PWRNGS011,CO2,1,2040,0.1519
KENYA,PWRNGS011,CO2,1,2041,0.1559
KENYA,PWRNGS011,CO2,1,2042,0.1351
KENYA,PWRNGS011,CO2,1,2043,0.1715
KENYA,PWRNGS011,CO2,1,2044,0.2021
KENYA,PWRNGS011,CO2,1,2045,0.2124
KENYA,PWRNGS011,CO2,1,2046,0.2021
KENYA,PWRNGS011,CO2,1,2047,0.2094
KENYA,PWRNGS011,CO2,1,2048,0.2118
KENYA,PWRNGS011,CO2,1,2049,0.2021
KENYA,PWRNGS011,CO2,1,2050,0.2021
KENYA,PWRNGS018,CO2,1,2033,0.0161
KENYA,PWRNGS018,CO2,1,2034,0.1402
KENYA,PWRNGS018,CO2,1,2035,0.4118
KENYA,PWRNGS018,CO2,1,2036,0.324
KENYA,PWRNGS018,CO2,1,2037,0.5283
KENYA,PWRNGS018,CO2,1,2038,0.9522
KENYA,PWRNGS018,CO2,1,2039,0.9396
KENYA,PWRNGS018,CO2,1,2040,1.0687
KENYA,PWRNGS018,CO2,1,2041,1.2795
KENYA,PWRNGS018,CO2,1,2042,1.5069
KENYA,PWRNGS018,CO2,1,2043,1.8925
KENYA,PWRNGS018,CO2,1,2044,2.2792
KENYA,PWRNGS018,CO2,1,2045,2.6613
KENYA,PWRNGS018,CO2,1,2046,3.2415
KENYA,PWRNGS018,CO2,1,2047,3.7838
KENYA,PWRNGS018,CO2,1,2048,4.2925
KENYA,PWRNGS018,CO2,1,2049,4.9364
KENYA,PWRNGS018,CO2,1,2050,5.7788
