y,Capital costs,Fixed costs,Variable costs,Fuel costs
2019,1.1630252101796017,2.064830803822372,0.2236784710511523,0.844960539878279
2020,1.3233806387569316,2.0309954701137993,0.23706551762236217,0.930561418636076
2021,1.9062327643167951,2.0464076540860554,0.2266656094724601,0.9850629456121611
2022,2.4707905547057494,2.121920990686726,0.11346842697779141,0.3493325250771741
2023,2.8584106635959463,2.115024870672503,0.11366394747313965,0.341033625149224
2024,3.099773261301581,2.013317613089509,0.12595668912415783,0.4526265640038499
2025,3.5873879779655766,2.0918377021751255,0.11524075106897196,0.3255954493805732
2026,4.768103969694309,2.0693725423149254,0.08526414771755855,0.08777141391690886
2027,5.409087397067865,1.9280574297818924,0.10170092578063708,0.24788831316865914
2028,6.0224776590376115,1.9250888425293147,0.10712107042658804,0.30498308864587137
2029,7.085376322177568,1.9804354998350382,0.10747014186737053,0.2855350709610394
2030,7.5159897208280775,1.9076171116504859,0.1203325242718447,0.46592876212432055
2031,8.251284753342999,1.9335726228959982,0.13202987403856872,0.5068570059066512
2032,8.638503449084697,1.8795494758373816,0.1765512656609563,0.8050454819845078
2033,9.08833593270384,1.8123902324489318,0.22425123268372862,1.219281465119362
2034,9.526222384554318,1.8132619468263889,0.27098547851941224,1.4284394493310602
2035,9.794591606802369,1.7373978724245662,0.3351441452129552,1.967855190410812
2036,10.59445575132258,1.7212938572620733,0.4737426073074271,1.442504092753839
2037,10.808378791170439,1.7064853459161302,0.4868325912141956,1.6814528710119956
2038,11.128403281076201,1.641492351205864,0.5507886013199114,2.420347471178508
2039,11.709589141619835,1.6422022797580893,0.6351353083804799,1.8541628605670504
2040,12.146715152861791,1.7705976858828634,0.5525304589921074,1.4901994482902172
2041,12.194655917145793,1.6452222950205915,0.6318218831898164,2.131305681397976
2042,12.513175416120365,1.7291580061793745,0.7072683274636474,1.9852362919474098
2043,12.542166441605074,1.7006061937184278,0.6927590200267556,2.1341643531809753
2044,12.610540075403655,1.7021210835147804,0.6497911207882792,2.0888669003962943
2045,12.696748063361897,1.6756640857653364,0.6174311239683484,2.090163137922744
2046,12.78597124116211,1.7059599169393407,0.5495450541152782,1.8804089604837342
2047,12.953556307028114,1.7451714302345889,0.4755254962454159,1.8129587417785882
2048,13.012281967288441,1.7939358608433411,0.38481636060100166,1.7424384175267245
2049,12.746876704795461,1.795241446311358,0.4166786652882783,1.8172850013079525
2050,12.666755743607395,1.7956753517637165,0.4507357940468097,1.9107368035309917
