r,s,y,DiscountedCapitalInvestmentStorage
KENYA,PHS001,2037,3.5586
KENYA,PHS001,2038,0.7965
KENYA,PHS001,2041,5.1186
KENYA,PHS001,2042,0.1663
KENYA,PHS001,2043,10.7105
KENYA,PHS001,2044,0.8311
KENYA,PHS001,2045,52.5672
KENYA,PHS001,2046,10.092
KENYA,PHS002,2038,13.5228
KENYA,PHS002,2041,0.5939
KENYA,PHS002,2043,0.8829
KENYA,PHS002,2044,18.9369
KENYA,PHS002,2045,37.4414
KENYA,PHS002,2046,11.0377
KENYA,PHS002,2047,3.2627
