r,l,t,m,y,RateOfActivity
KENYA,TS42,BESS_TECH,2,2041,0.1164
KENYA,TS46,BESS_TECH,2,2041,1.9844
KENYA,TS03,BESS_TECH,1,2042,4.1739
KENYA,TS06,BESS_TECH,1,2042,0.1228
KENYA,TS10,BESS_TECH,1,2042,4.1739
KENYA,TS13,BESS_TECH,1,2042,1.4965
KENYA,TS19,BESS_TECH,1,2042,4.1739
KENYA,TS21,BESS_TECH,1,2042,4.1739
KENYA,TS26,BESS_TECH,1,2042,4.1739
KENYA,TS28,BESS_TECH,1,2042,2.7789
KENYA,TS29,BESS_TECH,1,2042,4.1739
KENYA,TS30,BESS_TECH,1,2042,4.1739
KENYA,TS31,BESS_TECH,1,2042,4.1739
KENYA,TS33,BESS_TECH,1,2042,0.0614
KENYA,TS36,BESS_TECH,1,2042,4.1739
KENYA,TS41,BESS_TECH,1,2042,4.1739
KENYA,TS47,BESS_TECH,1,2042,4.1739
KENYA,TS04,BESS_TECH,2,2042,4.1739
KENYA,TS05,BESS_TECH,2,2042,4.1739
KENYA,TS07,BESS_TECH,2,2042,1.4117
KENYA,TS11,BESS_TECH,2,2042,4.1739
KENYA,TS16,BESS_TECH,2,2042,0.1252
KENYA,TS17,BESS_TECH,2,2042,4.1739
KENYA,TS20,BESS_TECH,2,2042,4.1739
KENYA,TS22,BESS_TECH,2,2042,4.0831
KENYA,TS23,BESS_TECH,2,2042,4.1739
KENYA,TS24,BESS_TECH,2,2042,4.1739
KENYA,TS25,BESS_TECH,2,2042,3.2916
KENYA,TS27,BESS_TECH,2,2042,4.1739
KENYA,TS32,BESS_TECH,2,2042,4.1739
KENYA,TS34,BESS_TECH,2,2042,4.1739
KENYA,TS35,BESS_TECH,2,2042,4.1739
KENYA,TS40,BESS_TECH,2,2042,1.8566
KENYA,TS42,BESS_TECH,2,2042,0.3116
KENYA,TS46,BESS_TECH,2,2042,2.0869
KENYA,TS04,BESS_TECH,1,2043,8.7264
KENYA,TS05,BESS_TECH,1,2043,7.0004
KENYA,TS08,BESS_TECH,1,2043,0.9991
KENYA,TS09,BESS_TECH,1,2043,13.1672
KENYA,TS10,BESS_TECH,1,2043,0.4333
KENYA,TS13,BESS_TECH,1,2043,1.6592
KENYA,TS15,BESS_TECH,1,2043,1.5868
KENYA,TS18,BESS_TECH,1,2043,13.1672
KENYA,TS19,BESS_TECH,1,2043,13.1672
KENYA,TS21,BESS_TECH,1,2043,13.1672
KENYA,TS26,BESS_TECH,1,2043,13.1672
KENYA,TS29,BESS_TECH,1,2043,13.1672
KENYA,TS30,BESS_TECH,1,2043,13.1672
KENYA,TS33,BESS_TECH,1,2043,9.0112
KENYA,TS36,BESS_TECH,1,2043,10.044
KENYA,TS38,BESS_TECH,1,2043,6.63
KENYA,TS41,BESS_TECH,1,2043,7.65
KENYA,TS45,BESS_TECH,1,2043,8.9322
KENYA,TS01,BESS_TECH,2,2043,4.9887
KENYA,TS03,BESS_TECH,2,2043,1.8809
KENYA,TS06,BESS_TECH,2,2043,2.8028
KENYA,TS07,BESS_TECH,2,2043,9.7341
KENYA,TS11,BESS_TECH,2,2043,7.2782
