r,l,f,y,Demand
KENYA,TS07,INDELC,2046,2.4693
KENYA,TS07,INDELC,2047,2.6706
KENYA,TS07,INDELC,2048,2.8884
KENYA,TS07,INDELC,2049,3.1239
KENYA,TS07,INDELC,2050,3.3786
KENYA,TS07,RESELC,2019,0.2179
KENYA,TS07,RESELC,2020,0.2217
KENYA,TS07,RESELC,2021,0.2318
KENYA,TS07,RESELC,2022,0.2395
KENYA,TS07,RESELC,2023,0.2468
KENYA,TS07,RESELC,2024,0.2553
KENYA,TS07,RESELC,2025,0.2645
KENYA,TS07,RESELC,2026,0.2886
KENYA,TS07,RESELC,2027,0.3148
KENYA,TS07,RESELC,2028,0.3435
KENYA,TS07,RESELC,2029,0.3747
KENYA,TS07,RESELC,2030,0.4088
KENYA,TS07,RESELC,2031,0.446
KENYA,TS07,RESELC,2032,0.4866
KENYA,TS07,RESELC,2033,0.5309
KENYA,TS07,RESELC,2034,0.5792
KENYA,TS07,RESELC,2035,0.6319
KENYA,TS07,RESELC,2036,0.6894
KENYA,TS07,RESELC,2037,0.7522
KENYA,TS07,RESELC,2038,0.8206
KENYA,TS07,RESELC,2039,0.8953
KENYA,TS07,RESELC,2040,0.9767
KENYA,TS07,RESELC,2041,1.0656
KENYA,TS07,RESELC,2042,1.1542
KENYA,TS07,RESELC,2043,1.2483
KENYA,TS07,RESELC,2044,1.3501
KENYA,TS07,RESELC,2045,1.4602
KENYA,TS07,RESELC,2046,1.5792
KENYA,TS07,RESELC,2047,1.708
KENYA,TS07,RESELC,2048,1.8473
KENYA,TS07,RESELC,2049,1.9979
KENYA,TS07,RESELC,2050,2.1608
KENYA,TS08,COMELC,2019,0.0607
KENYA,TS08,COMELC,2020,0.0618
KENYA,TS08,COMELC,2021,0.0646
KENYA,TS08,COMELC,2022,0.0667
KENYA,TS08,COMELC,2023,0.0688
KENYA,TS08,COMELC,2024,0.0711
KENYA,TS08,COMELC,2025,0.0737
KENYA,TS08,COMELC,2026,0.0804
KENYA,TS08,COMELC,2027,0.0877
KENYA,TS08,COMELC,2028,0.0957
KENYA,TS08,COMELC,2029,0.1044
KENYA,TS08,COMELC,2030,0.1139
KENYA,TS08,COMELC,2031,0.1243
KENYA,TS08,COMELC,2032,0.1356
KENYA,TS08,COMELC,2033,0.1479
KENYA,TS08,COMELC,2034,0.1614
KENYA,TS08,COMELC,2035,0.1761
KENYA,TS08,COMELC,2036,0.1921
KENYA,TS08,COMELC,2037,0.2096
KENYA,TS08,COMELC,2038,0.2287
KENYA,TS08,COMELC,2039,0.2495
KENYA,TS08,COMELC,2040,0.2722
KENYA,TS08,COMELC,2041,0.2969
KENYA,TS08,COMELC,2042,0.3216
KENYA,TS08,COMELC,2043,0.3478
KENYA,TS08,COMELC,2044,0.3762
KENYA,TS08,COMELC,2045,0.4069
KENYA,TS08,COMELC,2046,0.44
KENYA,TS08,COMELC,2047,0.4759
KENYA,TS08,COMELC,2048,0.5147
KENYA,TS08,COMELC,2049,0.5567
KENYA,TS08,COMELC,2050,0.6021
KENYA,TS08,INDELC,2019,0.2092
KENYA,TS08,INDELC,2020,0.2128
KENYA,TS08,INDELC,2021,0.2225
KENYA,TS08,INDELC,2022,0.2299
KENYA,TS08,INDELC,2023,0.2369
KENYA,TS08,INDELC,2024,0.2451
KENYA,TS08,INDELC,2025,0.2539
KENYA,TS08,INDELC,2026,0.277
KENYA,TS08,INDELC,2027,0.3022
KENYA,TS08,INDELC,2028,0.3297
KENYA,TS08,INDELC,2029,0.3597
KENYA,TS08,INDELC,2030,0.3925
KENYA,TS08,INDELC,2031,0.4282
KENYA,TS08,INDELC,2032,0.4671
KENYA,TS08,INDELC,2033,0.5096
KENYA,TS08,INDELC,2034,0.556
KENYA,TS08,INDELC,2035,0.6066
KENYA,TS08,INDELC,2036,0.6618
KENYA,TS08,INDELC,2037,0.722
KENYA,TS08,INDELC,2038,0.7877
KENYA,TS08,INDELC,2039,0.8594
KENYA,TS08,INDELC,2040,0.9376
KENYA,TS08,INDELC,2041,1.0229
KENYA,TS08,INDELC,2042,1.1079
KENYA,TS08,INDELC,2043,1.1983
KENYA,TS08,INDELC,2044,1.296
KENYA,TS08,INDELC,2045,1.4017
KENYA,TS08,INDELC,2046,1.5159
KENYA,TS08,INDELC,2047,1.6396
KENYA,TS08,INDELC,2048,1.7732
KENYA,TS08,INDELC,2049,1.9178
KENYA,TS08,INDELC,2050,2.0742
KENYA,TS08,RESELC,2019,0.1338
KENYA,TS08,RESELC,2020,0.1361
KENYA,TS08,RESELC,2021,0.1423
KENYA,TS08,RESELC,2022,0.147
KENYA,TS08,RESELC,2023,0.1515
KENYA,TS08,RESELC,2024,0.1567
KENYA,TS08,RESELC,2025,0.1624
KENYA,TS08,RESELC,2026,0.1772
KENYA,TS08,RESELC,2027,0.1933
KENYA,TS08,RESELC,2028,0.2109
KENYA,TS08,RESELC,2029,0.2301
KENYA,TS08,RESELC,2030,0.251
KENYA,TS08,RESELC,2031,0.2738
KENYA,TS08,RESELC,2032,0.2988
KENYA,TS08,RESELC,2033,0.3259
KENYA,TS08,RESELC,2034,0.3556
KENYA,TS08,RESELC,2035,0.388
KENYA,TS08,RESELC,2036,0.4233
KENYA,TS08,RESELC,2037,0.4618
KENYA,TS08,RESELC,2038,0.5038
KENYA,TS08,RESELC,2039,0.5496
KENYA,TS08,RESELC,2040,0.5996
KENYA,TS08,RESELC,2041,0.6542
KENYA,TS08,RESELC,2042,0.7086
KENYA,TS08,RESELC,2043,0.7664
KENYA,TS08,RESELC,2044,0.8288
KENYA,TS08,RESELC,2045,0.8964
KENYA,TS08,RESELC,2046,0.9695
KENYA,TS08,RESELC,2047,1.0486
KENYA,TS08,RESELC,2048,1.1341
KENYA,TS08,RESELC,2049,1.2266
KENYA,TS08,RESELC,2050,1.3266
KENYA,TS09,COMELC,2019,0.1208
KENYA,TS09,COMELC,2020,0.1229
KENYA,TS09,COMELC,2021,0.1285
KENYA,TS09,COMELC,2022,0.1328
KENYA,TS09,COMELC,2023,0.1368
KENYA,TS09,COMELC,2024,0.1415
KENYA,TS09,COMELC,2025,0.1466
KENYA,TS09,COMELC,2026,0.16
KENYA,TS09,COMELC,2027,0.1745
KENYA,TS09,COMELC,2028,0.1904
KENYA,TS09,COMELC,2029,0.2078
KENYA,TS09,COMELC,2030,0.2267
KENYA,TS09,COMELC,2031,0.2473
KENYA,TS09,COMELC,2032,0.2698
KENYA,TS09,COMELC,2033,0.2943
KENYA,TS09,COMELC,2034,0.3211
KENYA,TS09,COMELC,2035,0.3503
KENYA,TS09,COMELC,2036,0.3822
KENYA,TS09,COMELC,2037,0.417
KENYA,TS09,COMELC,2038,0.4549
KENYA,TS09,COMELC,2039,0.4963
KENYA,TS09,COMELC,2040,0.5415
KENYA,TS09,COMELC,2041,0.5908
KENYA,TS09,COMELC,2042,0.6399
KENYA,TS09,COMELC,2043,0.6921
KENYA,TS09,COMELC,2044,0.7485
KENYA,TS09,COMELC,2045,0.8095
KENYA,TS09,COMELC,2046,0.8755
KENYA,TS09,COMELC,2047,0.9469
KENYA,TS09,COMELC,2048,1.0241
KENYA,TS09,COMELC,2049,1.1077
KENYA,TS09,COMELC,2050,1.198
KENYA,TS09,INDELC,2019,0.4162
KENYA,TS09,INDELC,2020,0.4234
KENYA,TS09,INDELC,2021,0.4427
KENYA,TS09,INDELC,2022,0.4575
KENYA,TS09,INDELC,2023,0.4714
KENYA,TS09,INDELC,2024,0.4876
KENYA,TS09,INDELC,2025,0.5052
KENYA,TS09,INDELC,2026,0.5512
KENYA,TS09,INDELC,2027,0.6013
KENYA,TS09,INDELC,2028,0.656
KENYA,TS09,INDELC,2029,0.7157
KENYA,TS09,INDELC,2030,0.7809
KENYA,TS09,INDELC,2031,0.8519
KENYA,TS09,INDELC,2032,0.9294
KENYA,TS09,INDELC,2033,1.014
KENYA,TS09,INDELC,2034,1.1063
KENYA,TS09,INDELC,2035,1.207
KENYA,TS09,INDELC,2036,1.3168
KENYA,TS09,INDELC,2037,1.4366
KENYA,TS09,INDELC,2038,1.5673
KENYA,TS09,INDELC,2039,1.7099
KENYA,TS09,INDELC,2040,1.8655
KENYA,TS09,INDELC,2041,2.0353
KENYA,TS09,INDELC,2042,2.2044
KENYA,TS09,INDELC,2043,2.3842
KENYA,TS09,INDELC,2044,2.5786
KENYA,TS09,INDELC,2045,2.7889
KENYA,TS09,INDELC,2046,3.0163
KENYA,TS09,INDELC,2047,3.2622
KENYA,TS09,INDELC,2048,3.5282
KENYA,TS09,INDELC,2049,3.8159
KENYA,TS09,INDELC,2050,4.1271
KENYA,TS09,RESELC,2019,0.2662
KENYA,TS09,RESELC,2020,0.2708
KENYA,TS09,RESELC,2021,0.2831
KENYA,TS09,RESELC,2022,0.2926
KENYA,TS09,RESELC,2023,0.3015
KENYA,TS09,RESELC,2024,0.3118
KENYA,TS09,RESELC,2025,0.3231
KENYA,TS09,RESELC,2026,0.3525
KENYA,TS09,RESELC,2027,0.3846
KENYA,TS09,RESELC,2028,0.4196
KENYA,TS09,RESELC,2029,0.4578
KENYA,TS09,RESELC,2030,0.4994
KENYA,TS09,RESELC,2031,0.5449
KENYA,TS09,RESELC,2032,0.5944
KENYA,TS09,RESELC,2033,0.6485
KENYA,TS09,RESELC,2034,0.7075
KENYA,TS09,RESELC,2035,0.7719
KENYA,TS09,RESELC,2036,0.8422
KENYA,TS09,RESELC,2037,0.9188
KENYA,TS09,RESELC,2038,1.0024
KENYA,TS09,RESELC,2039,1.0936
KENYA,TS09,RESELC,2040,1.1931
KENYA,TS09,RESELC,2041,1.3017
KENYA,TS09,RESELC,2042,1.4099
KENYA,TS09,RESELC,2043,1.5248
KENYA,TS09,RESELC,2044,1.6491
KENYA,TS09,RESELC,2045,1.7836
KENYA,TS09,RESELC,2046,1.9291
KENYA,TS09,RESELC,2047,2.0864
KENYA,TS09,RESELC,2048,2.2565
KENYA,TS09,RESELC,2049,2.4405
KENYA,TS09,RESELC,2050,2.6395
KENYA,TS10,COMELC,2019,0.0914
KENYA,TS10,COMELC,2020,0.093
KENYA,TS10,COMELC,2021,0.0972
KENYA,TS10,COMELC,2022,0.1005
KENYA,TS10,COMELC,2023,0.1035
KENYA,TS10,COMELC,2024,0.1071
KENYA,TS10,COMELC,2025,0.1109
KENYA,TS10,COMELC,2026,0.121
KENYA,TS10,COMELC,2027,0.132
KENYA,TS10,COMELC,2028,0.1441
KENYA,TS10,COMELC,2029,0.1572
KENYA,TS10,COMELC,2030,0.1715
KENYA,TS10,COMELC,2031,0.1871
KENYA,TS10,COMELC,2032,0.2041
KENYA,TS10,COMELC,2033,0.2227
KENYA,TS10,COMELC,2034,0.2429
KENYA,TS10,COMELC,2035,0.265
KENYA,TS10,COMELC,2036,0.2891
KENYA,TS10,COMELC,2037,0.3155
KENYA,TS10,COMELC,2038,0.3442
KENYA,TS10,COMELC,2039,0.3755
KENYA,TS10,COMELC,2040,0.4096
KENYA,TS10,COMELC,2041,0.4469
KENYA,TS10,COMELC,2042,0.4841
KENYA,TS10,COMELC,2043,0.5235
KENYA,TS10,COMELC,2044,0.5662
KENYA,TS10,COMELC,2045,0.6124
KENYA,TS10,COMELC,2046,0.6623
KENYA,TS10,COMELC,2047,0.7163
KENYA,TS10,COMELC,2048,0.7747
KENYA,TS10,COMELC,2049,0.8379
KENYA,TS10,COMELC,2050,0.9062
KENYA,TS10,INDELC,2019,0.3148
KENYA,TS10,INDELC,2020,0.3203
KENYA,TS10,INDELC,2021,0.3349
KENYA,TS10,INDELC,2022,0.3461
KENYA,TS10,INDELC,2023,0.3566
KENYA,TS10,INDELC,2024,0.3689
KENYA,TS10,INDELC,2025,0.3822
KENYA,TS10,INDELC,2026,0.4169
KENYA,TS10,INDELC,2027,0.4549
KENYA,TS10,INDELC,2028,0.4963
KENYA,TS10,INDELC,2029,0.5414
KENYA,TS10,INDELC,2030,0.5907
KENYA,TS10,INDELC,2031,0.6445
KENYA,TS10,INDELC,2032,0.7031
KENYA,TS10,INDELC,2033,0.7671
KENYA,TS10,INDELC,2034,0.8369
KENYA,TS10,INDELC,2035,0.913
KENYA,TS10,INDELC,2036,0.9961
KENYA,TS10,INDELC,2037,1.0868
KENYA,TS10,INDELC,2038,1.1856
KENYA,TS10,INDELC,2039,1.2935
KENYA,TS10,INDELC,2040,1.4112
KENYA,TS10,INDELC,2041,1.5396
KENYA,TS10,INDELC,2042,1.6676
KENYA,TS10,INDELC,2043,1.8036
KENYA,TS10,INDELC,2044,1.9506
KENYA,TS10,INDELC,2045,2.1097
KENYA,TS10,INDELC,2046,2.2817
KENYA,TS10,INDELC,2047,2.4678
KENYA,TS10,INDELC,2048,2.669
KENYA,TS10,INDELC,2049,2.8866
KENYA,TS10,INDELC,2050,3.122
KENYA,TS10,RESELC,2019,0.2013
KENYA,TS10,RESELC,2020,0.2049
KENYA,TS10,RESELC,2021,0.2142
KENYA,TS10,RESELC,2022,0.2213
KENYA,TS10,RESELC,2023,0.2281
KENYA,TS10,RESELC,2024,0.2359
KENYA,TS10,RESELC,2025,0.2444
KENYA,TS10,RESELC,2026,0.2667
KENYA,TS10,RESELC,2027,0.2909
KENYA,TS10,RESELC,2028,0.3174
KENYA,TS10,RESELC,2029,0.3463
KENYA,TS10,RESELC,2030,0.3778
KENYA,TS10,RESELC,2031,0.4122
KENYA,TS10,RESELC,2032,0.4497
KENYA,TS10,RESELC,2033,0.4906
KENYA,TS10,RESELC,2034,0.5352
KENYA,TS10,RESELC,2035,0.5839
KENYA,TS10,RESELC,2036,0.6371
KENYA,TS10,RESELC,2037,0.695
KENYA,TS10,RESELC,2038,0.7583
KENYA,TS10,RESELC,2039,0.8273
KENYA,TS10,RESELC,2040,0.9026
KENYA,TS10,RESELC,2041,0.9847
KENYA,TS10,RESELC,2042,1.0665
KENYA,TS10,RESELC,2043,1.1535
KENYA,TS10,RESELC,2044,1.2475
KENYA,TS10,RESELC,2045,1.3493
KENYA,TS10,RESELC,2046,1.4593
KENYA,TS10,RESELC,2047,1.5783
KENYA,TS10,RESELC,2048,1.707
KENYA,TS10,RESELC,2049,1.8462
KENYA,TS10,RESELC,2050,1.9967
KENYA,TS11,COMELC,2019,0.0426
KENYA,TS11,COMELC,2020,0.0433
KENYA,TS11,COMELC,2021,0.0453
KENYA,TS11,COMELC,2022,0.0468
KENYA,TS11,COMELC,2023,0.0482
KENYA,TS11,COMELC,2024,0.0499
KENYA,TS11,COMELC,2025,0.0517
KENYA,TS11,COMELC,2026,0.0564
KENYA,TS11,COMELC,2027,0.0615
KENYA,TS11,COMELC,2028,0.0671
KENYA,TS11,COMELC,2029,0.0732
KENYA,TS11,COMELC,2030,0.0799
KENYA,TS11,COMELC,2031,0.0871
KENYA,TS11,COMELC,2032,0.0951
KENYA,TS11,COMELC,2033,0.1037
KENYA,TS11,COMELC,2034,0.1131
KENYA,TS11,COMELC,2035,0.1234
KENYA,TS11,COMELC,2036,0.1347
KENYA,TS11,COMELC,2037,0.1469
KENYA,TS11,COMELC,2038,0.1603
KENYA,TS11,COMELC,2039,0.1749
KENYA,TS11,COMELC,2040,0.1908
KENYA,TS11,COMELC,2041,0.2082
KENYA,TS11,COMELC,2042,0.2255
KENYA,TS11,COMELC,2043,0.2438
KENYA,TS11,COMELC,2044,0.2637
KENYA,TS11,COMELC,2045,0.2852
KENYA,TS11,COMELC,2046,0.3085
KENYA,TS11,COMELC,2047,0.3336
KENYA,TS11,COMELC,2048,0.3608
KENYA,TS11,COMELC,2049,0.3903
KENYA,TS11,COMELC,2050,0.4221
KENYA,TS11,INDELC,2019,0.1466
KENYA,TS11,INDELC,2020,0.1492
KENYA,TS11,INDELC,2021,0.156
KENYA,TS11,INDELC,2022,0.1612
KENYA,TS11,INDELC,2023,0.1661
KENYA,TS11,INDELC,2024,0.1718
KENYA,TS11,INDELC,2025,0.178
KENYA,TS11,INDELC,2026,0.1942
KENYA,TS11,INDELC,2027,0.2119
KENYA,TS11,INDELC,2028,0.2311
KENYA,TS11,INDELC,2029,0.2522
KENYA,TS11,INDELC,2030,0.2751
KENYA,TS11,INDELC,2031,0.3002
KENYA,TS11,INDELC,2032,0.3275
KENYA,TS11,INDELC,2033,0.3573
KENYA,TS11,INDELC,2034,0.3898
KENYA,TS11,INDELC,2035,0.4252
KENYA,TS11,INDELC,2036,0.4639
KENYA,TS11,INDELC,2037,0.5062
KENYA,TS11,INDELC,2038,0.5522
KENYA,TS11,INDELC,2039,0.6025
KENYA,TS11,INDELC,2040,0.6573
KENYA,TS11,INDELC,2041,0.7171
KENYA,TS11,INDELC,2042,0.7767
KENYA,TS11,INDELC,2043,0.84
KENYA,TS11,INDELC,2044,0.9085
KENYA,TS11,INDELC,2045,0.9826
KENYA,TS11,INDELC,2046,1.0627
KENYA,TS11,INDELC,2047,1.1494
KENYA,TS11,INDELC,2048,1.2431
KENYA,TS11,INDELC,2049,1.3445
KENYA,TS11,INDELC,2050,1.4541
KENYA,TS11,RESELC,2019,0.0938
KENYA,TS11,RESELC,2020,0.0954
KENYA,TS11,RESELC,2021,0.0997
KENYA,TS11,RESELC,2022,0.1031
KENYA,TS11,RESELC,2023,0.1062
KENYA,TS11,RESELC,2024,0.1099
KENYA,TS11,RESELC,2025,0.1138
KENYA,TS11,RESELC,2026,0.1242
KENYA,TS11,RESELC,2027,0.1355
KENYA,TS11,RESELC,2028,0.1478
KENYA,TS11,RESELC,2029,0.1613
KENYA,TS11,RESELC,2030,0.176
KENYA,TS11,RESELC,2031,0.192
KENYA,TS11,RESELC,2032,0.2094
KENYA,TS11,RESELC,2033,0.2285
KENYA,TS11,RESELC,2034,0.2493
KENYA,TS11,RESELC,2035,0.272
KENYA,TS11,RESELC,2036,0.2967
KENYA,TS11,RESELC,2037,0.3237
KENYA,TS11,RESELC,2038,0.3532
KENYA,TS11,RESELC,2039,0.3853
KENYA,TS11,RESELC,2040,0.4204
KENYA,TS11,RESELC,2041,0.4586
KENYA,TS11,RESELC,2042,0.4967
KENYA,TS11,RESELC,2043,0.5372
KENYA,TS11,RESELC,2044,0.581
KENYA,TS11,RESELC,2045,0.6284
KENYA,TS11,RESELC,2046,0.6797
KENYA,TS11,RESELC,2047,0.7351
KENYA,TS11,RESELC,2048,0.795
KENYA,TS11,RESELC,2049,0.8599
KENYA,TS11,RESELC,2050,0.93
KENYA,TS12,COMELC,2019,0.0476
KENYA,TS12,COMELC,2020,0.0484
KENYA,TS12,COMELC,2021,0.0506
KENYA,TS12,COMELC,2022,0.0523
KENYA,TS12,COMELC,2023,0.0539
KENYA,TS12,COMELC,2024,0.0557
KENYA,TS12,COMELC,2025,0.0577
KENYA,TS12,COMELC,2026,0.063
KENYA,TS12,COMELC,2027,0.0687
KENYA,TS12,COMELC,2028,0.075
KENYA,TS12,COMELC,2029,0.0818
KENYA,TS12,COMELC,2030,0.0893
KENYA,TS12,COMELC,2031,0.0974
KENYA,TS12,COMELC,2032,0.1062
KENYA,TS12,COMELC,2033,0.1159
KENYA,TS12,COMELC,2034,0.1265
KENYA,TS12,COMELC,2035,0.138
KENYA,TS12,COMELC,2036,0.1505
KENYA,TS12,COMELC,2037,0.1642
KENYA,TS12,COMELC,2038,0.1792
KENYA,TS12,COMELC,2039,0.1955
KENYA,TS12,COMELC,2040,0.2132
KENYA,TS12,COMELC,2041,0.2326
KENYA,TS12,COMELC,2042,0.252
KENYA,TS12,COMELC,2043,0.2725
KENYA,TS12,COMELC,2044,0.2947
KENYA,TS12,COMELC,2045,0.3188
KENYA,TS12,COMELC,2046,0.3448
KENYA,TS12,COMELC,2047,0.3729
KENYA,TS12,COMELC,2048,0.4033
KENYA,TS12,COMELC,2049,0.4362
KENYA,TS12,COMELC,2050,0.4717
KENYA,TS12,INDELC,2019,0.1639
KENYA,TS12,INDELC,2020,0.1667
KENYA,TS12,INDELC,2021,0.1743
KENYA,TS12,INDELC,2022,0.1801
KENYA,TS12,INDELC,2023,0.1856
KENYA,TS12,INDELC,2024,0.192
KENYA,TS12,INDELC,2025,0.1989
KENYA,TS12,INDELC,2026,0.217
KENYA,TS12,INDELC,2027,0.2368
KENYA,TS12,INDELC,2028,0.2583
KENYA,TS12,INDELC,2029,0.2818
KENYA,TS12,INDELC,2030,0.3075
KENYA,TS12,INDELC,2031,0.3355
KENYA,TS12,INDELC,2032,0.366
KENYA,TS12,INDELC,2033,0.3993
KENYA,TS12,INDELC,2034,0.4356
KENYA,TS12,INDELC,2035,0.4753
KENYA,TS12,INDELC,2036,0.5185
KENYA,TS12,INDELC,2037,0.5657
KENYA,TS12,INDELC,2038,0.6172
KENYA,TS12,INDELC,2039,0.6733
KENYA,TS12,INDELC,2040,0.7346
KENYA,TS12,INDELC,2041,0.8015
KENYA,TS12,INDELC,2042,0.8681
KENYA,TS12,INDELC,2043,0.9388
KENYA,TS12,INDELC,2044,1.0154
KENYA,TS12,INDELC,2045,1.0982
KENYA,TS12,INDELC,2046,1.1878
KENYA,TS12,INDELC,2047,1.2846
KENYA,TS12,INDELC,2048,1.3893
KENYA,TS12,INDELC,2049,1.5026
KENYA,TS12,INDELC,2050,1.6252
KENYA,TS12,RESELC,2019,0.1048
KENYA,TS12,RESELC,2020,0.1066
KENYA,TS12,RESELC,2021,0.1115
KENYA,TS12,RESELC,2022,0.1152
KENYA,TS12,RESELC,2023,0.1187
KENYA,TS12,RESELC,2024,0.1228
KENYA,TS12,RESELC,2025,0.1272
KENYA,TS12,RESELC,2026,0.1388
KENYA,TS12,RESELC,2027,0.1514
KENYA,TS12,RESELC,2028,0.1652
KENYA,TS12,RESELC,2029,0.1803
KENYA,TS12,RESELC,2030,0.1967
KENYA,TS12,RESELC,2031,0.2146
KENYA,TS12,RESELC,2032,0.2341
KENYA,TS12,RESELC,2033,0.2554
KENYA,TS12,RESELC,2034,0.2786
KENYA,TS12,RESELC,2035,0.304
KENYA,TS12,RESELC,2036,0.3316
KENYA,TS12,RESELC,2037,0.3618
KENYA,TS12,RESELC,2038,0.3947
KENYA,TS12,RESELC,2039,0.4306
KENYA,TS12,RESELC,2040,0.4698
KENYA,TS12,RESELC,2041,0.5126
KENYA,TS12,RESELC,2042,0.5552
KENYA,TS12,RESELC,2043,0.6004
KENYA,TS12,RESELC,2044,0.6494
KENYA,TS12,RESELC,2045,0.7024
KENYA,TS12,RESELC,2046,0.7596
KENYA,TS12,RESELC,2047,0.8216
KENYA,TS12,RESELC,2048,0.8886
KENYA,TS12,RESELC,2049,0.961
KENYA,TS12,RESELC,2050,1.0394
KENYA,TS13,COMELC,2019,0.1515
KENYA,TS13,COMELC,2020,0.1541
KENYA,TS13,COMELC,2021,0.1611
KENYA,TS13,COMELC,2022,0.1665
KENYA,TS13,COMELC,2023,0.1716
KENYA,TS13,COMELC,2024,0.1775
KENYA,TS13,COMELC,2025,0.1839
KENYA,TS13,COMELC,2026,0.2006
KENYA,TS13,COMELC,2027,0.2189
KENYA,TS13,COMELC,2028,0.2388
KENYA,TS13,COMELC,2029,0.2605
KENYA,TS13,COMELC,2030,0.2842
KENYA,TS13,COMELC,2031,0.3101
KENYA,TS13,COMELC,2032,0.3383
KENYA,TS13,COMELC,2033,0.3691
KENYA,TS13,COMELC,2034,0.4027
KENYA,TS13,COMELC,2035,0.4393
KENYA,TS13,COMELC,2036,0.4793
KENYA,TS13,COMELC,2037,0.5229
KENYA,TS13,COMELC,2038,0.5705
KENYA,TS13,COMELC,2039,0.6224
KENYA,TS13,COMELC,2040,0.679
KENYA,TS13,COMELC,2041,0.7408
KENYA,TS13,COMELC,2042,0.8023
KENYA,TS13,COMELC,2043,0.8678
KENYA,TS13,COMELC,2044,0.9385
KENYA,TS13,COMELC,2045,1.015
KENYA,TS13,COMELC,2046,1.0978
KENYA,TS13,COMELC,2047,1.1873
KENYA,TS13,COMELC,2048,1.2842
KENYA,TS13,COMELC,2049,1.3889
KENYA,TS13,COMELC,2050,1.5021
KENYA,TS13,INDELC,2019,0.5218
KENYA,TS13,INDELC,2020,0.531
KENYA,TS13,INDELC,2021,0.5551
KENYA,TS13,INDELC,2022,0.5736
KENYA,TS13,INDELC,2023,0.5911
KENYA,TS13,INDELC,2024,0.6114
KENYA,TS13,INDELC,2025,0.6335
KENYA,TS13,INDELC,2026,0.6911
KENYA,TS13,INDELC,2027,0.754
KENYA,TS13,INDELC,2028,0.8226
KENYA,TS13,INDELC,2029,0.8975
KENYA,TS13,INDELC,2030,0.9791
KENYA,TS13,INDELC,2031,1.0682
KENYA,TS13,INDELC,2032,1.1654
KENYA,TS13,INDELC,2033,1.2715
KENYA,TS13,INDELC,2034,1.3872
KENYA,TS13,INDELC,2035,1.5134
KENYA,TS13,INDELC,2036,1.6511
KENYA,TS13,INDELC,2037,1.8013
KENYA,TS13,INDELC,2038,1.9652
KENYA,TS13,INDELC,2039,2.1441
KENYA,TS13,INDELC,2040,2.3392
KENYA,TS13,INDELC,2041,2.552
KENYA,TS13,INDELC,2042,2.7641
KENYA,TS13,INDELC,2043,2.9895
KENYA,TS13,INDELC,2044,3.2333
KENYA,TS13,INDELC,2045,3.4969
KENYA,TS13,INDELC,2046,3.782
KENYA,TS13,INDELC,2047,4.0904
KENYA,TS13,INDELC,2048,4.424
KENYA,TS13,INDELC,2049,4.7847
KENYA,TS13,INDELC,2050,5.1749
KENYA,TS13,RESELC,2019,0.3337
KENYA,TS13,RESELC,2020,0.3396
KENYA,TS13,RESELC,2021,0.355
KENYA,TS13,RESELC,2022,0.3669
KENYA,TS13,RESELC,2023,0.3781
KENYA,TS13,RESELC,2024,0.391
KENYA,TS13,RESELC,2025,0.4051
KENYA,TS13,RESELC,2026,0.442
KENYA,TS13,RESELC,2027,0.4822
KENYA,TS13,RESELC,2028,0.5261
KENYA,TS13,RESELC,2029,0.574
KENYA,TS13,RESELC,2030,0.6262
KENYA,TS13,RESELC,2031,0.6832
KENYA,TS13,RESELC,2032,0.7453
KENYA,TS13,RESELC,2033,0.8132
KENYA,TS13,RESELC,2034,0.8872
KENYA,TS13,RESELC,2035,0.9679
KENYA,TS13,RESELC,2036,1.056
KENYA,TS13,RESELC,2037,1.152
KENYA,TS13,RESELC,2038,1.2569
KENYA,TS13,RESELC,2039,1.3712
KENYA,TS13,RESELC,2040,1.496
KENYA,TS13,RESELC,2041,1.6322
KENYA,TS13,RESELC,2042,1.7678
KENYA,TS13,RESELC,2043,1.9119
KENYA,TS13,RESELC,2044,2.0678
KENYA,TS13,RESELC,2045,2.2365
KENYA,TS13,RESELC,2046,2.4188
KENYA,TS13,RESELC,2047,2.6161
KENYA,TS13,RESELC,2048,2.8294
KENYA,TS13,RESELC,2049,3.0601
KENYA,TS13,RESELC,2050,3.3096
KENYA,TS14,COMELC,2019,0.0989
KENYA,TS14,COMELC,2020,0.1006
KENYA,TS14,COMELC,2021,0.1052
KENYA,TS14,COMELC,2022,0.1087
KENYA,TS14,COMELC,2023,0.112
KENYA,TS14,COMELC,2024,0.1159
KENYA,TS14,COMELC,2025,0.1201
KENYA,TS14,COMELC,2026,0.131
KENYA,TS14,COMELC,2027,0.1429
KENYA,TS14,COMELC,2028,0.1559
KENYA,TS14,COMELC,2029,0.1701
KENYA,TS14,COMELC,2030,0.1856
KENYA,TS14,COMELC,2031,0.2024
KENYA,TS14,COMELC,2032,0.2209
KENYA,TS14,COMELC,2033,0.241
KENYA,TS14,COMELC,2034,0.2629
KENYA,TS14,COMELC,2035,0.2868
KENYA,TS14,COMELC,2036,0.3129
KENYA,TS14,COMELC,2037,0.3414
KENYA,TS14,COMELC,2038,0.3724
KENYA,TS14,COMELC,2039,0.4063
KENYA,TS14,COMELC,2040,0.4433
KENYA,TS14,COMELC,2041,0.4836
KENYA,TS14,COMELC,2042,0.5238
KENYA,TS14,COMELC,2043,0.5666
