r,l,f,y,Demand
KENYA,TS14,COMELC,2044,0.6128
KENYA,TS14,COMELC,2045,0.6627
KENYA,TS14,COMELC,2046,0.7168
KENYA,TS14,COMELC,2047,0.7752
KENYA,TS14,COMELC,2048,0.8384
KENYA,TS14,COMELC,2049,0.9068
KENYA,TS14,COMELC,2050,0.9807
KENYA,TS14,INDELC,2019,0.3407
KENYA,TS14,INDELC,2020,0.3467
KENYA,TS14,INDELC,2021,0.3624
KENYA,TS14,INDELC,2022,0.3745
KENYA,TS14,INDELC,2023,0.3859
KENYA,TS14,INDELC,2024,0.3992
KENYA,TS14,INDELC,2025,0.4136
KENYA,TS14,INDELC,2026,0.4512
KENYA,TS14,INDELC,2027,0.4923
KENYA,TS14,INDELC,2028,0.5371
KENYA,TS14,INDELC,2029,0.5859
KENYA,TS14,INDELC,2030,0.6393
KENYA,TS14,INDELC,2031,0.6974
KENYA,TS14,INDELC,2032,0.7609
KENYA,TS14,INDELC,2033,0.8301
KENYA,TS14,INDELC,2034,0.9057
KENYA,TS14,INDELC,2035,0.9881
KENYA,TS14,INDELC,2036,1.078
KENYA,TS14,INDELC,2037,1.1761
KENYA,TS14,INDELC,2038,1.2831
KENYA,TS14,INDELC,2039,1.3998
KENYA,TS14,INDELC,2040,1.5272
KENYA,TS14,INDELC,2041,1.6662
KENYA,TS14,INDELC,2042,1.8047
KENYA,TS14,INDELC,2043,1.9518
KENYA,TS14,INDELC,2044,2.111
KENYA,TS14,INDELC,2045,2.2831
KENYA,TS14,INDELC,2046,2.4693
KENYA,TS14,INDELC,2047,2.6706
KENYA,TS14,INDELC,2048,2.8884
KENYA,TS14,INDELC,2049,3.1239
KENYA,TS14,INDELC,2050,3.3786
KENYA,TS14,RESELC,2019,0.2179
KENYA,TS14,RESELC,2020,0.2217
KENYA,TS14,RESELC,2021,0.2318
KENYA,TS14,RESELC,2022,0.2395
KENYA,TS14,RESELC,2023,0.2468
KENYA,TS14,RESELC,2024,0.2553
KENYA,TS14,RESELC,2025,0.2645
KENYA,TS14,RESELC,2026,0.2886
KENYA,TS14,RESELC,2027,0.3148
KENYA,TS14,RESELC,2028,0.3435
KENYA,TS14,RESELC,2029,0.3747
KENYA,TS14,RESELC,2030,0.4088
KENYA,TS14,RESELC,2031,0.446
KENYA,TS14,RESELC,2032,0.4866
KENYA,TS14,RESELC,2033,0.5309
KENYA,TS14,RESELC,2034,0.5792
KENYA,TS14,RESELC,2035,0.6319
KENYA,TS14,RESELC,2036,0.6894
KENYA,TS14,RESELC,2037,0.7522
KENYA,TS14,RESELC,2038,0.8206
KENYA,TS14,RESELC,2039,0.8953
KENYA,TS14,RESELC,2040,0.9767
KENYA,TS14,RESELC,2041,1.0656
KENYA,TS14,RESELC,2042,1.1542
KENYA,TS14,RESELC,2043,1.2483
KENYA,TS14,RESELC,2044,1.3501
KENYA,TS14,RESELC,2045,1.4602
KENYA,TS14,RESELC,2046,1.5792
KENYA,TS14,RESELC,2047,1.708
KENYA,TS14,RESELC,2048,1.8473
KENYA,TS14,RESELC,2049,1.9979
KENYA,TS14,RESELC,2050,2.1608
KENYA,TS15,COMELC,2019,0.1965
KENYA,TS15,COMELC,2020,0.2
KENYA,TS15,COMELC,2021,0.2091
KENYA,TS15,COMELC,2022,0.216
KENYA,TS15,COMELC,2023,0.2226
KENYA,TS15,COMELC,2024,0.2303
KENYA,TS15,COMELC,2025,0.2386
KENYA,TS15,COMELC,2026,0.2603
KENYA,TS15,COMELC,2027,0.284
KENYA,TS15,COMELC,2028,0.3098
KENYA,TS15,COMELC,2029,0.338
KENYA,TS15,COMELC,2030,0.3688
KENYA,TS15,COMELC,2031,0.4023
KENYA,TS15,COMELC,2032,0.4389
KENYA,TS15,COMELC,2033,0.4789
KENYA,TS15,COMELC,2034,0.5224
KENYA,TS15,COMELC,2035,0.57
KENYA,TS15,COMELC,2036,0.6219
KENYA,TS15,COMELC,2037,0.6784
KENYA,TS15,COMELC,2038,0.7402
KENYA,TS15,COMELC,2039,0.8075
KENYA,TS15,COMELC,2040,0.881
KENYA,TS15,COMELC,2041,0.9612
KENYA,TS15,COMELC,2042,1.0411
KENYA,TS15,COMELC,2043,1.1259
KENYA,TS15,COMELC,2044,1.2178
KENYA,TS15,COMELC,2045,1.317
KENYA,TS15,COMELC,2046,1.4244
KENYA,TS15,COMELC,2047,1.5406
KENYA,TS15,COMELC,2048,1.6662
KENYA,TS15,COMELC,2049,1.8021
KENYA,TS15,COMELC,2050,1.949
KENYA,TS15,INDELC,2019,0.6771
KENYA,TS15,INDELC,2020,0.6889
KENYA,TS15,INDELC,2021,0.7202
KENYA,TS15,INDELC,2022,0.7443
KENYA,TS15,INDELC,2023,0.767
KENYA,TS15,INDELC,2024,0.7933
KENYA,TS15,INDELC,2025,0.8219
KENYA,TS15,INDELC,2026,0.8967
KENYA,TS15,INDELC,2027,0.9783
KENYA,TS15,INDELC,2028,1.0673
KENYA,TS15,INDELC,2029,1.1645
KENYA,TS15,INDELC,2030,1.2704
KENYA,TS15,INDELC,2031,1.386
KENYA,TS15,INDELC,2032,1.5122
KENYA,TS15,INDELC,2033,1.6497
KENYA,TS15,INDELC,2034,1.7999
KENYA,TS15,INDELC,2035,1.9636
KENYA,TS15,INDELC,2036,2.1423
KENYA,TS15,INDELC,2037,2.3373
KENYA,TS15,INDELC,2038,2.5499
KENYA,TS15,INDELC,2039,2.782
KENYA,TS15,INDELC,2040,3.0351
KENYA,TS15,INDELC,2041,3.3113
KENYA,TS15,INDELC,2042,3.5865
KENYA,TS15,INDELC,2043,3.8789
KENYA,TS15,INDELC,2044,4.1952
KENYA,TS15,INDELC,2045,4.5373
KENYA,TS15,INDELC,2046,4.9073
KENYA,TS15,INDELC,2047,5.3074
KENYA,TS15,INDELC,2048,5.7402
KENYA,TS15,INDELC,2049,6.2083
KENYA,TS15,INDELC,2050,6.7145
KENYA,TS15,RESELC,2019,0.433
KENYA,TS15,RESELC,2020,0.4406
KENYA,TS15,RESELC,2021,0.4606
KENYA,TS15,RESELC,2022,0.476
KENYA,TS15,RESELC,2023,0.4905
KENYA,TS15,RESELC,2024,0.5074
KENYA,TS15,RESELC,2025,0.5257
KENYA,TS15,RESELC,2026,0.5735
KENYA,TS15,RESELC,2027,0.6257
KENYA,TS15,RESELC,2028,0.6826
KENYA,TS15,RESELC,2029,0.7447
KENYA,TS15,RESELC,2030,0.8125
KENYA,TS15,RESELC,2031,0.8864
KENYA,TS15,RESELC,2032,0.9671
KENYA,TS15,RESELC,2033,1.0551
KENYA,TS15,RESELC,2034,1.1511
KENYA,TS15,RESELC,2035,1.2559
KENYA,TS15,RESELC,2036,1.3701
KENYA,TS15,RESELC,2037,1.4948
KENYA,TS15,RESELC,2038,1.6308
KENYA,TS15,RESELC,2039,1.7792
KENYA,TS15,RESELC,2040,1.9411
KENYA,TS15,RESELC,2041,2.1178
KENYA,TS15,RESELC,2042,2.2937
KENYA,TS15,RESELC,2043,2.4808
KENYA,TS15,RESELC,2044,2.6831
KENYA,TS15,RESELC,2045,2.9018
KENYA,TS15,RESELC,2046,3.1385
KENYA,TS15,RESELC,2047,3.3944
KENYA,TS15,RESELC,2048,3.6712
KENYA,TS15,RESELC,2049,3.9705
KENYA,TS15,RESELC,2050,4.2943
KENYA,TS16,COMELC,2019,0.1483
KENYA,TS16,COMELC,2020,0.1509
KENYA,TS16,COMELC,2021,0.1578
KENYA,TS16,COMELC,2022,0.1631
KENYA,TS16,COMELC,2023,0.168
KENYA,TS16,COMELC,2024,0.1738
KENYA,TS16,COMELC,2025,0.1801
KENYA,TS16,COMELC,2026,0.1965
KENYA,TS16,COMELC,2027,0.2143
KENYA,TS16,COMELC,2028,0.2338
KENYA,TS16,COMELC,2029,0.2551
KENYA,TS16,COMELC,2030,0.2783
KENYA,TS16,COMELC,2031,0.3037
KENYA,TS16,COMELC,2032,0.3313
KENYA,TS16,COMELC,2033,0.3614
KENYA,TS16,COMELC,2034,0.3943
KENYA,TS16,COMELC,2035,0.4302
KENYA,TS16,COMELC,2036,0.4694
KENYA,TS16,COMELC,2037,0.5121
KENYA,TS16,COMELC,2038,0.5587
KENYA,TS16,COMELC,2039,0.6095
KENYA,TS16,COMELC,2040,0.665
KENYA,TS16,COMELC,2041,0.7255
KENYA,TS16,COMELC,2042,0.7858
KENYA,TS16,COMELC,2043,0.8498
KENYA,TS16,COMELC,2044,0.9191
KENYA,TS16,COMELC,2045,0.9941
KENYA,TS16,COMELC,2046,1.0751
KENYA,TS16,COMELC,2047,1.1628
KENYA,TS16,COMELC,2048,1.2576
KENYA,TS16,COMELC,2049,1.3602
KENYA,TS16,COMELC,2050,1.4711
KENYA,TS16,INDELC,2019,0.511
KENYA,TS16,INDELC,2020,0.52
KENYA,TS16,INDELC,2021,0.5436
KENYA,TS16,INDELC,2022,0.5618
KENYA,TS16,INDELC,2023,0.5789
KENYA,TS16,INDELC,2024,0.5988
KENYA,TS16,INDELC,2025,0.6204
KENYA,TS16,INDELC,2026,0.6768
KENYA,TS16,INDELC,2027,0.7384
KENYA,TS16,INDELC,2028,0.8056
KENYA,TS16,INDELC,2029,0.8789
KENYA,TS16,INDELC,2030,0.9589
KENYA,TS16,INDELC,2031,1.0461
KENYA,TS16,INDELC,2032,1.1413
KENYA,TS16,INDELC,2033,1.2452
KENYA,TS16,INDELC,2034,1.3585
KENYA,TS16,INDELC,2035,1.4821
KENYA,TS16,INDELC,2036,1.617
KENYA,TS16,INDELC,2037,1.7641
KENYA,TS16,INDELC,2038,1.9246
KENYA,TS16,INDELC,2039,2.0998
KENYA,TS16,INDELC,2040,2.2908
KENYA,TS16,INDELC,2041,2.4993
KENYA,TS16,INDELC,2042,2.707
KENYA,TS16,INDELC,2043,2.9277
KENYA,TS16,INDELC,2044,3.1665
KENYA,TS16,INDELC,2045,3.4247
KENYA,TS16,INDELC,2046,3.7039
KENYA,TS16,INDELC,2047,4.0059
KENYA,TS16,INDELC,2048,4.3326
KENYA,TS16,INDELC,2049,4.6859
KENYA,TS16,INDELC,2050,5.068
KENYA,TS16,RESELC,2019,0.3268
KENYA,TS16,RESELC,2020,0.3326
KENYA,TS16,RESELC,2021,0.3477
KENYA,TS16,RESELC,2022,0.3593
KENYA,TS16,RESELC,2023,0.3702
KENYA,TS16,RESELC,2024,0.3829
KENYA,TS16,RESELC,2025,0.3968
KENYA,TS16,RESELC,2026,0.4329
KENYA,TS16,RESELC,2027,0.4723
KENYA,TS16,RESELC,2028,0.5152
KENYA,TS16,RESELC,2029,0.5621
KENYA,TS16,RESELC,2030,0.6133
KENYA,TS16,RESELC,2031,0.6691
KENYA,TS16,RESELC,2032,0.7299
KENYA,TS16,RESELC,2033,0.7964
KENYA,TS16,RESELC,2034,0.8688
KENYA,TS16,RESELC,2035,0.9479
KENYA,TS16,RESELC,2036,1.0341
KENYA,TS16,RESELC,2037,1.1282
KENYA,TS16,RESELC,2038,1.2309
KENYA,TS16,RESELC,2039,1.3429
KENYA,TS16,RESELC,2040,1.4651
KENYA,TS16,RESELC,2041,1.5984
KENYA,TS16,RESELC,2042,1.7313
KENYA,TS16,RESELC,2043,1.8724
KENYA,TS16,RESELC,2044,2.0251
KENYA,TS16,RESELC,2045,2.1902
KENYA,TS16,RESELC,2046,2.3688
KENYA,TS16,RESELC,2047,2.562
KENYA,TS16,RESELC,2048,2.7709
KENYA,TS16,RESELC,2049,2.9969
KENYA,TS16,RESELC,2050,3.2412
KENYA,TS17,COMELC,2019,0.0676
KENYA,TS17,COMELC,2020,0.0688
KENYA,TS17,COMELC,2021,0.0719
KENYA,TS17,COMELC,2022,0.0743
KENYA,TS17,COMELC,2023,0.0766
KENYA,TS17,COMELC,2024,0.0792
KENYA,TS17,COMELC,2025,0.0821
KENYA,TS17,COMELC,2026,0.0895
KENYA,TS17,COMELC,2027,0.0977
KENYA,TS17,COMELC,2028,0.1066
KENYA,TS17,COMELC,2029,0.1163
KENYA,TS17,COMELC,2030,0.1268
KENYA,TS17,COMELC,2031,0.1384
KENYA,TS17,COMELC,2032,0.151
KENYA,TS17,COMELC,2033,0.1647
KENYA,TS17,COMELC,2034,0.1797
KENYA,TS17,COMELC,2035,0.196
KENYA,TS17,COMELC,2036,0.2139
KENYA,TS17,COMELC,2037,0.2333
KENYA,TS17,COMELC,2038,0.2546
KENYA,TS17,COMELC,2039,0.2777
KENYA,TS17,COMELC,2040,0.303
KENYA,TS17,COMELC,2041,0.3306
KENYA,TS17,COMELC,2042,0.3581
KENYA,TS17,COMELC,2043,0.3873
KENYA,TS17,COMELC,2044,0.4188
KENYA,TS17,COMELC,2045,0.453
KENYA,TS17,COMELC,2046,0.4899
KENYA,TS17,COMELC,2047,0.5299
KENYA,TS17,COMELC,2048,0.5731
KENYA,TS17,COMELC,2049,0.6198
KENYA,TS17,COMELC,2050,0.6704
KENYA,TS17,INDELC,2019,0.2329
KENYA,TS17,INDELC,2020,0.237
KENYA,TS17,INDELC,2021,0.2477
KENYA,TS17,INDELC,2022,0.256
KENYA,TS17,INDELC,2023,0.2638
KENYA,TS17,INDELC,2024,0.2729
KENYA,TS17,INDELC,2025,0.2827
KENYA,TS17,INDELC,2026,0.3084
KENYA,TS17,INDELC,2027,0.3365
KENYA,TS17,INDELC,2028,0.3671
KENYA,TS17,INDELC,2029,0.4005
KENYA,TS17,INDELC,2030,0.437
KENYA,TS17,INDELC,2031,0.4767
KENYA,TS17,INDELC,2032,0.5201
KENYA,TS17,INDELC,2033,0.5674
KENYA,TS17,INDELC,2034,0.6191
KENYA,TS17,INDELC,2035,0.6754
KENYA,TS17,INDELC,2036,0.7369
KENYA,TS17,INDELC,2037,0.8039
KENYA,TS17,INDELC,2038,0.8771
KENYA,TS17,INDELC,2039,0.9569
KENYA,TS17,INDELC,2040,1.0439
KENYA,TS17,INDELC,2041,1.1389
KENYA,TS17,INDELC,2042,1.2336
KENYA,TS17,INDELC,2043,1.3342
KENYA,TS17,INDELC,2044,1.4429
KENYA,TS17,INDELC,2045,1.5606
KENYA,TS17,INDELC,2046,1.6879
KENYA,TS17,INDELC,2047,1.8255
KENYA,TS17,INDELC,2048,1.9743
KENYA,TS17,INDELC,2049,2.1353
KENYA,TS17,INDELC,2050,2.3094
KENYA,TS17,RESELC,2019,0.1489
KENYA,TS17,RESELC,2020,0.1515
KENYA,TS17,RESELC,2021,0.1584
KENYA,TS17,RESELC,2022,0.1637
KENYA,TS17,RESELC,2023,0.1687
KENYA,TS17,RESELC,2024,0.1745
KENYA,TS17,RESELC,2025,0.1808
KENYA,TS17,RESELC,2026,0.1973
KENYA,TS17,RESELC,2027,0.2152
KENYA,TS17,RESELC,2028,0.2348
KENYA,TS17,RESELC,2029,0.2562
KENYA,TS17,RESELC,2030,0.2795
KENYA,TS17,RESELC,2031,0.3049
KENYA,TS17,RESELC,2032,0.3326
KENYA,TS17,RESELC,2033,0.3629
KENYA,TS17,RESELC,2034,0.3959
KENYA,TS17,RESELC,2035,0.432
KENYA,TS17,RESELC,2036,0.4713
KENYA,TS17,RESELC,2037,0.5141
KENYA,TS17,RESELC,2038,0.5609
KENYA,TS17,RESELC,2039,0.612
KENYA,TS17,RESELC,2040,0.6676
KENYA,TS17,RESELC,2041,0.7284
KENYA,TS17,RESELC,2042,0.7889
KENYA,TS17,RESELC,2043,0.8533
KENYA,TS17,RESELC,2044,0.9228
KENYA,TS17,RESELC,2045,0.9981
KENYA,TS17,RESELC,2046,1.0795
KENYA,TS17,RESELC,2047,1.1675
KENYA,TS17,RESELC,2048,1.2627
KENYA,TS17,RESELC,2049,1.3657
KENYA,TS17,RESELC,2050,1.477
KENYA,TS18,COMELC,2019,0.0751
KENYA,TS18,COMELC,2020,0.0764
KENYA,TS18,COMELC,2021,0.0799
KENYA,TS18,COMELC,2022,0.0826
KENYA,TS18,COMELC,2023,0.0851
KENYA,TS18,COMELC,2024,0.088
KENYA,TS18,COMELC,2025,0.0912
KENYA,TS18,COMELC,2026,0.0995
KENYA,TS18,COMELC,2027,0.1085
KENYA,TS18,COMELC,2028,0.1184
KENYA,TS18,COMELC,2029,0.1292
KENYA,TS18,COMELC,2030,0.1409
KENYA,TS18,COMELC,2031,0.1538
KENYA,TS18,COMELC,2032,0.1677
KENYA,TS18,COMELC,2033,0.183
KENYA,TS18,COMELC,2034,0.1997
KENYA,TS18,COMELC,2035,0.2178
KENYA,TS18,COMELC,2036,0.2377
KENYA,TS18,COMELC,2037,0.2593
KENYA,TS18,COMELC,2038,0.2829
KENYA,TS18,COMELC,2039,0.3086
KENYA,TS18,COMELC,2040,0.3367
KENYA,TS18,COMELC,2041,0.3673
KENYA,TS18,COMELC,2042,0.3979
KENYA,TS18,COMELC,2043,0.4303
KENYA,TS18,COMELC,2044,0.4654
KENYA,TS18,COMELC,2045,0.5033
KENYA,TS18,COMELC,2046,0.5444
KENYA,TS18,COMELC,2047,0.5888
KENYA,TS18,COMELC,2048,0.6368
KENYA,TS18,COMELC,2049,0.6887
KENYA,TS18,COMELC,2050,0.7449
KENYA,TS18,INDELC,2019,0.2588
KENYA,TS18,INDELC,2020,0.2633
KENYA,TS18,INDELC,2021,0.2752
KENYA,TS18,INDELC,2022,0.2844
KENYA,TS18,INDELC,2023,0.2931
KENYA,TS18,INDELC,2024,0.3032
KENYA,TS18,INDELC,2025,0.3141
KENYA,TS18,INDELC,2026,0.3427
KENYA,TS18,INDELC,2027,0.3739
KENYA,TS18,INDELC,2028,0.4079
KENYA,TS18,INDELC,2029,0.445
KENYA,TS18,INDELC,2030,0.4855
KENYA,TS18,INDELC,2031,0.5297
KENYA,TS18,INDELC,2032,0.5779
KENYA,TS18,INDELC,2033,0.6305
KENYA,TS18,INDELC,2034,0.6878
KENYA,TS18,INDELC,2035,0.7504
KENYA,TS18,INDELC,2036,0.8187
KENYA,TS18,INDELC,2037,0.8932
KENYA,TS18,INDELC,2038,0.9745
KENYA,TS18,INDELC,2039,1.0632
KENYA,TS18,INDELC,2040,1.1599
KENYA,TS18,INDELC,2041,1.2655
KENYA,TS18,INDELC,2042,1.3706
KENYA,TS18,INDELC,2043,1.4824
KENYA,TS18,INDELC,2044,1.6033
KENYA,TS18,INDELC,2045,1.734
KENYA,TS18,INDELC,2046,1.8754
KENYA,TS18,INDELC,2047,2.0283
KENYA,TS18,INDELC,2048,2.1937
KENYA,TS18,INDELC,2049,2.3726
KENYA,TS18,INDELC,2050,2.5661
KENYA,TS18,RESELC,2019,0.1655
KENYA,TS18,RESELC,2020,0.1684
KENYA,TS18,RESELC,2021,0.176
KENYA,TS18,RESELC,2022,0.1819
KENYA,TS18,RESELC,2023,0.1875
KENYA,TS18,RESELC,2024,0.1939
KENYA,TS18,RESELC,2025,0.2009
KENYA,TS18,RESELC,2026,0.2192
KENYA,TS18,RESELC,2027,0.2391
KENYA,TS18,RESELC,2028,0.2609
KENYA,TS18,RESELC,2029,0.2846
KENYA,TS18,RESELC,2030,0.3105
KENYA,TS18,RESELC,2031,0.3388
KENYA,TS18,RESELC,2032,0.3696
KENYA,TS18,RESELC,2033,0.4032
KENYA,TS18,RESELC,2034,0.4399
KENYA,TS18,RESELC,2035,0.4799
KENYA,TS18,RESELC,2036,0.5236
KENYA,TS18,RESELC,2037,0.5713
KENYA,TS18,RESELC,2038,0.6232
KENYA,TS18,RESELC,2039,0.68
KENYA,TS18,RESELC,2040,0.7418
KENYA,TS18,RESELC,2041,0.8093
KENYA,TS18,RESELC,2042,0.8766
KENYA,TS18,RESELC,2043,0.9481
KENYA,TS18,RESELC,2044,1.0254
KENYA,TS18,RESELC,2045,1.109
KENYA,TS18,RESELC,2046,1.1994
KENYA,TS18,RESELC,2047,1.2972
KENYA,TS18,RESELC,2048,1.403
KENYA,TS18,RESELC,2049,1.5174
KENYA,TS18,RESELC,2050,1.6411
KENYA,TS19,COMELC,2019,0.057
KENYA,TS19,COMELC,2020,0.058
KENYA,TS19,COMELC,2021,0.0606
KENYA,TS19,COMELC,2022,0.0626
KENYA,TS19,COMELC,2023,0.0645
KENYA,TS19,COMELC,2024,0.0667
KENYA,TS19,COMELC,2025,0.0691
KENYA,TS19,COMELC,2026,0.0754
KENYA,TS19,COMELC,2027,0.0823
KENYA,TS19,COMELC,2028,0.0898
KENYA,TS19,COMELC,2029,0.098
KENYA,TS19,COMELC,2030,0.1069
KENYA,TS19,COMELC,2031,0.1166
KENYA,TS19,COMELC,2032,0.1272
KENYA,TS19,COMELC,2033,0.1388
KENYA,TS19,COMELC,2034,0.1514
KENYA,TS19,COMELC,2035,0.1652
KENYA,TS19,COMELC,2036,0.1802
KENYA,TS19,COMELC,2037,0.1966
KENYA,TS19,COMELC,2038,0.2145
KENYA,TS19,COMELC,2039,0.234
KENYA,TS19,COMELC,2040,0.2553
KENYA,TS19,COMELC,2041,0.2786
KENYA,TS19,COMELC,2042,0.3017
KENYA,TS19,COMELC,2043,0.3263
KENYA,TS19,COMELC,2044,0.3529
KENYA,TS19,COMELC,2045,0.3817
KENYA,TS19,COMELC,2046,0.4128
KENYA,TS19,COMELC,2047,0.4465
KENYA,TS19,COMELC,2048,0.4829
KENYA,TS19,COMELC,2049,0.5223
KENYA,TS19,COMELC,2050,0.5648
KENYA,TS19,INDELC,2019,0.1962
KENYA,TS19,INDELC,2020,0.1997
KENYA,TS19,INDELC,2021,0.2087
KENYA,TS19,INDELC,2022,0.2157
KENYA,TS19,INDELC,2023,0.2223
KENYA,TS19,INDELC,2024,0.2299
KENYA,TS19,INDELC,2025,0.2382
KENYA,TS19,INDELC,2026,0.2599
KENYA,TS19,INDELC,2027,0.2835
KENYA,TS19,INDELC,2028,0.3093
KENYA,TS19,INDELC,2029,0.3375
KENYA,TS19,INDELC,2030,0.3682
KENYA,TS19,INDELC,2031,0.4017
KENYA,TS19,INDELC,2032,0.4382
KENYA,TS19,INDELC,2033,0.4781
KENYA,TS19,INDELC,2034,0.5216
KENYA,TS19,INDELC,2035,0.5691
KENYA,TS19,INDELC,2036,0.6209
KENYA,TS19,INDELC,2037,0.6774
KENYA,TS19,INDELC,2038,0.739
KENYA,TS19,INDELC,2039,0.8062
KENYA,TS19,INDELC,2040,0.8796
KENYA,TS19,INDELC,2041,0.9596
KENYA,TS19,INDELC,2042,1.0394
KENYA,TS19,INDELC,2043,1.1241
KENYA,TS19,INDELC,2044,1.2158
KENYA,TS19,INDELC,2045,1.315
KENYA,TS19,INDELC,2046,1.4222
KENYA,TS19,INDELC,2047,1.5381
KENYA,TS19,INDELC,2048,1.6636
KENYA,TS19,INDELC,2049,1.7992
KENYA,TS19,INDELC,2050,1.9459
KENYA,TS19,RESELC,2019,0.1255
KENYA,TS19,RESELC,2020,0.1277
KENYA,TS19,RESELC,2021,0.1335
KENYA,TS19,RESELC,2022,0.1379
KENYA,TS19,RESELC,2023,0.1422
KENYA,TS19,RESELC,2024,0.147
KENYA,TS19,RESELC,2025,0.1523
KENYA,TS19,RESELC,2026,0.1662
KENYA,TS19,RESELC,2027,0.1813
KENYA,TS19,RESELC,2028,0.1978
KENYA,TS19,RESELC,2029,0.2158
KENYA,TS19,RESELC,2030,0.2355
KENYA,TS19,RESELC,2031,0.2569
KENYA,TS19,RESELC,2032,0.2803
KENYA,TS19,RESELC,2033,0.3058
KENYA,TS19,RESELC,2034,0.3336
KENYA,TS19,RESELC,2035,0.364
KENYA,TS19,RESELC,2036,0.3971
KENYA,TS19,RESELC,2037,0.4332
KENYA,TS19,RESELC,2038,0.4726
KENYA,TS19,RESELC,2039,0.5156
KENYA,TS19,RESELC,2040,0.5626
KENYA,TS19,RESELC,2041,0.6137
KENYA,TS19,RESELC,2042,0.6647
KENYA,TS19,RESELC,2043,0.719
KENYA,TS19,RESELC,2044,0.7776
KENYA,TS19,RESELC,2045,0.841
KENYA,TS19,RESELC,2046,0.9096
KENYA,TS19,RESELC,2047,0.9837
KENYA,TS19,RESELC,2048,1.0639
KENYA,TS19,RESELC,2049,1.1507
KENYA,TS19,RESELC,2050,1.2445
KENYA,TS20,COMELC,2019,0.0376
KENYA,TS20,COMELC,2020,0.0382
KENYA,TS20,COMELC,2021,0.0399
KENYA,TS20,COMELC,2022,0.0413
KENYA,TS20,COMELC,2023,0.0425
KENYA,TS20,COMELC,2024,0.044
KENYA,TS20,COMELC,2025,0.0456
KENYA,TS20,COMELC,2026,0.0497
KENYA,TS20,COMELC,2027,0.0543
KENYA,TS20,COMELC,2028,0.0592
KENYA,TS20,COMELC,2029,0.0646
KENYA,TS20,COMELC,2030,0.0705
KENYA,TS20,COMELC,2031,0.0769
KENYA,TS20,COMELC,2032,0.0839
KENYA,TS20,COMELC,2033,0.0915
KENYA,TS20,COMELC,2034,0.0998
KENYA,TS20,COMELC,2035,0.1089
KENYA,TS20,COMELC,2036,0.1188
KENYA,TS20,COMELC,2037,0.1296
KENYA,TS20,COMELC,2038,0.1414
KENYA,TS20,COMELC,2039,0.1543
KENYA,TS20,COMELC,2040,0.1683
KENYA,TS20,COMELC,2041,0.1837
KENYA,TS20,COMELC,2042,0.1989
KENYA,TS20,COMELC,2043,0.2151
KENYA,TS20,COMELC,2044,0.2327
KENYA,TS20,COMELC,2045,0.2517
KENYA,TS20,COMELC,2046,0.2722
KENYA,TS20,COMELC,2047,0.2944
KENYA,TS20,COMELC,2048,0.3184
KENYA,TS20,COMELC,2049,0.3443
KENYA,TS20,COMELC,2050,0.3724
KENYA,TS20,INDELC,2019,0.1294
KENYA,TS20,INDELC,2020,0.1316
KENYA,TS20,INDELC,2021,0.1376
KENYA,TS20,INDELC,2022,0.1422
KENYA,TS20,INDELC,2023,0.1466
KENYA,TS20,INDELC,2024,0.1516
KENYA,TS20,INDELC,2025,0.1571
KENYA,TS20,INDELC,2026,0.1713
KENYA,TS20,INDELC,2027,0.1869
KENYA,TS20,INDELC,2028,0.204
KENYA,TS20,INDELC,2029,0.2225
KENYA,TS20,INDELC,2030,0.2428
KENYA,TS20,INDELC,2031,0.2648
KENYA,TS20,INDELC,2032,0.2889
KENYA,TS20,INDELC,2033,0.3152
KENYA,TS20,INDELC,2034,0.3439
KENYA,TS20,INDELC,2035,0.3752
KENYA,TS20,INDELC,2036,0.4094
KENYA,TS20,INDELC,2037,0.4466
KENYA,TS20,INDELC,2038,0.4873
KENYA,TS20,INDELC,2039,0.5316
KENYA,TS20,INDELC,2040,0.58
KENYA,TS20,INDELC,2041,0.6327
KENYA,TS20,INDELC,2042,0.6853
KENYA,TS20,INDELC,2043,0.7412
KENYA,TS20,INDELC,2044,0.8016
KENYA,TS20,INDELC,2045,0.867
KENYA,TS20,INDELC,2046,0.9377
KENYA,TS20,INDELC,2047,1.0142
KENYA,TS20,INDELC,2048,1.0969
KENYA,TS20,INDELC,2049,1.1863
KENYA,TS20,INDELC,2050,1.283
KENYA,TS20,RESELC,2019,0.0827
KENYA,TS20,RESELC,2020,0.0842
KENYA,TS20,RESELC,2021,0.088
KENYA,TS20,RESELC,2022,0.091
KENYA,TS20,RESELC,2023,0.0937
KENYA,TS20,RESELC,2024,0.0969
KENYA,TS20,RESELC,2025,0.1004
KENYA,TS20,RESELC,2026,0.1096
KENYA,TS20,RESELC,2027,0.1196
KENYA,TS20,RESELC,2028,0.1304
KENYA,TS20,RESELC,2029,0.1423
KENYA,TS20,RESELC,2030,0.1553
KENYA,TS20,RESELC,2031,0.1694
KENYA,TS20,RESELC,2032,0.1848
KENYA,TS20,RESELC,2033,0.2016
KENYA,TS20,RESELC,2034,0.22
KENYA,TS20,RESELC,2035,0.24
KENYA,TS20,RESELC,2036,0.2618
KENYA,TS20,RESELC,2037,0.2856
KENYA,TS20,RESELC,2038,0.3116
KENYA,TS20,RESELC,2039,0.34
KENYA,TS20,RESELC,2040,0.3709
KENYA,TS20,RESELC,2041,0.4047
