r,s,y,DiscountedCapitalInvestmentStorage
KENYA,PHS001,2037,3.5586
KENYA,PHS001,2038,8.8809
KENYA,PHS001,2043,1.9172
KENYA,PHS001,2044,19.2783
KENYA,PHS001,2045,37.4414
KENYA,PHS001,2046,11.0377
KENYA,PHS001,2047,3.2627
KENYA,PHS002,2038,5.4383
KENYA,PHS002,2041,5.7125
KENYA,PHS002,2042,0.1663
KENYA,PHS002,2043,9.6762
KENYA,PHS002,2044,0.4897
KENYA,PHS002,2045,52.5672
KENYA,PHS002,2046,10.092
