y,Capital costs,Fixed costs,Variable costs,Fuel costs
2019,0.875624095470817,2.054186151079136,0.2415433902877698,0.9483109265082389
2020,0.957007555442828,2.01749668581529,0.25984865223155107,1.0633795365166239
2021,1.4679591559716152,2.030521196743842,0.25396236388624593,1.1607468022219365
2022,1.9537630341036782,2.10338792221085,0.12359263050153532,0.4351948825196823
2023,2.256844237952983,2.093219259848786,0.12535316354954237,0.43790809115425566
2024,2.4134879161301663,1.9886245066897683,0.15221676773510448,0.6563285491755609
2025,2.8139700755340256,2.0638027514407886,0.1271537460494516,0.4187599925636735
2026,3.633884945406715,2.1097992979929794,0.084879848798488,0.07110489626358903
2027,4.378529817217114,2.0613337310380087,0.0879307993863985,0.10775549425846224
2028,4.911625401710842,2.098724107358749,0.08930281292818575,0.12196614817559046
2029,5.897978170666026,2.181614397448554,0.08913281190675072,0.09215329507628564
2030,6.430071001304054,2.1522762478485378,0.09110226620768792,0.1511955681064787
2031,6.982162713873066,2.1752176578786018,0.0918870495265345,0.16575485388435224
2032,7.415866791685675,2.1948292085589074,0.08989559164733178,0.17491979898274657
2033,7.817418944824256,2.210392804698972,0.08862763093489967,0.18518624572495704
2034,8.27137269686252,2.2130166821130675,0.08832194161260426,0.1687160392821606
2035,8.721653867983107,2.2063888888888887,0.0906099033816425,0.19320070267452397
2036,9.046776715864732,2.2146923879040665,0.0948936392075078,0.18937977059015265
2037,9.31775198321173,2.211960890552655,0.09705595507831742,0.19149758644070183
2038,9.90964087596204,2.2632445024226615,0.09300363399180021,0.17004537830409652
2039,10.211528951932992,2.270942565186751,0.09565230796335444,0.16879069767085658
2040,10.530354032573749,2.3372511453561016,0.09698334027488545,0.16413261140854346
2041,11.13160040185895,2.292406933228284,0.09492731928304113,0.15933637974863615
2042,11.404287148061808,2.5081908704408145,0.09353583948683522,0.17268941597371257
2043,11.695612294606452,2.518977200536458,0.08865603162278532,0.16180908098537897
2044,11.858078119601892,2.5115781563126256,0.08614595858383432,0.15641621578699502
2045,12.242075879313495,2.506364268554811,0.08176349728157795,0.1627282684459891
2046,12.399176193309167,2.4934587770731125,0.08028509034342467,0.16333039670392133
2047,12.691888390557644,2.4787476640806387,0.07808001585593745,0.1680075315703041
2048,12.883997015929527,2.465082134147976,0.07943698582415522,0.1731309724878839
2049,12.76637851056033,2.44401932685723,0.07995003424049509,0.18115606056763134
2050,13.017609904421748,2.430535615681944,0.07933282116534224,0.19377623460912627
