r,l,t,m,y,RateOfActivity
KENYA,TS45,BESS_TECH,1,2044,0.0283
KENYA,TS48,BESS_TECH,1,2044,1.9248
KENYA,TS01,BESS_TECH,2,2045,0.0451
KENYA,TS02,BESS_TECH,2,2045,3.0683
KENYA,TS06,BESS_TECH,2,2045,3.0683
KENYA,TS08,BESS_TECH,2,2045,2.3084
KENYA,TS09,BESS_TECH,2,2045,0.3875
KENYA,TS10,BESS_TECH,2,2045,2.9905
KENYA,TS11,BESS_TECH,2,2045,3.0683
KENYA,TS13,BESS_TECH,2,2045,0.4219
KENYA,TS16,BESS_TECH,2,2045,0.9105
KENYA,TS19,BESS_TECH,2,2045,0.0451
KENYA,TS20,BESS_TECH,2,2045,3.0683
KENYA,TS24,BESS_TECH,2,2045,3.0683
KENYA,TS25,BESS_TECH,2,2045,0.1605
KENYA,TS27,BESS_TECH,2,2045,3.0683
KENYA,TS28,BESS_TECH,2,2045,1.2969
KENYA,TS32,BESS_TECH,2,2045,0.9927
KENYA,TS33,BESS_TECH,2,2045,3.0683
KENYA,TS35,BESS_TECH,2,2045,3.0683
KENYA,TS40,BESS_TECH,2,2045,2.0976
KENYA,TS46,BESS_TECH,2,2045,3.0683
KENYA,TS47,BESS_TECH,2,2045,3.0683
KENYA,TS04,BESS_TECH,1,2045,3.0683
KENYA,TS05,BESS_TECH,1,2045,3.0683
KENYA,TS07,BESS_TECH,1,2045,3.0683
KENYA,TS12,BESS_TECH,1,2045,3.0683
KENYA,TS17,BESS_TECH,1,2045,3.0683
KENYA,TS22,BESS_TECH,1,2045,3.0683
