r,s,y,CapitalInvestmentStorage
KENYA,PHS001,2034,69.414
KENYA,PHS001,2036,10.337
KENYA,PHS001,2037,1.5246
KENYA,PHS001,2039,2.2655
KENYA,PHS001,2041,17.4764
KENYA,PHS001,2045,1.4317
KENYA,PHS001,2049,46.5583
KENYA,PHS002,2034,29.6526
KENYA,PHS002,2035,61.2552
KENYA,PHS002,2036,20.946
KENYA,PHS002,2037,9.2676
KENYA,PHS002,2049,27.7299
