r,t,e,y,AnnualTechnologyEmission
KENYA,PWRNGS004,CO2,2037,0.157
KENYA,PWRNGS004,CO2,2038,0.1774
KENYA,PWRNGS004,CO2,2039,0.1347
KENYA,PWRNGS004,CO2,2040,0.114
KENYA,PWRNGS004,CO2,2041,0.1317
KENYA,PWRNGS004,CO2,2042,0.1687
KENYA,PWRNGS004,CO2,2043,0.1586
KENYA,PWRNGS004,CO2,2044,0.1318
KENYA,PWRNGS004,CO2,2045,0.1738
KENYA,PWRNGS004,CO2,2046,0.1735
KENYA,PWRNGS004,CO2,2047,0.1622
KENYA,PWRNGS004,CO2,2048,0.1555
KENYA,PWRNGS004,CO2,2049,0.1072
KENYA,PWRNGS004,CO2,2050,0.0932
KENYA,PWRNGS005,CO2,2038,0.0073
KENYA,PWRNGS005,CO2,2040,0.0059
KENYA,PWRNGS005,CO2,2041,0.001
KENYA,PWRNGS005,CO2,2047,0.0008
KENYA,PWRNGS005,CO2,2049,0.0231
KENYA,PWRNGS005,CO2,2050,0.0062
KENYA,PWRNGS006,CO2,2038,0.0002
KENYA,PWRNGS006,CO2,2039,0.0026
KENYA,PWRNGS006,CO2,2042,0.0065
KENYA,PWRNGS006,CO2,2045,0.0072
KENYA,PWRNGS006,CO2,2047,0.0078
KENYA,PWRNGS006,CO2,2049,0.0083
KENYA,PWRNGS006,CO2,2050,0.0083
KENYA,PWRNGS009,CO2,2036,0.0049
KENYA,PWRNGS009,CO2,2042,0.0061
KENYA,PWRNGS009,CO2,2043,0.0033
KENYA,PWRNGS009,CO2,2045,0.0185
KENYA,PWRNGS009,CO2,2046,0.0128
KENYA,PWRNGS009,CO2,2047,0.0128
KENYA,PWRNGS009,CO2,2049,0.0145
KENYA,PWRNGS009,CO2,2050,0.0006
KENYA,PWRNGS010,CO2,2035,0.0062
KENYA,PWRNGS010,CO2,2037,0.0063
KENYA,PWRNGS010,CO2,2044,0.0065
KENYA,PWRNGS010,CO2,2046,0.0033
KENYA,PWRNGS010,CO2,2049,0.0115
KENYA,PWRNGS010,CO2,2050,0.011
KENYA,PWRNGS011,CO2,2034,0.0078
KENYA,PWRNGS011,CO2,2039,0.0003
KENYA,PWRNGS011,CO2,2041,0.0087
KENYA,PWRNGS011,CO2,2042,0.0069
KENYA,PWRNGS011,CO2,2043,0.0087
KENYA,PWRNGS011,CO2,2046,0.0017
KENYA,PWRNGS011,CO2,2047,0.0018
KENYA,PWRNGS011,CO2,2049,0.0121
