r,s,ls,ld,lh,y,NetChargeWithinYear
KENYA,BESS001,2,1,4,2040,-0.038
KENYA,BESS001,2,1,4,2041,-0.0368
KENYA,BESS001,2,1,4,2042,-0.0414
KENYA,BESS001,2,1,4,2043,-0.0414
KENYA,BESS001,2,1,4,2044,-0.0414
KENYA,BESS001,2,1,4,2045,-0.1316
KENYA,BESS001,2,1,4,2046,-0.1399
KENYA,BESS001,2,1,4,2047,-0.1681
KENYA,BESS001,2,1,4,2048,-0.1836
KENYA,BESS001,2,1,4,2049,-0.1796
KENYA,BESS001,2,1,4,2050,-0.2405
KENYA,BESS001,2,1,5,2024,0.002
KENYA,BESS001,2,1,5,2025,-0.0042
KENYA,BESS001,2,1,5,2026,0.0071
KENYA,BESS001,2,1,5,2027,-0.0118
KENYA,BESS001,2,1,5,2028,-0.0102
KENYA,BESS001,2,1,5,2029,0.0024
KENYA,BESS001,2,1,5,2030,0.0272
KENYA,BESS001,2,1,5,2031,-0.0272
KENYA,BESS001,2,1,5,2032,-0.017
KENYA,BESS001,2,1,5,2033,-0.0272
KENYA,BESS001,2,1,5,2034,0.0213
KENYA,BESS001,2,1,5,2037,0.0042
KENYA,BESS001,2,1,5,2038,-0.0001
KENYA,BESS001,2,1,5,2039,0.012
KENYA,BESS001,2,1,5,2040,-0.0117
KENYA,BESS001,2,1,5,2041,0.0208
KENYA,BESS001,2,1,5,2042,0.0041
KENYA,BESS001,2,1,5,2043,0.0045
KENYA,BESS001,2,1,5,2044,0.0068
KENYA,BESS001,2,1,5,2045,-0.0405
KENYA,BESS001,2,1,5,2046,-0.0505
KENYA,BESS001,2,1,5,2047,-0.0745
KENYA,BESS001,2,1,5,2048,-0.0923
KENYA,BESS001,2,1,5,2049,-0.0923
KENYA,BESS001,2,1,5,2050,-0.1208
KENYA,BESS001,2,1,6,2027,0.0406
KENYA,BESS001,2,1,6,2031,0.0406
KENYA,BESS001,2,1,6,2032,0.0406
KENYA,BESS001,2,1,6,2037,0.0178
KENYA,BESS001,2,1,6,2039,0.012
KENYA,BESS001,2,1,6,2040,0.0285
KENYA,BESS001,2,1,6,2041,0.031
KENYA,BESS001,2,1,6,2042,0.031
KENYA,BESS001,2,1,6,2045,0.1003
KENYA,BESS001,2,1,6,2046,0.1145
KENYA,BESS001,2,1,6,2047,0.1375
KENYA,BESS001,2,1,6,2048,0.0793
KENYA,BESS001,2,1,6,2049,0.1375
KENYA,BESS001,2,1,6,2050,0.18
KENYA,BESS001,2,2,1,2024,0.0008
KENYA,BESS001,2,2,1,2025,0.0324
KENYA,BESS001,2,2,1,2026,0.0016
KENYA,BESS001,2,2,1,2027,0.0324
KENYA,BESS001,2,2,1,2028,0.0324
KENYA,BESS001,2,2,1,2029,0.0317
KENYA,BESS001,2,2,1,2030,0.0099
KENYA,BESS001,2,2,1,2031,0.0324
KENYA,BESS001,2,2,1,2032,0.0324
KENYA,BESS001,2,2,1,2033,0.0324
KENYA,BESS001,2,2,1,2034,0.03
KENYA,BESS001,2,2,1,2037,0.0142
KENYA,BESS001,2,2,1,2038,0.005
KENYA,BESS001,2,2,1,2039,0.0045
KENYA,BESS001,2,2,1,2040,0.0227
KENYA,BESS001,2,2,1,2041,0.0247
KENYA,BESS001,2,2,1,2042,0.0247
KENYA,BESS001,2,2,1,2043,0.0247
KENYA,BESS001,2,2,1,2044,0.0247
