r,t,y,NewCapacity
KENYA,PWRDIST,2027,0.2166
KENYA,PWRDIST,2028,0.2404
KENYA,PWRDIST,2029,0.2602
KENYA,PWRDIST,2030,0.2687
KENYA,PWRDIST,2031,0.2986
KENYA,PWRDIST,2032,0.3323
KENYA,PWRDIST,2033,0.3557
KENYA,PWRDIST,2034,0.3924
KENYA,PWRDIST,2035,0.4259
KENYA,PWRDIST,2036,0.4671
KENYA,PWRDIST,2037,0.5235
KENYA,PWRDIST,2038,0.5706
KENYA,PWRDIST,2039,0.6211
KENYA,PWRDIST,2040,0.6776
KENYA,PWRDIST,2041,0.7385
KENYA,PWRDIST,2042,0.7329
KENYA,PWRDIST,2043,0.7788
KENYA,PWRDIST,2044,0.8402
KENYA,PWRDIST,2045,0.9088
KENYA,PWRDIST,2046,0.9819
KENYA,PWRDIST,2047,1.0593
KENYA,PWRDIST,2048,1.1459
KENYA,PWRDIST,2049,1.238
KENYA,PWRDIST,2050,1.3355
KENYA,PWRTRN,2019,0.3784
KENYA,PWRTRN,2020,0.0344
KENYA,PWRTRN,2021,0.0886
KENYA,PWRTRN,2022,0.0675
KENYA,PWRTRN,2023,0.0592
KENYA,PWRTRN,2024,0.0723
KENYA,PWRTRN,2025,0.0801
KENYA,PWRTRN,2026,0.1994
KENYA,PWRTRN,2027,0.2264
KENYA,PWRTRN,2028,0.2513
KENYA,PWRTRN,2029,0.272
KENYA,PWRTRN,2030,0.2808
KENYA,PWRTRN,2031,0.3121
KENYA,PWRTRN,2032,0.3474
KENYA,PWRTRN,2033,0.3719
KENYA,PWRTRN,2034,0.4102
KENYA,PWRTRN,2035,0.4453
KENYA,PWRTRN,2036,0.4883
KENYA,PWRTRN,2037,0.5473
KENYA,PWRTRN,2038,0.5965
KENYA,PWRTRN,2039,0.6492
KENYA,PWRTRN,2040,0.7083
KENYA,PWRTRN,2041,0.772
KENYA,PWRTRN,2042,0.7662
KENYA,PWRTRN,2043,0.8141
KENYA,PWRTRN,2044,0.8783
KENYA,PWRTRN,2045,0.9501
KENYA,PWRTRN,2046,1.0264
KENYA,PWRTRN,2047,1.1073
KENYA,PWRTRN,2048,1.1979
KENYA,PWRTRN,2049,1.2941
KENYA,PWRTRN,2050,1.3961
KENYA,PWRURN001,2036,0.2913
KENYA,PWRURN002,2039,0.2913
KENYA,PWRURN003,2042,0.1002
