r,s,ls,ld,lh,y,NetChargeWithinYear
KENYA,BESS001,1,1,1,2028,0.0602
KENYA,BESS001,1,1,1,2029,0.0373
KENYA,BESS001,1,1,1,2031,-0.0502
KENYA,BESS001,1,1,1,2034,0.0543
KENYA,BESS001,1,1,1,2035,0.2258
KENYA,BESS001,1,1,1,2036,0.1888
KENYA,BESS001,1,1,1,2037,0.0048
KENYA,BESS001,1,1,1,2039,0.2614
KENYA,BESS001,1,1,1,2040,0.0028
KENYA,BESS001,1,1,1,2042,-0.1717
KENYA,BESS001,1,1,1,2043,-0.8896
KENYA,BESS001,1,1,1,2044,-1.0169
KENYA,BESS001,1,1,1,2045,-1.3227
KENYA,BESS001,1,1,1,2046,-1.3695
KENYA,BESS001,1,1,1,2047,-1.5253
KENYA,BESS001,1,1,1,2048,-1.9118
KENYA,BESS001,1,1,1,2049,-2.1338
KENYA,BESS001,1,1,1,2050,-2.1551
KENYA,BESS001,1,1,2,2025,-0.0137
KENYA,BESS001,1,1,2,2027,-0.0347
KENYA,BESS001,1,1,2,2031,-0.022
KENYA,BESS001,1,1,2,2032,-0.0546
KENYA,BESS001,1,1,2,2040,0.083
KENYA,BESS001,1,1,2,2041,0.2243
KENYA,BESS001,1,1,2,2042,0.2058
KENYA,BESS001,1,1,2,2043,0.5371
KENYA,BESS001,1,1,2,2044,0.6704
KENYA,BESS001,1,1,2,2045,0.7914
KENYA,BESS001,1,1,2,2046,0.8538
KENYA,BESS001,1,1,2,2047,0.3735
KENYA,BESS001,1,1,2,2048,1.0669
KENYA,BESS001,1,1,2,2049,1.0669
KENYA,BESS001,1,1,2,2050,1.0776
KENYA,BESS001,1,1,3,2025,-0.0141
KENYA,BESS001,1,1,3,2037,0.3233
KENYA,BESS001,1,1,3,2038,-0.2751
KENYA,BESS001,1,1,3,2039,0.0038
KENYA,BESS001,1,1,3,2041,0.2291
KENYA,BESS001,1,1,3,2042,0.6481
KENYA,BESS001,1,1,3,2043,1.0742
KENYA,BESS001,1,1,3,2044,1.3408
KENYA,BESS001,1,1,3,2045,1.5829
KENYA,BESS001,1,1,3,2046,1.7075
KENYA,BESS001,1,1,3,2047,1.9603
KENYA,BESS001,1,1,3,2048,2.1338
KENYA,BESS001,1,1,3,2049,2.1338
KENYA,BESS001,1,1,3,2050,2.1551
KENYA,BESS001,1,1,4,2025,0.0183
KENYA,BESS001,1,1,4,2026,0.0054
KENYA,BESS001,1,1,4,2027,0.0097
KENYA,BESS001,1,1,4,2028,-0.0509
KENYA,BESS001,1,1,4,2029,-0.0296
KENYA,BESS001,1,1,4,2030,0.0016
KENYA,BESS001,1,1,4,2031,0.0294
KENYA,BESS001,1,1,4,2032,0.0185
KENYA,BESS001,1,1,4,2033,0.0558
KENYA,BESS001,1,1,4,2034,-0.1873
KENYA,BESS001,1,1,4,2035,-0.2931
KENYA,BESS001,1,1,4,2036,-0.245
KENYA,BESS001,1,1,4,2037,-0.2161
KENYA,BESS001,1,1,4,2038,0.1644
KENYA,BESS001,1,1,4,2039,-0.1746
KENYA,BESS001,1,1,4,2040,-0.1109
KENYA,BESS001,1,1,4,2041,-0.2998
KENYA,BESS001,1,1,4,2042,-0.433
KENYA,BESS001,1,1,4,2044,-0.1185
KENYA,BESS001,1,1,4,2046,-0.1088
KENYA,BESS001,1,1,4,2049,-0.2672
KENYA,BESS001,1,1,4,2050,0.3086
KENYA,BESS001,1,1,5,2025,0.0092
KENYA,BESS001,1,1,5,2026,0.0198
KENYA,BESS001,1,1,5,2027,0.0247
KENYA,BESS001,1,1,5,2028,-0.0085
KENYA,BESS001,1,1,5,2029,-0.0073
KENYA,BESS001,1,1,5,2030,0.025
KENYA,BESS001,1,1,5,2031,0.0419
KENYA,BESS001,1,1,5,2032,0.0354
KENYA,BESS001,1,1,5,2033,0.0506
KENYA,BESS001,1,1,5,2034,-0.0703
KENYA,BESS001,1,1,5,2035,-0.1465
KENYA,BESS001,1,1,5,2036,-0.1225
KENYA,BESS001,1,1,5,2037,-0.108
KENYA,BESS001,1,1,5,2038,0.1073
KENYA,BESS001,1,1,5,2039,-0.0873
KENYA,BESS001,1,1,5,2040,-0.0554
KENYA,BESS001,1,1,5,2041,-0.1499
KENYA,BESS001,1,1,5,2042,-0.2165
KENYA,BESS001,1,1,5,2043,-0.3395
KENYA,BESS001,1,1,5,2044,-0.448
