r,t,y,AnnualFixedOperatingCost
KENYA,PWRSOL001,2024,1.155
KENYA,PWRSOL001,2025,1.1245
KENYA,PWRSOL001,2026,1.095
KENYA,PWRSOL001,2027,1.066
KENYA,PWRSOL001,2028,1.038
KENYA,PWRSOL001,2029,1.011
KENYA,PWRSOL001,2030,0.984
KENYA,PWRSOL001,2031,0.9585
KENYA,PWRSOL001,2032,0.933
KENYA,PWRSOL001,2033,0.9085
KENYA,PWRSOL001,2034,0.8845
KENYA,PWRSOL001,2035,0.861
KENYA,PWRSOL001,2036,0.8385
KENYA,PWRSOL001,2037,0.8165
KENYA,PWRSOL002,2023,0.9492
KENYA,PWRSOL002,2024,0.924
KENYA,PWRSOL002,2025,0.8996
KENYA,PWRSOL002,2026,0.876
KENYA,PWRSOL002,2027,0.8528
KENYA,PWRSOL002,2028,0.8304
KENYA,PWRSOL002,2029,0.8088
KENYA,PWRSOL002,2030,0.7872
KENYA,PWRSOL002,2031,0.7668
KENYA,PWRSOL002,2032,0.7464
KENYA,PWRSOL002,2033,0.7268
KENYA,PWRSOL002,2034,0.7076
KENYA,PWRSOL002,2035,0.6888
KENYA,PWRSOL002,2036,0.6708
KENYA,PWRSOL002,2037,0.6532
KENYA,PWRSOL002,2038,0.636
KENYA,PWRSOL002,2039,0.6192
KENYA,PWRSOL002,2040,0.6028
KENYA,PWRSOL002,2041,0.6028
KENYA,PWRSOL002,2042,0.6028
KENYA,PWRSOL003,2032,0.5598
KENYA,PWRSOL003,2033,0.5451
KENYA,PWRSOL003,2034,0.5307
KENYA,PWRSOL003,2035,0.5166
KENYA,PWRSOL003,2036,0.5031
KENYA,PWRSOL003,2037,0.4899
KENYA,PWRSOL003,2038,0.477
KENYA,PWRSOL003,2039,0.4644
KENYA,PWRSOL003,2040,0.4521
KENYA,PWRSOL003,2041,0.4521
KENYA,PWRSOL003,2042,0.4521
KENYA,PWRSOL003,2043,0.4521
KENYA,PWRSOL003,2044,0.4521
KENYA,PWRSOL003,2045,0.4521
KENYA,PWRSOL003,2046,0.4521
KENYA,PWRSOL003,2047,0.4521
KENYA,PWRSOL003,2048,0.4521
KENYA,PWRSOL003,2049,0.4521
KENYA,PWRSOL003,2050,0.4521
KENYA,PWRSOL004,2032,0.7464
KENYA,PWRSOL004,2033,0.7268
KENYA,PWRSOL004,2034,0.7076
KENYA,PWRSOL004,2035,0.6888
KENYA,PWRSOL004,2036,0.6708
KENYA,PWRSOL004,2037,0.6532
KENYA,PWRSOL004,2038,0.636
KENYA,PWRSOL004,2039,0.6192
KENYA,PWRSOL004,2040,0.6028
KENYA,PWRSOL004,2041,0.6028
KENYA,PWRSOL004,2042,0.6028
KENYA,PWRSOL004,2043,0.6028
KENYA,PWRSOL004,2044,0.6028
KENYA,PWRSOL004,2045,0.6028
KENYA,PWRSOL004,2046,0.6028
KENYA,PWRSOL004,2047,0.6028
KENYA,PWRSOL004,2048,0.6028
KENYA,PWRSOL004,2049,0.6028
KENYA,PWRSOL004,2050,0.6028
KENYA,PWRSOL005,2032,0.7464
KENYA,PWRSOL005,2033,0.7268
KENYA,PWRSOL005,2034,0.7076
KENYA,PWRSOL005,2035,0.6888
KENYA,PWRSOL005,2036,0.6708
KENYA,PWRSOL005,2037,0.6532
KENYA,PWRSOL005,2038,0.636
KENYA,PWRSOL005,2039,0.6192
KENYA,PWRSOL005,2040,0.6028
KENYA,PWRSOL005,2041,0.6028
KENYA,PWRSOL005,2042,0.6028
KENYA,PWRSOL005,2043,0.6028
KENYA,PWRSOL005,2044,0.6028
KENYA,PWRSOL005,2045,0.6028
KENYA,PWRSOL005,2046,0.6028
KENYA,PWRSOL005,2047,0.6028
KENYA,PWRSOL005,2048,0.6028
KENYA,PWRSOL005,2049,0.6028
KENYA,PWRSOL005,2050,0.6028
KENYA,PWRSOL006,2023,0.0356
KENYA,PWRSOL006,2024,0.0346
KENYA,PWRSOL006,2025,0.0337
KENYA,PWRSOL006,2026,0.0328
KENYA,PWRSOL006,2027,0.032
KENYA,PWRSOL006,2028,0.0311
KENYA,PWRSOL006,2029,0.0303
KENYA,PWRSOL006,2030,0.0295
KENYA,PWRSOL006,2031,0.0288
KENYA,PWRSOL006,2032,0.028
KENYA,PWRSOL006,2033,0.0273
KENYA,PWRSOL006,2034,0.0265
KENYA,PWRSOL006,2035,0.0258
KENYA,PWRSOL006,2036,0.0252
KENYA,PWRSOL006,2037,0.0245
KENYA,PWRSOL006,2038,0.0238
KENYA,PWRSOL006,2039,0.0232
KENYA,PWRSOL006,2040,0.0226
KENYA,PWRSOL006,2041,0.0226
KENYA,PWRSOL006,2042,0.0226
KENYA,PWRSOL008,2022,0.9748
KENYA,PWRSOL008,2023,0.9492
KENYA,PWRSOL008,2024,0.924
KENYA,PWRSOL008,2025,0.8996
KENYA,PWRSOL008,2026,0.876
KENYA,PWRSOL008,2027,0.8528
KENYA,PWRSOL008,2028,0.8304
KENYA,PWRSOL008,2029,0.8088
KENYA,PWRSOL008,2030,0.7872
KENYA,PWRSOL008,2031,0.7668
KENYA,PWRSOL008,2032,0.7464
KENYA,PWRSOL008,2033,0.7268
KENYA,PWRSOL008,2034,0.7076
KENYA,PWRSOL008,2035,0.6888
KENYA,PWRSOL008,2036,0.6708
KENYA,PWRSOL008,2037,0.6532
KENYA,PWRSOL008,2038,0.636
KENYA,PWRSOL008,2039,0.6192
KENYA,PWRSOL008,2040,0.6028
KENYA,PWRSOL008,2041,0.6028
KENYA,PWRSOL009,2026,0.876
KENYA,PWRSOL009,2027,0.8528
KENYA,PWRSOL009,2028,0.8304
KENYA,PWRSOL009,2029,0.8088
KENYA,PWRSOL009,2030,0.7872
KENYA,PWRSOL009,2031,0.7668
KENYA,PWRSOL009,2032,0.7464
KENYA,PWRSOL009,2033,0.7268
KENYA,PWRSOL009,2034,0.7076
KENYA,PWRSOL009,2035,0.6888
KENYA,PWRSOL009,2036,0.6708
KENYA,PWRSOL009,2037,0.6532
KENYA,PWRSOL009,2038,0.636
KENYA,PWRSOL009,2039,0.6192
KENYA,PWRSOL009,2040,0.6028
KENYA,PWRSOL009,2041,0.6028
KENYA,PWRSOL009,2042,0.6028
KENYA,PWRSOL009,2043,0.6028
KENYA,PWRSOL009,2044,0.6028
KENYA,PWRSOL009,2045,0.6028
KENYA,PWRSOL010,2021,1.0012
KENYA,PWRSOL010,2022,0.9748
KENYA,PWRSOL010,2023,0.9492
KENYA,PWRSOL010,2024,0.924
KENYA,PWRSOL010,2025,0.8996
KENYA,PWRSOL010,2026,0.876
KENYA,PWRSOL010,2027,0.8528
KENYA,PWRSOL010,2028,0.8304
KENYA,PWRSOL010,2029,0.8088
KENYA,PWRSOL010,2030,0.7872
KENYA,PWRSOL010,2031,0.7668
KENYA,PWRSOL010,2032,0.7464
KENYA,PWRSOL010,2033,0.7268
KENYA,PWRSOL010,2034,0.7076
KENYA,PWRSOL010,2035,0.6888
KENYA,PWRSOL010,2036,0.6708
KENYA,PWRSOL010,2037,0.6532
KENYA,PWRSOL010,2038,0.636
KENYA,PWRSOL010,2039,0.6192
KENYA,PWRSOL010,2040,0.6028
KENYA,PWRSOL011,2019,0.0066
KENYA,PWRSOL011,2020,0.0064
KENYA,PWRSOL011,2021,0.0063
KENYA,PWRSOL011,2022,0.0061
KENYA,PWRSOL011,2023,0.0059
KENYA,PWRSOL011,2024,0.0058
KENYA,PWRSOL011,2025,0.0056
KENYA,PWRSOL011,2026,0.0055
KENYA,PWRSOL011,2027,0.0053
KENYA,PWRSOL011,2028,0.0052
KENYA,PWRSOL011,2029,0.0051
KENYA,PWRSOL011,2030,0.0049
KENYA,PWRSOL011,2031,0.0048
KENYA,PWRSOL011,2032,0.0047
KENYA,PWRSOL011,2033,0.0045
KENYA,PWRSOL011,2034,0.0044
KENYA,PWRSOL011,2035,0.0043
KENYA,PWRSOL011,2036,0.0042
KENYA,PWRSOL011,2037,0.0041
KENYA,PWRSOL012,2021,1.0012
KENYA,PWRSOL012,2022,0.9748
KENYA,PWRSOL012,2023,0.9492
KENYA,PWRSOL012,2024,0.924
KENYA,PWRSOL012,2025,0.8996
KENYA,PWRSOL012,2026,0.876
KENYA,PWRSOL012,2027,0.8528
KENYA,PWRSOL012,2028,0.8304
KENYA,PWRSOL012,2029,0.8088
KENYA,PWRSOL012,2030,0.7872
KENYA,PWRSOL012,2031,0.7668
KENYA,PWRSOL012,2032,0.7464
KENYA,PWRSOL012,2033,0.7268
KENYA,PWRSOL012,2034,0.7076
KENYA,PWRSOL012,2035,0.6888
KENYA,PWRSOL012,2036,0.6708
KENYA,PWRSOL012,2037,0.6532
KENYA,PWRSOL012,2038,0.636
KENYA,PWRSOL012,2039,0.6192
KENYA,PWRSOL012,2040,0.6028
KENYA,PWRSOL013,2032,0.1866
KENYA,PWRSOL013,2033,0.1817
KENYA,PWRSOL013,2034,0.1769
KENYA,PWRSOL013,2035,0.1722
KENYA,PWRSOL013,2036,0.1677
KENYA,PWRSOL013,2037,0.1633
KENYA,PWRSOL013,2038,0.159
KENYA,PWRSOL013,2039,0.1548
KENYA,PWRSOL013,2040,0.1507
KENYA,PWRSOL013,2041,0.1507
KENYA,PWRSOL013,2042,0.1507
KENYA,PWRSOL013,2043,0.1507
KENYA,PWRSOL013,2044,0.1507
KENYA,PWRSOL013,2045,0.1507
KENYA,PWRSOL013,2046,0.1507
KENYA,PWRSOL013,2047,0.1507
KENYA,PWRSOL013,2048,0.1507
KENYA,PWRSOL013,2049,0.1507
KENYA,PWRSOL013,2050,0.1507
KENYA,PWRSOL014,2032,0.793
KENYA,PWRSOL014,2033,0.7722
KENYA,PWRSOL014,2034,0.7518
KENYA,PWRSOL014,2035,0.7318
KENYA,PWRSOL014,2036,0.7127
KENYA,PWRSOL014,2037,0.694
KENYA,PWRSOL014,2038,0.6758
KENYA,PWRSOL014,2039,0.6579
KENYA,PWRSOL014,2040,0.6405
KENYA,PWRSOL014,2041,0.6405
KENYA,PWRSOL014,2042,0.6405
KENYA,PWRSOL014,2043,0.6405
KENYA,PWRSOL014,2044,0.6405
KENYA,PWRSOL014,2045,0.6405
KENYA,PWRSOL014,2046,0.6405
KENYA,PWRSOL014,2047,0.6405
KENYA,PWRSOL014,2048,0.6405
KENYA,PWRSOL014,2049,0.6405
KENYA,PWRSOL014,2050,0.6405
KENYA,PWRSOL015,2024,0.924
KENYA,PWRSOL015,2025,0.8996
KENYA,PWRSOL015,2026,0.876
KENYA,PWRSOL015,2027,0.8528
KENYA,PWRSOL015,2028,0.8304
KENYA,PWRSOL015,2029,0.8088
KENYA,PWRSOL015,2030,0.7872
KENYA,PWRSOL015,2031,0.7668
KENYA,PWRSOL015,2032,0.7464
KENYA,PWRSOL015,2033,0.7268
KENYA,PWRSOL015,2034,0.7076
KENYA,PWRSOL015,2035,0.6888
KENYA,PWRSOL015,2036,0.6708
KENYA,PWRSOL015,2037,0.6532
KENYA,PWRSOL015,2038,0.636
KENYA,PWRSOL015,2039,0.6192
KENYA,PWRSOL015,2040,0.6028
KENYA,PWRSOL015,2041,0.6028
KENYA,PWRSOL015,2042,0.6028
KENYA,PWRSOL015,2043,0.6028
KENYA,PWRSOL101,2026,0.219
KENYA,PWRSOL101,2027,0.4938
KENYA,PWRSOL101,2028,0.8403
KENYA,PWRSOL101,2029,1.2793
KENYA,PWRSOL101,2030,1.8354
KENYA,PWRSOL101,2031,2.5445
KENYA,PWRSOL101,2032,3.4461
KENYA,PWRSOL101,2033,4.5977
KENYA,PWRSOL101,2034,6.0676
KENYA,PWRSOL101,2035,7.945
KENYA,PWRSOL101,2036,10.3501
KENYA,PWRSOL101,2037,13.4267
KENYA,PWRSOL101,2038,17.3632
KENYA,PWRSOL101,2039,22.4012
KENYA,PWRSOL101,2040,28.8499
KENYA,PWRSOL101,2041,38.1172
KENYA,PWRSOL101,2042,50.3129
KENYA,PWRSOL101,2043,66.3624
KENYA,PWRSOL101,2044,87.4837
KENYA,PWRSOL101,2045,115.2792
KENYA,PWRSOL101,2046,151.7074
KENYA,PWRSOL101,2047,183.3269
KENYA,PWRSOL101,2048,198.5801
KENYA,PWRSOL101,2049,212.8956
KENYA,PWRSOL101,2050,232.1118
KENYA,PWRWND001,2019,0.3881
KENYA,PWRWND001,2020,0.3868
KENYA,PWRWND001,2021,0.3855
KENYA,PWRWND001,2022,0.3842
KENYA,PWRWND001,2023,0.383
KENYA,PWRWND001,2024,0.3817
KENYA,PWRWND001,2025,0.3804
KENYA,PWRWND001,2026,0.3791
KENYA,PWRWND001,2027,0.3779
KENYA,PWRWND002,2019,1.5524
KENYA,PWRWND002,2020,1.5473
KENYA,PWRWND002,2021,1.542
KENYA,PWRWND002,2022,1.5369
KENYA,PWRWND002,2023,1.5318
KENYA,PWRWND002,2024,1.5267
KENYA,PWRWND002,2025,1.5216
KENYA,PWRWND002,2026,1.5165
KENYA,PWRWND002,2027,1.5116
KENYA,PWRWND002,2028,1.5065
KENYA,PWRWND002,2029,1.5014
KENYA,PWRWND002,2030,1.4965
KENYA,PWRWND002,2031,1.4914
KENYA,PWRWND002,2032,1.4865
KENYA,PWRWND002,2033,1.4817
KENYA,PWRWND002,2034,1.4766
KENYA,PWRWND003,2025,0.8205
KENYA,PWRWND003,2026,0.8177
KENYA,PWRWND003,2027,0.8151
KENYA,PWRWND003,2028,0.8124
KENYA,PWRWND003,2029,0.8096
KENYA,PWRWND003,2030,0.807
KENYA,PWRWND003,2031,0.8042
KENYA,PWRWND003,2032,0.8016
KENYA,PWRWND003,2033,0.7989
KENYA,PWRWND003,2034,0.7962
KENYA,PWRWND003,2035,0.7935
KENYA,PWRWND003,2036,0.7909
KENYA,PWRWND003,2037,0.7883
KENYA,PWRWND003,2038,0.7856
KENYA,PWRWND003,2039,0.7831
KENYA,PWRWND003,2040,0.7804
KENYA,PWRWND003,2041,0.7804
KENYA,PWRWND003,2042,0.7804
KENYA,PWRWND003,2043,0.7804
KENYA,PWRWND003,2044,0.7804
KENYA,PWRWND005,2021,3.7795
KENYA,PWRWND005,2022,3.767
KENYA,PWRWND005,2023,3.7545
KENYA,PWRWND005,2024,3.742
KENYA,PWRWND005,2025,3.7295
KENYA,PWRWND005,2026,3.717
KENYA,PWRWND005,2027,3.705
KENYA,PWRWND005,2028,3.6925
KENYA,PWRWND005,2029,3.68
KENYA,PWRWND005,2030,3.668
KENYA,PWRWND005,2031,3.6555
KENYA,PWRWND005,2032,3.6435
KENYA,PWRWND005,2033,3.6315
KENYA,PWRWND005,2034,3.619
KENYA,PWRWND005,2035,3.607
KENYA,PWRWND005,2036,3.595
KENYA,PWRWND005,2037,3.583
KENYA,PWRWND005,2038,3.571
KENYA,PWRWND005,2039,3.5595
KENYA,PWRWND005,2040,3.5475
KENYA,PWRWND006,2019,7.61
KENYA,PWRWND006,2020,7.585
KENYA,PWRWND006,2021,7.559
KENYA,PWRWND006,2022,7.534
KENYA,PWRWND006,2023,7.509
KENYA,PWRWND006,2024,7.484
KENYA,PWRWND006,2025,7.459
KENYA,PWRWND006,2026,7.434
KENYA,PWRWND006,2027,7.41
KENYA,PWRWND006,2028,7.385
KENYA,PWRWND006,2029,7.36
KENYA,PWRWND006,2030,7.336
KENYA,PWRWND006,2031,7.311
KENYA,PWRWND006,2032,7.287
KENYA,PWRWND006,2033,7.263
KENYA,PWRWND006,2034,7.238
KENYA,PWRWND006,2035,7.214
KENYA,PWRWND006,2036,7.19
KENYA,PWRWND006,2037,7.166
KENYA,PWRWND010,2021,3.7795
KENYA,PWRWND010,2022,3.767
KENYA,PWRWND010,2023,3.7545
KENYA,PWRWND010,2024,3.742
KENYA,PWRWND010,2025,3.7295
KENYA,PWRWND010,2026,3.717
KENYA,PWRWND010,2027,3.705
KENYA,PWRWND010,2028,3.6925
KENYA,PWRWND010,2029,3.68
KENYA,PWRWND010,2030,3.668
KENYA,PWRWND010,2031,3.6555
KENYA,PWRWND010,2032,3.6435
KENYA,PWRWND010,2033,3.6315
KENYA,PWRWND010,2034,3.619
KENYA,PWRWND010,2035,3.607
KENYA,PWRWND010,2036,3.595
KENYA,PWRWND010,2037,3.583
KENYA,PWRWND010,2038,3.571
KENYA,PWRWND010,2039,3.5595
KENYA,PWRWND010,2040,3.5475
KENYA,PWRWND011,2019,7.61
KENYA,PWRWND011,2020,7.585
KENYA,PWRWND011,2021,7.559
KENYA,PWRWND011,2022,7.534
KENYA,PWRWND011,2023,7.509
KENYA,PWRWND011,2024,7.484
KENYA,PWRWND011,2025,7.459
KENYA,PWRWND011,2026,7.434
KENYA,PWRWND011,2027,7.41
KENYA,PWRWND011,2028,7.385
KENYA,PWRWND011,2029,7.36
KENYA,PWRWND011,2030,7.336
KENYA,PWRWND011,2031,7.311
KENYA,PWRWND011,2032,7.287
KENYA,PWRWND011,2033,7.263
KENYA,PWRWND011,2034,7.238
KENYA,PWRWND011,2035,7.214
KENYA,PWRWND011,2036,7.19
KENYA,PWRWND011,2037,7.166
KENYA,PWRWND012,2030,3.668
KENYA,PWRWND012,2031,3.6555
KENYA,PWRWND012,2032,3.6435
KENYA,PWRWND012,2033,3.6315
KENYA,PWRWND012,2034,3.619
KENYA,PWRWND012,2035,3.607
KENYA,PWRWND012,2036,3.595
KENYA,PWRWND012,2037,3.583
KENYA,PWRWND012,2038,3.571
KENYA,PWRWND012,2039,3.5595
KENYA,PWRWND012,2040,3.5475
KENYA,PWRWND012,2041,3.5475
KENYA,PWRWND012,2042,3.5475
KENYA,PWRWND012,2043,3.5475
KENYA,PWRWND012,2044,3.5475
KENYA,PWRWND012,2045,3.5475
KENYA,PWRWND012,2046,3.5475
KENYA,PWRWND012,2047,3.5475
KENYA,PWRWND012,2048,3.5475
KENYA,PWRWND012,2049,3.5475
KENYA,PWRWND012,2050,3.5475
KENYA,PWRWND013,2019,7.61
KENYA,PWRWND013,2020,7.585
KENYA,PWRWND013,2021,7.559
KENYA,PWRWND013,2022,7.534
KENYA,PWRWND013,2023,7.509
KENYA,PWRWND013,2024,7.484
KENYA,PWRWND013,2025,7.459
KENYA,PWRWND013,2026,7.434
KENYA,PWRWND013,2027,7.41
KENYA,PWRWND013,2028,7.385
KENYA,PWRWND013,2029,7.36
KENYA,PWRWND013,2030,7.336
KENYA,PWRWND013,2031,7.311
KENYA,PWRWND013,2032,7.287
KENYA,PWRWND013,2033,7.263
KENYA,PWRWND013,2034,7.238
KENYA,PWRWND013,2035,7.214
KENYA,PWRWND013,2036,7.19
KENYA,PWRWND013,2037,7.166
KENYA,PWRWND013,2038,7.142
KENYA,PWRWND015,2026,3.717
KENYA,PWRWND015,2027,3.705
KENYA,PWRWND015,2028,3.6925
KENYA,PWRWND015,2029,3.68
KENYA,PWRWND015,2030,3.668
KENYA,PWRWND015,2031,3.6555
KENYA,PWRWND015,2032,3.6435
KENYA,PWRWND015,2033,3.6315
KENYA,PWRWND015,2034,3.619
KENYA,PWRWND015,2035,3.607
KENYA,PWRWND015,2036,3.595
KENYA,PWRWND015,2037,3.583
KENYA,PWRWND015,2038,3.571
KENYA,PWRWND015,2039,3.5595
KENYA,PWRWND015,2040,3.5475
KENYA,PWRWND015,2041,3.5475
KENYA,PWRWND015,2042,3.5475
KENYA,PWRWND015,2043,3.5475
KENYA,PWRWND015,2044,3.5475
KENYA,PWRWND015,2045,3.5475
KENYA,PWRWND018,2028,7.385
KENYA,PWRWND018,2029,7.36
KENYA,PWRWND018,2030,7.336
KENYA,PWRWND018,2031,7.311
KENYA,PWRWND018,2032,7.287
KENYA,PWRWND018,2033,7.263
KENYA,PWRWND018,2034,7.238
KENYA,PWRWND018,2035,7.214
KENYA,PWRWND018,2036,7.19
KENYA,PWRWND018,2037,7.166
KENYA,PWRWND018,2038,7.142
KENYA,PWRWND018,2039,7.119
KENYA,PWRWND018,2040,7.095
KENYA,PWRWND018,2041,7.095
KENYA,PWRWND018,2042,7.095
KENYA,PWRWND018,2043,7.095
KENYA,PWRWND018,2044,7.095
KENYA,PWRWND018,2045,7.095
KENYA,PWRWND018,2046,7.095
KENYA,PWRWND018,2047,7.095
KENYA,PWRWND018,2048,7.095
KENYA,PWRWND018,2049,7.095
KENYA,PWRWND018,2050,7.095
KENYA,PWRWND026,2031,2.9244
KENYA,PWRWND026,2032,2.9148
KENYA,PWRWND026,2033,2.9052
KENYA,PWRWND026,2034,2.8952
KENYA,PWRWND026,2035,2.8856
KENYA,PWRWND026,2036,2.876
KENYA,PWRWND026,2037,2.8664
KENYA,PWRWND026,2038,2.8568
KENYA,PWRWND026,2039,2.8476
KENYA,PWRWND026,2040,2.838
KENYA,PWRWND026,2041,2.838
KENYA,PWRWND026,2042,2.838
KENYA,PWRWND026,2043,2.838
KENYA,PWRWND026,2044,2.838
KENYA,PWRWND026,2045,2.838
KENYA,PWRWND026,2046,2.838
KENYA,PWRWND026,2047,2.838
KENYA,PWRWND026,2048,2.838
KENYA,PWRWND026,2049,2.838
KENYA,PWRWND026,2050,2.838
KENYA,PWRWND027,2033,3.6315
KENYA,PWRWND027,2034,3.619
KENYA,PWRWND027,2035,3.607
KENYA,PWRWND027,2036,3.595
KENYA,PWRWND027,2037,3.583
KENYA,PWRWND027,2038,3.571
KENYA,PWRWND027,2039,3.5595
KENYA,PWRWND027,2040,3.5475
KENYA,PWRWND027,2041,3.5475
KENYA,PWRWND027,2042,3.5475
KENYA,PWRWND027,2043,3.5475
KENYA,PWRWND027,2044,3.5475
KENYA,PWRWND027,2045,3.5475
KENYA,PWRWND027,2046,3.5475
KENYA,PWRWND027,2047,3.5475
KENYA,PWRWND027,2048,3.5475
KENYA,PWRWND027,2049,3.5475
KENYA,PWRWND027,2050,3.5475
KENYA,PWRWND101,2026,0.7434
KENYA,PWRWND101,2027,1.6502
KENYA,PWRWND101,2028,2.7565
KENYA,PWRWND101,2029,4.1067
KENYA,PWRWND101,2030,5.7561
KENYA,PWRWND101,2031,7.7698
KENYA,PWRWND101,2032,10.231
KENYA,PWRWND101,2033,13.2384
KENYA,PWRWND101,2034,16.9113
KENYA,PWRWND101,2035,21.4028
KENYA,PWRWND101,2036,26.8929
KENYA,PWRWND101,2037,33.604
KENYA,PWRWND101,2038,41.8083
KENYA,PWRWND101,2039,51.8454
KENYA,PWRWND101,2040,64.1094
KENYA,PWRWND101,2041,79.3717
KENYA,PWRWND101,2042,98.0986
KENYA,PWRWND101,2043,121.0765
KENYA,PWRWND101,2044,149.2703
KENYA,PWRWND101,2045,183.8642
KENYA,PWRWND101,2046,225.6014
KENYA,PWRWND101,2047,276.6518
KENYA,PWRWND101,2048,339.0931
KENYA,PWRWND101,2049,415.4661
KENYA,PWRWND101,2050,508.8782
