r,s,y,CapitalInvestmentStorage
KENYA,PHS001,2037,14.4972
KENYA,PHS001,2038,18.4832
KENYA,PHS001,2041,19.1515
KENYA,PHS001,2043,20.2214
KENYA,PHS001,2044,72.7676
KENYA,PHS001,2045,437.4738
KENYA,PHS001,2046,86.106
KENYA,PHS001,2047,59.7186
KENYA,PHS002,2038,54.476
KENYA,PHS002,2041,9.9309
KENYA,PHS002,2043,53.0561
KENYA,PHS002,2044,63.8805
KENYA,PHS002,2045,377.7848
KENYA,PHS002,2046,101.8312
KENYA,PHS002,2047,59.6754
