r,t,e,m,y,AnnualTechnologyEmissionByMode
KENYA,PWRNGS002,CO2,1,2042,1.6052
KENYA,PWRNGS002,CO2,1,2043,1.791
KENYA,PWRNGS002,CO2,1,2044,1.6796
KENYA,PWRNGS002,CO2,1,2045,1.5184
KENYA,PWRNGS002,CO2,1,2046,0.9051
KENYA,PWRNGS002,CO2,1,2047,0.9091
KENYA,PWRNGS002,CO2,1,2048,0.89
KENYA,PWRNGS002,CO2,1,2049,1.025
KENYA,PWRNGS002,CO2,1,2050,0.94
KENYA,PWRNGS003,CO2,1,2041,1.7991
KENYA,PWRNGS003,CO2,1,2042,1.5044
KENYA,PWRNGS003,CO2,1,2043,1.7321
KENYA,PWRNGS003,CO2,1,2044,1.5564
KENYA,PWRNGS003,CO2,1,2045,1.7523
KENYA,PWRNGS003,CO2,1,2046,1.0353
KENYA,PWRNGS003,CO2,1,2047,0.939
KENYA,PWRNGS003,CO2,1,2048,0.9578
KENYA,PWRNGS003,CO2,1,2049,0.9397
KENYA,PWRNGS003,CO2,1,2050,1.0573
KENYA,PWRNGS004,CO2,1,2030,0.0332
KENYA,PWRNGS004,CO2,1,2031,0.0895
KENYA,PWRNGS004,CO2,1,2032,0.049
KENYA,PWRNGS004,CO2,1,2033,0.2439
KENYA,PWRNGS004,CO2,1,2034,0.2745
KENYA,PWRNGS004,CO2,1,2035,0.2977
KENYA,PWRNGS004,CO2,1,2036,0.2856
KENYA,PWRNGS004,CO2,1,2037,0.2954
KENYA,PWRNGS004,CO2,1,2038,1.0306
KENYA,PWRNGS004,CO2,1,2039,0.3861
KENYA,PWRNGS004,CO2,1,2040,0.3025
KENYA,PWRNGS004,CO2,1,2041,0.3021
KENYA,PWRNGS004,CO2,1,2042,0.2904
KENYA,PWRNGS004,CO2,1,2043,0.2888
KENYA,PWRNGS004,CO2,1,2044,0.3215
KENYA,PWRNGS004,CO2,1,2045,0.3779
KENYA,PWRNGS004,CO2,1,2046,0.3703
KENYA,PWRNGS004,CO2,1,2047,0.3768
KENYA,PWRNGS004,CO2,1,2048,0.3904
KENYA,PWRNGS004,CO2,1,2049,0.4558
KENYA,PWRNGS004,CO2,1,2050,0.4558
KENYA,PWRNGS005,CO2,1,2033,0.0022
KENYA,PWRNGS005,CO2,1,2034,0.0741
KENYA,PWRNGS005,CO2,1,2035,0.0644
KENYA,PWRNGS005,CO2,1,2036,0.0831
KENYA,PWRNGS005,CO2,1,2037,0.0834
KENYA,PWRNGS005,CO2,1,2038,0.1305
KENYA,PWRNGS005,CO2,1,2039,0.0702
KENYA,PWRNGS005,CO2,1,2040,0.0498
KENYA,PWRNGS005,CO2,1,2041,0.0804
KENYA,PWRNGS005,CO2,1,2042,0.0729
KENYA,PWRNGS005,CO2,1,2043,0.1109
KENYA,PWRNGS005,CO2,1,2044,0.1155
KENYA,PWRNGS005,CO2,1,2045,0.1155
KENYA,PWRNGS005,CO2,1,2046,0.1375
KENYA,PWRNGS005,CO2,1,2047,0.1196
KENYA,PWRNGS005,CO2,1,2048,0.121
KENYA,PWRNGS005,CO2,1,2049,0.1319
KENYA,PWRNGS005,CO2,1,2050,0.1133
KENYA,PWRNGS006,CO2,1,2034,0.0465
KENYA,PWRNGS006,CO2,1,2035,0.0705
KENYA,PWRNGS006,CO2,1,2036,0.0537
KENYA,PWRNGS006,CO2,1,2037,0.088
KENYA,PWRNGS006,CO2,1,2038,0.1585
KENYA,PWRNGS006,CO2,1,2039,0.0804
KENYA,PWRNGS006,CO2,1,2040,0.076
KENYA,PWRNGS006,CO2,1,2041,0.0843
KENYA,PWRNGS006,CO2,1,2042,0.1001
KENYA,PWRNGS006,CO2,1,2043,0.1072
KENYA,PWRNGS006,CO2,1,2044,0.1155
KENYA,PWRNGS006,CO2,1,2045,0.121
KENYA,PWRNGS006,CO2,1,2046,0.121
KENYA,PWRNGS006,CO2,1,2047,0.1155
KENYA,PWRNGS006,CO2,1,2048,0.1252
KENYA,PWRNGS006,CO2,1,2049,0.1261
KENYA,PWRNGS006,CO2,1,2050,0.1144
KENYA,PWRNGS009,CO2,1,2032,0.0001
KENYA,PWRNGS009,CO2,1,2033,0.0268
KENYA,PWRNGS009,CO2,1,2034,0.0732
KENYA,PWRNGS009,CO2,1,2035,0.0611
KENYA,PWRNGS009,CO2,1,2036,0.1194
KENYA,PWRNGS009,CO2,1,2037,0.1163
KENYA,PWRNGS009,CO2,1,2038,0.206
KENYA,PWRNGS009,CO2,1,2039,0.1489
KENYA,PWRNGS009,CO2,1,2040,0.0926
KENYA,PWRNGS009,CO2,1,2041,0.1727
KENYA,PWRNGS009,CO2,1,2042,0.1494
KENYA,PWRNGS009,CO2,1,2043,0.1846
KENYA,PWRNGS009,CO2,1,2044,0.1994
KENYA,PWRNGS009,CO2,1,2045,0.2118
KENYA,PWRNGS009,CO2,1,2046,0.2136
KENYA,PWRNGS009,CO2,1,2047,0.2138
KENYA,PWRNGS009,CO2,1,2048,0.2118
KENYA,PWRNGS009,CO2,1,2049,0.224
KENYA,PWRNGS009,CO2,1,2050,0.0595
KENYA,PWRNGS010,CO2,1,2031,0.0
KENYA,PWRNGS010,CO2,1,2032,0.0
KENYA,PWRNGS010,CO2,1,2033,0.0
KENYA,PWRNGS010,CO2,1,2034,0.0001
KENYA,PWRNGS010,CO2,1,2035,0.1567
KENYA,PWRNGS010,CO2,1,2036,0.1037
KENYA,PWRNGS010,CO2,1,2037,0.147
KENYA,PWRNGS010,CO2,1,2038,0.2156
KENYA,PWRNGS010,CO2,1,2039,0.1643
KENYA,PWRNGS010,CO2,1,2040,0.1395
KENYA,PWRNGS010,CO2,1,2041,0.1591
KENYA,PWRNGS010,CO2,1,2042,0.1749
KENYA,PWRNGS010,CO2,1,2043,0.1941
KENYA,PWRNGS010,CO2,1,2044,0.2021
KENYA,PWRNGS010,CO2,1,2045,0.2059
KENYA,PWRNGS010,CO2,1,2046,0.2021
KENYA,PWRNGS010,CO2,1,2047,0.2021
KENYA,PWRNGS010,CO2,1,2048,0.2093
KENYA,PWRNGS010,CO2,1,2049,0.2199
KENYA,PWRNGS010,CO2,1,2050,0.2111
KENYA,PWRNGS011,CO2,1,2034,0.1031
KENYA,PWRNGS011,CO2,1,2035,0.1298
KENYA,PWRNGS011,CO2,1,2036,0.1145
KENYA,PWRNGS011,CO2,1,2037,0.1391
KENYA,PWRNGS011,CO2,1,2038,0.2106
KENYA,PWRNGS011,CO2,1,2039,0.149
KENYA,PWRNGS011,CO2,1,2040,0.1512
KENYA,PWRNGS011,CO2,1,2041,0.1559
KENYA,PWRNGS011,CO2,1,2042,0.1351
KENYA,PWRNGS011,CO2,1,2043,0.1715
KENYA,PWRNGS011,CO2,1,2044,0.2021
KENYA,PWRNGS011,CO2,1,2045,0.2118
KENYA,PWRNGS011,CO2,1,2046,0.2094
KENYA,PWRNGS011,CO2,1,2047,0.2165
KENYA,PWRNGS011,CO2,1,2048,0.2261
KENYA,PWRNGS011,CO2,1,2049,0.224
KENYA,PWRNGS011,CO2,1,2050,0.2167
KENYA,PWRNGS018,CO2,1,2033,0.0197
KENYA,PWRNGS018,CO2,1,2034,0.1182
KENYA,PWRNGS018,CO2,1,2035,0.4064
KENYA,PWRNGS018,CO2,1,2036,0.3378
KENYA,PWRNGS018,CO2,1,2037,0.5312
KENYA,PWRNGS018,CO2,1,2038,0.9394
KENYA,PWRNGS018,CO2,1,2039,0.938
KENYA,PWRNGS018,CO2,1,2040,1.0627
KENYA,PWRNGS018,CO2,1,2041,1.275
KENYA,PWRNGS018,CO2,1,2042,1.4964
KENYA,PWRNGS018,CO2,1,2043,1.8922
KENYA,PWRNGS018,CO2,1,2044,2.2792
KENYA,PWRNGS018,CO2,1,2045,2.6613
KENYA,PWRNGS018,CO2,1,2046,3.1716
KENYA,PWRNGS018,CO2,1,2047,3.7917
KENYA,PWRNGS018,CO2,1,2048,4.3939
KENYA,PWRNGS018,CO2,1,2049,4.9727
KENYA,PWRNGS018,CO2,1,2050,5.8516
